Ano;Mes;Dia;Data;P;URd ;UR13;FMA;Classes
1943;1;1;01/01/1943;0;52;28,61313548;0;1
1943;1;2;02/01/1943;0;64;38,56586861;2,592966362;2
1943;1;3;03/01/1943;2,1;78;55,19461522;4,404737303;3
1943;1;4;04/01/1943;1,6;84;64,529895;5,954406647;3
1943;1;5;05/01/1943;0;56;31,57318393;9,121651364;4
1943;1;6;06/01/1943;0;76;52,40980318;11,02969135;4
1943;1;7;07/01/1943;6,9;77;53,78306482;4,411876539;3
1943;1;8;08/01/1943;2,8;79;56,64552192;3,088313577;3
1943;1;9;09/01/1943;0;60;34,87742111;5,955498043;3
1943;1;10;10/01/1943;0;80;58,13688224;7,675576522;3
1943;1;11;11/01/1943;0;77;53,78306482;9,534897859;4
1943;1;12;12/01/1943;12;70;44,91806567;1,906979572;2
1943;1;13;13/01/1943;9,7;71;46,08244557;0,762791829;1
1943;1;14;14/01/1943;42,2;96;88,52493638;0;1
1943;1;15;15/01/1943;29,2;76;52,40980318;0;1
1943;1;16;16/01/1943;0;76;52,40980318;1,908039984;2
1943;1;17;17/01/1943;0;68;42,68320166;4,250882041;3
1943;1;18;18/01/1943;0;80;58,13688224;5,97096052;3
1943;1;19;19/01/1943;4,4;90;75,53985973;4,179672364;3
1943;1;20;20/01/1943;55;85;66,24108438;0;1
1943;1;21;21/01/1943;0,7;81;59,66982409;1,675888969;2
1943;1;22;22/01/1943;21,7;80;58,13688224;0;1
1943;1;23;23/01/1943;17,3;75;51,0737917;0;1
1943;1;24;24/01/1943;0;77;53,78306482;1,859321337;2
1943;1;25;25/01/1943;22,3;84;64,529895;0;1
1943;1;26;26/01/1943;0;69;43,78526995;2,283873095;2
1943;1;27;27/01/1943;0;87;69,80792555;3,716375196;3
1943;1;28;28/01/1943;21,2;88;71,66627495;0;1
1943;1;29;29/01/1943;36,4;79;56,64552192;0;1
1943;1;30;30/01/1943;13,5;76;52,40980318;0;1
1943;1;31;31/01/1943;26,6;81;59,66982409;0;1
1943;2;1;01/02/1943;0,1;78;55,19461522;1,811770942;2
1943;2;2;02/02/1943;3,4;72;47,27929027;1,268239659;2
1943;2;3;03/02/1943;0;71;46,08244557;3,43826338;3
1943;2;4;04/02/1943;0;64;38,56586861;6,031229742;3
1943;2;5;05/02/1943;0;60;34,87742111;8,898414207;4
1943;2;6;06/02/1943;0;58;33,17988071;11,91228882;4
1943;2;7;07/02/1943;0;57;32,36548697;15,00199978;4
1943;2;8;08/02/1943;0;52;28,61313548;18,49689813;4
1943;2;9;09/02/1943;0;71;46,08244557;20,66692185;5
1943;2;10;10/02/1943;8,5;76;52,40980318;8,266768741;4
1943;2;11;11/02/1943;6,3;78;55,19461522;3,306707497;3
1943;2;12;12/02/1943;0;65;39,55313899;5,834951842;3
1943;2;13;13/02/1943;0;74;49,77401995;7,844032083;3
1943;2;14;14/02/1943;34,1;88;71,66627495;0;1
1943;2;15;15/02/1943;2,6;91;77,55802471;0;1
1943;2;16;16/02/1943;6,1;74;49,77401995;0;1
1943;2;17;17/02/1943;0;74;49,77401995;2,009080241;2
1943;2;18;18/02/1943;16,9;91;77,55802471;0;1
1943;2;19;19/02/1943;10,2;75;51,0737917;0;1
1943;2;20;20/02/1943;0;77;53,78306482;1,859321337;2
1943;2;21;21/02/1943;23,9;88;71,66627495;0;1
1943;2;22;22/02/1943;0;79;56,64552192;1,765364615;2
1943;2;23;23/02/1943;28,2;77;53,78306482;0;1
1943;2;24;24/02/1943;0,3;82;61,24550685;1,632772838;2
1943;2;25;25/02/1943;0;76;52,40980318;3,540812821;3
1943;2;26;26/02/1943;0;88;71,66627495;4,936169285;3
1943;2;27;27/02/1943;0,8;72;47,27929027;7,051260257;3
1943;2;28;28/02/1943;0;74;49,77401995;9,060340498;4
1943;3;1;01/03/1943;27,2;79;56,64552192;0;1
1943;3;2;02/03/1943;0;70;44,91806567;2,226275742;2
1943;3;3;03/03/1943;0;67;41,61102733;4,629484853;3
1943;3;4;04/03/1943;0;71;46,08244557;6,799508574;3
1943;3;5;05/03/1943;61,1;78;55,19461522;0;1
1943;3;6;06/03/1943;0;70;44,91806567;2,226275742;2
1943;3;7;07/03/1943;5,8;82;61,24550685;0,890510297;1
1943;3;8;08/03/1943;27;82;61,24550685;0;1
1943;3;9;09/03/1943;6;88;71,66627495;0;1
1943;3;10;10/03/1943;33,79999924;84;64,529895;0;1
1943;3;11;11/03/1943;14,30000019;84;64,529895;0;1
1943;3;12;12/03/1943;0,100000001;88;71,66627495;1,395356464;2
1943;3;13;13/03/1943;26;82;61,24550685;0;1
1943;3;14;14/03/1943;0,899999976;86;67,99998448;1,470588571;2
1943;3;15;15/03/1943;30,10000038;81;59,66982409;0;1
1943;3;16;16/03/1943;0;67;41,61102733;2,403209111;2
1943;3;17;17/03/1943;0;68;42,68320166;4,746051168;3
1943;3;18;18/03/1943;0;67;41,61102733;7,149260279;3
1943;3;19;19/03/1943;0;63;37,60537824;9,80845438;4
1943;3;20;20/03/1943;0;70;44,91806567;12,03473012;4
1943;3;21;21/03/1943;0;68;42,68320166;14,37757218;4
1943;3;22;22/03/1943;0;67;41,61102733;16,78078129;4
1943;3;23;23/03/1943;0;60;34,87742111;19,64796576;4
1943;3;24;24/03/1943;0;68;42,68320166;21,99080781;5
1943;3;25;25/03/1943;3,799999952;67;41,61102733;15,39356547;4
1943;3;26;26/03/1943;0;68;42,68320166;17,73640753;4
1943;3;27;27/03/1943;4,300000191;69;43,78526995;12,41548527;4
1943;3;28;28/03/1943;0;78;55,19461522;14,22725621;4
1943;3;29;29/03/1943;12,19999981;81;59,66982409;2,845451242;2
1943;3;30;30/03/1943;17,20000076;75;51,0737917;0;1
1943;3;31;31/03/1943;0;78;55,19461522;1,811770942;2
1943;4;1;01/04/1943;3,200000048;74;49,77401995;1,268239659;2
1943;4;2;02/04/1943;0;68;42,68320166;3,611081717;3
1943;4;3;03/04/1943;0;70;44,91806567;5,837357459;3
1943;4;4;04/04/1943;0;73;48,50950492;7,89880913;3
1943;4;5;05/04/1943;0;73;48,50950492;9,960260802;4
1943;4;6;06/04/1943;0;69;43,78526995;12,2441339;4
1943;4;7;07/04/1943;0;64;38,56586861;14,83710026;4
1943;4;8;08/04/1943;0;64;38,56586861;17,43006662;4
1943;4;9;09/04/1943;0;64;38,56586861;20,02303298;5
1943;4;10;10/04/1943;0;65;39,55313899;22,55127733;5
1943;4;11;11/04/1943;0;69;43,78526995;24,83515042;5
1943;4;12;12/04/1943;0;67;41,61102733;27,23835953;5
1943;4;13;13/04/1943;0;67;41,61102733;29,64156864;5
1943;4;14;14/04/1943;0;75;51,0737917;31,59952001;5
1943;4;15;15/04/1943;3,700000048;95;86,20929044;22,119664;5
1943;4;16;16/04/1943;30,20000076;84;64,529895;0;1
1943;4;17;17/04/1943;0;77;53,78306482;1,859321337;2
1943;4;18;18/04/1943;0;73;48,50950492;3,920773009;3
1943;4;19;19/04/1943;0;74;49,77401995;5,92985325;3
1943;4;20;20/04/1943;0;77;53,78306482;7,789174587;3
1943;4;21;21/04/1943;0;64;38,56586861;10,38214095;4
1943;4;22;22/04/1943;0;74;49,77401995;12,39122119;4
1943;4;23;23/04/1943;0;69;43,78526995;14,67509428;4
1943;4;24;24/04/1943;0;65;39,55313899;17,20333863;4
1943;4;25;25/04/1943;0;65;39,55313899;19,73158298;4
1943;4;26;26/04/1943;0;75;51,0737917;21,68953434;5
1943;4;27;27/04/1943;0;68;42,68320166;24,03237639;5
1943;4;28;28/04/1943;0;72;47,27929027;26,14746737;5
1943;4;29;29/04/1943;0;66;40,56793607;28,61246829;5
1943;4;30;30/04/1943;0;71;46,08244557;30,78249201;5
1943;5;1;01/05/1943;0;68;42,68320166;33,12533407;5
1943;5;2;02/05/1943;0;69;43,78526995;35,40920717;5
1943;5;3;03/05/1943;0;64;38,56586861;38,00217353;5
1943;5;4;04/05/1943;0;69;43,78526995;40,28604662;5
1943;5;5;05/05/1943;0;61;35,76185162;43,08232242;5
1943;5;6;06/05/1943;0;65;39,55313899;45,61056676;5
1943;5;7;07/05/1943;0;65;39,55313899;48,13881111;5
1943;5;8;08/05/1943;0;59;34,01698105;51,07851936;5
1943;5;9;09/05/1943;1,200000048;84;64,529895;52,6281887;5
1943;5;10;10/05/1943;0;64;38,56586861;55,22115507;5
1943;5;11;11/05/1943;0;68;42,68320166;57,56399712;5
1943;5;12;12/05/1943;0;60;34,87742111;60,43118159;5
1943;5;13;13/05/1943;0;65;39,55313899;62,95942593;5
1943;5;14;14/05/1943;0;70;44,91806567;65,18570168;5
1943;5;15;15/05/1943;0;65;39,55313899;67,71394602;5
1943;5;16;16/05/1943;0;67;41,61102733;70,11715513;5
1943;5;17;17/05/1943;0;61;35,76185162;72,91343093;5
1943;5;18;18/05/1943;0;67;41,61102733;75,31664004;5
1943;5;19;19/05/1943;0;65;39,55313899;77,84488438;5
1943;5;20;20/05/1943;0;65;39,55313899;80,37312873;5
1943;5;21;21/05/1943;0;59;34,01698105;83,31283698;5
1943;5;22;22/05/1943;0;61;35,76185162;86,10911277;5
1943;5;23;23/05/1943;0;70;44,91806567;88,33538852;5
1943;5;24;24/05/1943;0;69;43,78526995;90,61926161;5
1943;5;25;25/05/1943;0;73;48,50950492;92,68071328;5
1943;5;26;26/05/1943;0;60;34,87742111;95,54789775;5
1943;5;27;27/05/1943;0;58;33,17988071;98,56177236;5
1943;5;28;28/05/1943;0;62;36,67094148;101,2887272;5
1943;5;29;29/05/1943;0;57;32,36548697;104,3784381;5
1943;5;30;30/05/1943;0;57;32,36548697;107,4681491;5
1943;5;31;31/05/1943;0;76;52,40980318;109,3761891;5
1943;6;1;01/06/1943;0;69;43,78526995;111,6600622;5
1943;6;2;02/06/1943;0;68;42,68320166;114,0029042;5
1943;6;3;03/06/1943;0;63;37,60537824;116,6620983;5
1943;6;4;04/06/1943;0;60;34,87742111;119,5292828;5
1943;6;5;05/06/1943;0;63;37,60537824;122,1884769;5
1943;6;6;06/06/1943;10,30000019;85;66,24108438;24,43769538;5
1943;6;7;07/06/1943;0;76;52,40980318;26,34573536;5
1943;6;8;08/06/1943;20,79999924;81;59,66982409;0;1
1943;6;9;09/06/1943;0,100000001;88;71,66627495;1,395356464;2
1943;6;10;10/06/1943;0;84;64,529895;2,945025807;2
1943;6;11;11/06/1943;0;80;58,13688224;4,665104287;3
1943;6;12;12/06/1943;1;79;56,64552192;6,430468902;3
1943;6;13;13/06/1943;0;79;56,64552192;8,195833517;4
1943;6;14;14/06/1943;0;77;53,78306482;10,05515485;4
1943;6;15;15/06/1943;0;70;44,91806567;12,2814306;4
1943;6;16;16/06/1943;0;67;41,61102733;14,68463971;4
1943;6;17;17/06/1943;0;76;52,40980318;16,59267969;4
1943;6;18;18/06/1943;0;77;53,78306482;18,45200103;4
1943;6;19;19/06/1943;0;76;52,40980318;20,36004101;5
1943;6;20;20/06/1943;0;72;47,27929027;22,47513198;5
1943;6;21;21/06/1943;0;73;48,50950492;24,53658365;5
1943;6;22;22/06/1943;0;74;49,77401995;26,5456639;5
1943;6;23;23/06/1943;0;65;39,55313899;29,07390824;5
1943;6;24;24/06/1943;0;62;36,67094148;31,80086304;5
1943;6;25;25/06/1943;0;83;62,86512218;33,3915702;5
1943;6;26;26/06/1943;0,800000012;64;38,56586861;35,98453657;5
1943;6;27;27/06/1943;0;66;40,56793607;38,44953749;5
1943;6;28;28/06/1943;0;75;51,0737917;40,40748885;5
1943;6;29;29/06/1943;0;71;46,08244557;42,57751257;5
1943;6;30;30/06/1943;0;65;39,55313899;45,10575692;5
1943;7;1;01/07/1943;0;59;34,01698105;48,04546517;5
1943;7;2;02/07/1943;0;62;36,67094148;50,77241998;5
1943;7;3;03/07/1943;0;47;25,34283225;54,71830886;5
1943;7;4;04/07/1943;0;58;33,17988071;57,73218347;5
1943;7;5;05/07/1943;0;73;48,50950492;59,79363514;5
1943;7;6;06/07/1943;0,699999988;80;58,13688224;61,51371362;5
1943;7;7;07/07/1943;0;65;39,55313899;64,04195796;5
1943;7;8;08/07/1943;0;73;48,50950492;66,10340964;5
1943;7;9;09/07/1943;0;68;42,68320166;68,44625169;5
1943;7;10;10/07/1943;0;74;49,77401995;70,45533193;5
1943;7;11;11/07/1943;0;59;34,01698105;73,39504019;5
1943;7;12;12/07/1943;0;57;32,36548697;76,48475115;5
1943;7;13;13/07/1943;0;59;34,01698105;79,42445941;5
1943;7;14;14/07/1943;0;59;34,01698105;82,36416766;5
1943;7;15;15/07/1943;0;62;36,67094148;85,09112247;5
1943;7;16;16/07/1943;0;74;49,77401995;87,10020271;5
1943;7;17;17/07/1943;0;63;37,60537824;89,75939681;5
1943;7;18;18/07/1943;0;63;37,60537824;92,41859091;5
1943;7;19;19/07/1943;0;66;40,56793607;94,88359184;5
1943;7;20;20/07/1943;0;69;43,78526995;97,16746493;5
1943;7;21;21/07/1943;0;64;38,56586861;99,76043129;5
1943;7;22;22/07/1943;0;57;32,36548697;102,8501423;5
1943;7;23;23/07/1943;0;68;42,68320166;105,1929843;5
1943;7;24;24/07/1943;0;60;34,87742111;108,0601688;5
1943;7;25;25/07/1943;0;58;33,17988071;111,0740434;5
1943;7;26;26/07/1943;0;60;34,87742111;113,9412279;5
1943;7;27;27/07/1943;0;64;38,56586861;116,5341942;5
1943;7;28;28/07/1943;0;60;34,87742111;119,4013787;5
1943;7;29;29/07/1943;0;42;22,49265066;123,8472753;5
1943;7;30;30/07/1943;0;43;23,03177377;128,1891033;5
1943;7;31;31/07/1943;0;65;39,55313899;130,7173477;5
1943;8;1;01/08/1943;0;59;34,01698105;133,6570559;5
1943;8;2;02/08/1943;0;49;26,59726112;137,4168415;5
1943;8;3;03/08/1943;1,600000024;73;48,50950492;139,4782932;5
1943;8;4;04/08/1943;0;79;56,64552192;141,2436578;5
1943;8;5;05/08/1943;0;75;51,0737917;143,2016092;5
1943;8;6;06/08/1943;0;67;41,61102733;145,6048183;5
1943;8;7;07/08/1943;0;59;34,01698105;148,5445266;5
1943;8;8;08/08/1943;0;53;29,32290759;151,9548296;5
1943;8;9;09/08/1943;0;52;28,61313548;155,4497279;5
1943;8;10;10/08/1943;0;46;24,74102095;159,4915983;5
1943;8;11;11/08/1943;0;45;24,15553397;163,6314364;5
1943;8;12;12/08/1943;0;70;44,91806567;165,8577122;5
1943;8;13;13/08/1943;0;58;33,17988071;168,8715868;5
1943;8;14;14/08/1943;0;61;35,76185162;171,6678626;5
1943;8;15;15/08/1943;0;52;28,61313548;175,1627609;5
1943;8;16;16/08/1943;0;58;33,17988071;178,1766355;5
1943;8;17;17/08/1943;0;47;25,34283225;182,1225244;5
1943;8;18;18/08/1943;0;52;28,61313548;185,6174227;5
1943;8;19;19/08/1943;0;39;20,96144869;190,3880854;5
1943;8;20;20/08/1943;0;34;18,67412438;195,7430888;5
1943;8;21;21/08/1943;0;35;19,10678082;200,9768328;5
1943;8;22;22/08/1943;0;67;41,61102733;203,3800419;5
1943;8;23;23/08/1943;0;68;42,68320166;205,722884;5
1943;8;24;24/08/1943;11,10000038;86;67,99998448;41,1445768;5
1943;8;25;25/08/1943;0,800000012;80;58,13688224;42,86465528;5
1943;8;26;26/08/1943;0;63;37,60537824;45,52384938;5
1943;8;27;27/08/1943;0;53;29,32290759;48,93415239;5
1943;8;28;28/08/1943;0;60;34,87742111;51,80133686;5
1943;8;29;29/08/1943;0;60;34,87742111;54,66852132;5
1943;8;30;30/08/1943;0;53;29,32290759;58,07882433;5
1943;8;31;31/08/1943;0;62;36,67094148;60,80577913;5
1943;9;1;01/09/1943;0;53;29,32290759;64,21608214;5
1943;9;2;02/09/1943;0;57;32,36548697;67,30579311;5
1943;9;3;03/09/1943;0;64;38,56586861;69,89875947;5
1943;9;4;04/09/1943;0;51;27,92261616;73,48008578;5
1943;9;5;05/09/1943;0;46;24,74102095;77,52195617;5
1943;9;6;06/09/1943;0;43;23,03177377;81,86378416;5
1943;9;7;07/09/1943;0;48;25,96142303;85,71565314;5
1943;9;8;08/09/1943;0;45;24,15553397;89,85549125;5
1943;9;9;09/09/1943;0;50;27,2508274;93,5251046;5
1943;9;10;10/09/1943;0;66;40,56793607;95,99010552;5
1943;9;11;11/09/1943;12,69999981;86;67,99998448;19,1980211;4
1943;9;12;12/09/1943;5,599999905;72;47,27929027;7,679208442;3
1943;9;13;13/09/1943;0;89;73,57643812;9,038339198;4
1943;9;14;14/09/1943;13,89999962;66;40,56793607;0;1
1943;9;15;15/09/1943;0;64;38,56586861;2,592966362;2
1943;9;16;16/09/1943;0;56;31,57318393;5,760211078;3
1943;9;17;17/09/1943;0;64;38,56586861;8,35317744;4
1943;9;18;18/09/1943;0;58;33,17988071;11,36705205;4
1943;9;19;19/09/1943;2;63;37,60537824;14,02624615;4
1943;9;20;20/09/1943;0;61;35,76185162;16,82252194;4
1943;9;21;21/09/1943;0;60;34,87742111;19,68970641;4
1943;9;22;22/09/1943;14,69999981;90;75,53985973;0;1
1943;9;23;23/09/1943;2,099999905;86;67,99998448;1,470588571;2
1943;9;24;24/09/1943;14,80000019;96;88,52493638;0;1
1943;9;25;25/09/1943;7,099999905;76;52,40980318;0;1
1943;9;26;26/09/1943;0;70;44,91806567;2,226275742;2
1943;9;27;27/09/1943;0;58;33,17988071;5,240150352;3
1943;9;28;28/09/1943;0;57;32,36548697;8,329861317;4
1943;9;29;29/09/1943;0;48;25,96142303;12,18173029;4
1943;9;30;30/09/1943;0;56;31,57318393;15,34897501;4
1943;10;1;01/10/1943;0;47;25,34283225;19,29486389;4
1943;10;2;02/10/1943;0;52;28,61313548;22,78976224;5
1943;10;3;03/10/1943;0;92;79,63245938;24,04553157;5
1943;10;4;04/10/1943;20,70000076;82;61,24550685;0;1
1943;10;5;05/10/1943;29,5;84;64,529895;0;1
1943;10;6;06/10/1943;19,39999962;68;42,68320166;0;1
1943;10;7;07/10/1943;0;67;41,61102733;2,403209111;2
1943;10;8;08/10/1943;0;60;34,87742111;5,270393576;3
1943;10;9;09/10/1943;0;65;39,55313899;7,798637922;3
1943;10;10;10/10/1943;14,10000038;71;46,08244557;0;1
1943;10;11;11/10/1943;0,100000001;85;66,24108438;1,509637122;2
1943;10;12;12/10/1943;17,20000076;84;64,529895;0;1
1943;10;13;13/10/1943;0;90;75,53985973;1,323804417;2
1943;10;14;14/10/1943;5;74;49,77401995;0,529521767;1
1943;10;15;15/10/1943;2,099999905;72;47,27929027;2,644612739;2
1943;10;16;16/10/1943;0;64;38,56586861;5,2375791;3
1943;10;17;17/10/1943;0;62;36,67094148;7,964533903;3
1943;10;18;18/10/1943;0;58;33,17988071;10,97840851;4
1943;10;19;19/10/1943;0;53;29,32290759;14,38871152;4
1943;10;20;20/10/1943;0;55;30,80237236;17,63521471;4
1943;10;21;21/10/1943;0;48;25,96142303;21,48708369;5
1943;10;22;22/10/1943;10,60000038;87;69,80792555;4,297416737;3
1943;10;23;23/10/1943;35,79999924;90;75,53985973;0;1
1943;10;24;24/10/1943;2,900000095;72;47,27929027;0;1
1943;10;25;25/10/1943;0,300000012;92;79,63245938;1,255769328;2
1943;10;26;26/10/1943;39,20000076;87;69,80792555;0;1
1943;10;27;27/10/1943;0;70;44,91806567;2,226275742;2
1943;10;28;28/10/1943;0;63;37,60537824;4,885469844;3
1943;10;29;29/10/1943;18,89999962;65;39,55313899;0;1
1943;10;30;30/10/1943;0;67;41,61102733;2,403209111;2
1943;10;31;31/10/1943;0;67;41,61102733;4,806418222;3
1943;11;1;01/11/1943;0;83;62,86512218;6,397125382;3
1943;11;2;02/11/1943;1,100000024;90;75,53985973;7,7209298;3
1943;11;3;03/11/1943;23,70000076;90;75,53985973;0;1
1943;11;4;04/11/1943;31,5;76;52,40980318;0;1
1943;11;5;05/11/1943;0;67;41,61102733;2,403209111;2
1943;11;6;06/11/1943;0;67;41,61102733;4,806418222;3
1943;11;7;07/11/1943;0;69;43,78526995;7,090291317;3
1943;11;8;08/11/1943;0;64;38,56586861;9,683257678;4
1943;11;9;09/11/1943;0;62;36,67094148;12,41021248;4
1943;11;10;10/11/1943;0;62;36,67094148;15,13716728;4
1943;11;11;11/11/1943;1,899999976;74;49,77401995;17,14624752;4
1943;11;12;12/11/1943;0;68;42,68320166;19,48908958;4
1943;11;13;13/11/1943;0;53;29,32290759;22,89939259;5
1943;11;14;14/11/1943;0;53;29,32290759;26,3096956;5
1943;11;15;15/11/1943;0;56;31,57318393;29,47694032;5
1943;11;16;16/11/1943;0;52;28,61313548;32,97183867;5
1943;11;17;17/11/1943;0;63;37,60537824;35,63103277;5
1943;11;18;18/11/1943;88,5;93;81,76473265;0;1
1943;11;19;19/11/1943;7,099999905;72;47,27929027;0;1
1943;11;20;20/11/1943;0;63;37,60537824;2,659194101;2
1943;11;21;21/11/1943;0;59;34,01698105;5,598902356;3
1943;11;22;22/11/1943;0;59;34,01698105;8,538610611;4
1943;11;23;23/11/1943;0;64;38,56586861;11,13157697;4
1943;11;24;24/11/1943;0;53;29,32290759;14,54187998;4
1943;11;25;25/11/1943;0;47;25,34283225;18,48776886;4
1943;11;26;26/11/1943;0;55;30,80237236;21,73427205;5
1943;11;27;27/11/1943;0;69;43,78526995;24,01814514;5
1943;11;28;28/11/1943;9,5;81;59,66982409;9,607258058;4
1943;11;29;29/11/1943;0;56;31,57318393;12,77450277;4
1943;11;30;30/11/1943;0;83;62,86512218;14,36520994;4
1943;12;1;01/12/1943;97,69999695;95;86,20929044;0;1
1943;12;2;02/12/1943;22,29999924;78;55,19461522;0;1
1943;12;3;03/12/1943;0;74;49,77401995;2,009080241;2
1943;12;4;04/12/1943;0;67;41,61102733;4,412289352;3
1943;12;5;05/12/1943;0;63;37,60537824;7,071483453;3
1943;12;6;06/12/1943;0;65;39,55313899;9,599727799;4
1943;12;7;07/12/1943;2,599999905;68;42,68320166;6,719809459;3
1943;12;8;08/12/1943;0;56;31,57318393;9,887054176;4
1943;12;9;09/12/1943;0;53;29,32290759;13,29735719;4
1943;12;10;10/12/1943;0;59;34,01698105;16,23706544;4
1943;12;11;11/12/1943;0;67;41,61102733;18,64027455;4
1943;12;12;12/12/1943;1,5;81;59,66982409;20,31616352;5
1943;12;13;13/12/1943;17,79999924;80;58,13688224;0;1
1943;12;14;14/12/1943;0;70;44,91806567;2,226275742;2
1943;12;15;15/12/1943;0;65;39,55313899;4,754520088;3
1943;12;16;16/12/1943;0;74;49,77401995;6,763600329;3
1943;12;17;17/12/1943;40,09999847;75;51,0737917;0;1
1943;12;18;18/12/1943;0;68;42,68320166;2,342842057;2
1943;12;19;19/12/1943;0;63;37,60537824;5,002036159;3
1943;12;20;20/12/1943;0;62;36,67094148;7,728990961;3
1943;12;21;21/12/1943;0;79;56,64552192;9,494355576;4
1943;12;22;22/12/1943;2,200000048;91;77,55802471;10,78371281;4
1943;12;23;23/12/1943;6,699999809;75;51,0737917;4,313485123;3
1943;12;24;24/12/1943;1,700000048;77;53,78306482;6,17280646;3
1943;12;25;25/12/1943;29,60000038;78;55,19461522;0;1
1943;12;26;26/12/1943;24,39999962;76;52,40980318;0;1
1943;12;27;27/12/1943;40,59999847;69;43,78526995;0;1
1943;12;28;28/12/1943;0;78;55,19461522;1,811770942;2
1943;12;29;29/12/1943;69,5;90;75,53985973;0;1
1943;12;30;30/12/1943;0,200000003;82;61,24550685;1,632772838;2
1943;12;31;31/12/1943;3;71;46,08244557;1,142940986;2
1944;1;1;01/01/1944;0;72;47,27929027;3,258031958;3
1944;1;2;02/01/1944;10;66;40,56793607;0,651606392;1
1944;1;3;03/01/1944;0;66;40,56793607;3,116607318;3
1944;1;4;04/01/1944;0;68;42,68320166;5,459449375;3
1944;1;5;05/01/1944;5,099999905;70;44,91806567;2,18377975;2
1944;1;6;06/01/1944;0;60;34,87742111;5,050964216;3
1944;1;7;07/01/1944;0;74;49,77401995;7,060044457;3
1944;1;8;08/01/1944;3,900000095;67;41,61102733;4,94203112;3
1944;1;9;09/01/1944;0;74;49,77401995;6,951111361;3
1944;1;10;10/01/1944;33,40000153;67;41,61102733;0;1
1944;1;11;11/01/1944;0;74;49,77401995;2,009080241;2
1944;1;12;12/01/1944;0;80;58,13688224;3,729158721;3
1944;1;13;13/01/1944;7;79;56,64552192;1,491663488;2
1944;1;14;14/01/1944;2,900000095;76;52,40980318;1,044164442;2
1944;1;15;15/01/1944;0;63;37,60537824;3,703358543;3
1944;1;16;16/01/1944;0,400000006;72;47,27929027;5,818449515;3
1944;1;17;17/01/1944;8,399999619;81;59,66982409;2,327379806;2
1944;1;18;18/01/1944;0,100000001;68;42,68320166;4,670221863;3
1944;1;19;19/01/1944;0;63;37,60537824;7,329415965;3
1944;1;20;20/01/1944;0;59;34,01698105;10,26912422;4
1944;1;21;21/01/1944;0;57;32,36548697;13,35883518;4
1944;1;22;22/01/1944;0;55;30,80237236;16,60533837;4
1944;1;23;23/01/1944;0;81;59,66982409;18,28122734;4
1944;1;24;24/01/1944;18,79999924;86;67,99998448;0;1
1944;1;25;25/01/1944;8,699999809;78;55,19461522;0;1
1944;1;26;26/01/1944;12,5;70;44,91806567;0;1
1944;1;27;27/01/1944;6,099999905;68;42,68320166;0;1
1944;1;28;28/01/1944;0;67;41,61102733;2,403209111;2
1944;1;29;29/01/1944;0;68;42,68320166;4,746051168;3
1944;1;30;30/01/1944;1,399999976;62;36,67094148;7,473005971;3
1944;1;31;31/01/1944;0;66;40,56793607;9,938006897;4
1944;2;1;01/02/1944;1,200000048;63;37,60537824;12,597201;4
1944;2;2;02/02/1944;2,5;73;48,50950492;8,818040699;4
1944;2;3;03/02/1944;2,799999952;70;44,91806567;6,172628489;3
1944;2;4;04/02/1944;0;67;41,61102733;8,5758376;4
1944;2;5;05/02/1944;0;68;42,68320166;10,91867966;4
1944;2;6;06/02/1944;0;64;38,56586861;13,51164602;4
1944;2;7;07/02/1944;0;63;37,60537824;16,17084012;4
1944;2;8;08/02/1944;0;63;37,60537824;18,83003422;4
1944;2;9;09/02/1944;0;60;34,87742111;21,69721869;5
1944;2;10;10/02/1944;0;58;33,17988071;24,7110933;5
1944;2;11;11/02/1944;0;59;34,01698105;27,65080155;5
1944;2;12;12/02/1944;0;63;37,60537824;30,30999565;5
1944;2;13;13/02/1944;0;59;34,01698105;33,24970391;5
1944;2;14;14/02/1944;0;63;37,60537824;35,90889801;5
1944;2;15;15/02/1944;1;93;81,76473265;37,13191919;5
1944;2;16;16/02/1944;11,89999962;86;67,99998448;7,426383838;3
1944;2;17;17/02/1944;15,10000038;83;62,86512218;0;1
1944;2;18;18/02/1944;8,100000381;79;56,64552192;0;1
1944;2;19;19/02/1944;8,5;85;66,24108438;0;1
1944;2;20;20/02/1944;13,60000038;86;67,99998448;0;1
1944;2;21;21/02/1944;6,400000095;83;62,86512218;0;1
1944;2;22;22/02/1944;50,59999847;80;58,13688224;0;1
1944;2;23;23/02/1944;0;84;64,529895;1,549669343;2
1944;2;24;24/02/1944;0;85;66,24108438;3,059306466;3
1944;2;25;25/02/1944;27;79;56,64552192;0;1
1944;2;26;26/02/1944;49,79999924;80;58,13688224;0;1
1944;2;27;27/02/1944;9,699999809;90;75,53985973;0;1
1944;2;28;28/02/1944;7;74;49,77401995;0;1
1944;2;29;29/02/1944;0;82;61,24550685;1,632772838;2
1944;3;1;01/03/1944;0;87;69,80792555;3,065274938;3
1944;3;2;02/03/1944;4,400000095;73;48,50950492;2,145692457;2
1944;3;3;03/03/1944;31,20000076;78;55,19461522;0;1
1944;3;4;04/03/1944;11,5;80;58,13688224;0;1
1944;3;5;05/03/1944;1,200000048;79;56,64552192;1,765364615;2
1944;3;6;06/03/1944;16,20000076;73;48,50950492;0;1
1944;3;7;07/03/1944;0;75;51,0737917;1,957951362;2
1944;3;8;08/03/1944;0;74;49,77401995;3,967031603;3
