"ref";"marca";"modelo";"cambio";"motor";"ano";"valor"
2017-01-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Aut.";"automatico";1,5;"2017";46970
2017-01-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Mec.";"manual";1,5;"0 km";48768
2017-01-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Mec.";"manual";1,5;"2017";42551
2017-01-01;"Toyota";"ETIOS XS 1.5 Flex 16V 5p Mec.";"manual";1,5;"2016";40578
2017-01-01;"Toyota";"ETIOS XS Sedan 1.5 Flex 16V 4p Aut.";"automatico";1,5;"0 km";55845
2017-01-01;"Toyota";"ETIOS XS Sedan 1.5 Flex 16V 4p Aut.";"automatico";1,5;"2017";49012
2017-01-01;"Toyota";"ETIOS XS Sedan1.5 Flex 16V 4p Mec.";"manual";1,5;"0 km";50985
2017-01-01;"Toyota";"ETIOS XS Sedan1.5 Flex 16V 4p Mec.";"manual";1,5;"2017";45003
2017-01-01;"Toyota";"ETIOS XS Sedan1.5 Flex 16V 4p Mec.";"manual";1,5;"2016";41976
2017-01-01;"VW - VolksWagen";"Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p";"automatico";1;"0 km";47129
2017-01-01;"VW - VolksWagen";"Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p";"automatico";1;"2017";41150
2017-01-01;"VW - VolksWagen";"Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p";"automatico";1;"2016";39294
2017-01-01;"VW - VolksWagen";"Fox Comfortline 1.0 Flex 12V 5p";"automatico";1;"0 km";46408
2017-01-01;"VW - VolksWagen";"Fox Comfortline 1.0 Flex 12V 5p";"automatico";1;"2017";41005
2017-01-01;"VW - VolksWagen";"Fox Comfortline 1.0 Flex 12V 5p";"automatico";1;"2016";39355
2017-01-01;"VW - VolksWagen";"Fox Comfortline 1.0 Flex 8V 5p";"automatico";1;"0 km";40012
2017-01-01;"VW - VolksWagen";"Fox Comfortline 1.6 Flex 8V 5p";"automatico";1,6;"0 km";49884
2017-01-01;"VW - VolksWagen";"Fox Comfortline 1.6 Flex 8V 5p";"automatico";1,6;"2017";44451
2017-01-01;"VW - VolksWagen";"Fox Comfortline 1.6 Flex 8V 5p";"automatico";1,6;"2016";43023
2017-01-01;"VW - VolksWagen";"Fox Comfortline I Motion 1.6 Flex 8V 5p";"automatico";1,6;"0 km";53459
2017-01-01;"VW - VolksWagen";"Fox Comfortline I Motion 1.6 Flex 8V 5p";"automatico";1,6;"2017";47900
2017-01-01;"VW - VolksWagen";"Fox Comfortline I Motion 1.6 Flex 8V 5p";"automatico";1,6;"2016";45748
2017-01-01;"VW - VolksWagen";"Fox Highline I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"0 km";58632
2017-01-01;"VW - VolksWagen";"Fox Highline I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"2017";52010
2017-01-01;"VW - VolksWagen";"Fox Highline I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"2016";48187
2017-01-01;"VW - VolksWagen";"Fox Highline1.6 Flex 16V 5p";"automatico";1,6;"0 km";55558
2017-01-01;"VW - VolksWagen";"Fox Highline1.6 Flex 16V 5p";"automatico";1,6;"2017";48381
2017-01-01;"VW - VolksWagen";"Fox Highline1.6 Flex 16V 5p";"automatico";1,6;"2016";46510
2017-01-01;"VW - VolksWagen";"Fox PEPPER 1.6 Flex 16V 5p";"automatico";1,6;"0 km";57162
2017-01-01;"VW - VolksWagen";"Fox PEPPER 1.6 Flex 16V 5p";"automatico";1,6;"2017";49526
2017-01-01;"VW - VolksWagen";"Fox PEPPER 1.6 Flex 16V 5p";"automatico";1,6;"2016";47569
2017-01-01;"VW - VolksWagen";"Fox PEPPER I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"0 km";60245
2017-01-01;"VW - VolksWagen";"Fox PEPPER I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"2017";52055
2017-01-01;"VW - VolksWagen";"Fox PEPPER I MOTION 1.6 Flex 16V 5p";"automatico";1,6;"2016";49074
2017-01-01;"VW - VolksWagen";"Fox Rock in Rio 1.6 Mi Total Flex 8V 5p";"automatico";1,6;"0 km";46790
2017-01-01;"VW - VolksWagen";"Fox Rock in Rio 1.6 Mi Total Flex 8V 5p";"automatico";1,6;"2016";43151
2017-01-01;"VW - VolksWagen";"Fox RUN 1.6 Flex 8V 5p";"automatico";1,6;"0 km";52649
2017-01-01;"VW - VolksWagen";"Fox RUN 1.6 Flex 8V 5p";"automatico";1,6;"2017";48699
2017-01-01;"VW - VolksWagen";"Fox TRACK 1.0 Flex 12V 5p";"automatico";1;"0 km";46668
2017-01-01;"VW - VolksWagen";"Fox TRACK 1.0 Flex 12V 5p";"automatico";1;"2017";42663
2017-01-01;"VW - VolksWagen";"Fox TRACK 1.0 Flex 12V 5p";"automatico";1;"2016";40916
2017-01-01;"VW - VolksWagen";"Fox Trendline 1.0 Flex 12V 5p";"automatico";1;"0 km";43606
2017-01-01;"VW - VolksWagen";"Fox Trendline 1.0 Flex 12V 5p";"automatico";1;"2017";37945
2017-01-01;"VW - VolksWagen";"Fox Trendline 1.0 Flex 12V 5p";"automatico";1;"2016";36552
2017-01-01;"VW - VolksWagen";"Fox Trendline 1.0 Flex 8V 5p";"automatico";1;"0 km";37327
2017-01-01;"VW - VolksWagen";"Fox Trendline 1.6 Flex 8V 5p";"automatico";1,6;"0 km";47499
2017-01-01;"VW - VolksWagen";"Fox Trendline 1.6 Flex 8V 5p";"automatico";1,6;"2017";43255
2017-01-01;"VW - VolksWagen";"Fox Trendline 1.6 Flex 8V 5p";"automatico";1,6;"2016";41034
2017-01-01;"VW - VolksWagen";"Gol (novo) 1.0 Mi Total Flex 8V 4p";"automatico";1;"0 km";32997
2017-01-01;"VW - VolksWagen";"Gol (novo) 1.6 Mi Total Flex 8V 4p";"automatico";1,6;"0 km";38121
2017-01-01;"VW - VolksWagen";"Gol (novo) 1.6 Power/Highi T.Flex 8v 4P";"automatico";1,6;"0 km";53548
2017-01-01;"VW - VolksWagen";"Gol (novo) 1.6 Power/Highi T.Flex 8v 4P";"automatico";1,6;"2017";47541
2017-01-01;"VW - VolksWagen";"Gol (novo) 1.6 Power/Highi T.Flex 8v 4P";"automatico";1,6;"2016";42349
2017-01-01;"VW - VolksWagen";"Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p";"automatico";1,6;"0 km";56298
2017-01-01;"VW - VolksWagen";"Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p";"automatico";1,6;"2017";49974
2017-01-01;"VW - VolksWagen";"Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p";"automatico";1,6;"2016";44393
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 12V 5p";"automatico";1;"0 km";46073
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 12V 5p";"automatico";1;"2017";42283
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 8V 3p";"automatico";1;"0 km";32601
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 8V 5p";"automatico";1;"0 km";41934
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.0 T. Flex 8V 5p";"automatico";1;"2016";37810
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.6 T. Flex 8V 3p";"automatico";1,6;"0 km";42650
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.6 T. Flex 8V 5p";"automatico";1,6;"0 km";49669
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.6 T. Flex 8V 5p";"automatico";1,6;"2017";45730
2017-01-01;"VW - VolksWagen";"Gol Comfortline 1.6 T. Flex 8V 5p";"automatico";1,6;"2016";41022
2017-01-01;"VW - VolksWagen";"Gol I MOTION Comfort. 1.6 T. Flex 8V 3p";"automatico";1,6;"0 km";45381
2017-01-01;"VW - VolksWagen";"Gol I MOTION Comfort. 1.6 T. Flex 8V 5p";"automatico";1,6;"0 km";53498
2017-01-01;"VW - VolksWagen";"Gol I MOTION Comfort. 1.6 T. Flex 8V 5p";"automatico";1,6;"2017";48327
2017-01-01;"VW - VolksWagen";"Gol I MOTION Comfort. 1.6 T. Flex 8V 5p";"automatico";1,6;"2016";41215
2017-01-01;"VW - VolksWagen";"Gol Rallye 1.6 T. Flex 16V 5p";"automatico";1,6;"0 km";52536
2017-01-01;"VW - VolksWagen";"Gol Rallye 1.6 T. Flex 16V 5p";"automatico";1,6;"2016";48455
2017-01-01;"VW - VolksWagen";"Gol Rallye I MOTION 1.6 T. Flex 16V 5p";"automatico";1,6;"0 km";55569
2017-01-01;"VW - VolksWagen";"Gol Rallye I MOTION 1.6 T. Flex 16V 5p";"automatico";1,6;"2016";48464
2017-01-01;"VW - VolksWagen";"Gol Rock in Rio 1.0 Mi Total Flex 8V 5p";"automatico";1;"0 km";41818
2017-01-01;"VW - VolksWagen";"Gol Rock in Rio 1.0 Mi Total Flex 8V 5p";"automatico";1;"2016";38495
2017-01-01;"VW - VolksWagen";"Gol SELEÇÃO 1.0 Mi Total Flex 8V 5p";"automatico";1;"0 km";38153
2017-01-01;"VW - VolksWagen";"Gol SELEÇÃO 1.6 Total Flex 8V 5p";"automatico";1,6;"0 km";40878
2017-01-01;"VW - VolksWagen";"Gol Special 1.0 Total Flex 8V 3p";"automatico";1;"0 km";31464
2017-01-01;"VW - VolksWagen";"Gol Special 1.0 Total Flex 8V 3p";"automatico";1;"2016";27911
2017-01-01;"VW - VolksWagen";"Gol Special 1.0 Total Flex 8V 5p";"automatico";1;"0 km";34227
2017-01-01;"VW - VolksWagen";"Gol Special 1.0 Total Flex 8V 5p";"automatico";1;"2016";31450
2017-01-01;"VW - VolksWagen";"Gol TRACK 1.0 Mi Total Flex 8V 4p";"automatico";1;"0 km";38934
2017-01-01;"VW - VolksWagen";"Gol TRACK 1.0 Mi Total Flex 8V 4p";"automatico";1;"2016";35685
2017-01-01;"VW - VolksWagen";"Gol TRACK 1.0 Total Flex 12V 5p";"automatico";1;"0 km";46207
2017-01-01;"VW - VolksWagen";"Gol TRACK 1.0 Total Flex 12V 5p";"automatico";1;"2017";42001
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 12V 3p";"automatico";1;"0 km";34676
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 12V 3p";"automatico";1;"2017";31121
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 12V 5p";"automatico";1;"0 km";37300
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 12V 5p";"automatico";1;"2017";33850
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 8V 3p";"automatico";1;"0 km";33608
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 8V 3p";"automatico";1;"2016";28576
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 8V 5p";"automatico";1;"0 km";37770
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.0 T.Flex 8V 5p";"automatico";1;"2016";32541
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.6 T.Flex 8V 3p";"automatico";1,6;"0 km";36966
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.6 T.Flex 8V 5p";"automatico";1,6;"0 km";41855
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.6 T.Flex 8V 5p";"automatico";1,6;"2017";37555
2017-01-01;"VW - VolksWagen";"Gol Trendline 1.6 T.Flex 8V 5p";"automatico";1,6;"2016";36144
2017-01-01;"VW - VolksWagen";"up! black/white/red 1.0 T. Flex 12V 5p";"automatico";1;"0 km";46433
2017-01-01;"VW - VolksWagen";"up! black/white/red 1.0 T. Flex 12V 5p";"automatico";1;"2016";40142
2017-01-01;"VW - VolksWagen";"up! black/white/red 1.0 TSI TFlex 12V 5p";"automatico";1;"0 km";51211
2017-01-01;"VW - VolksWagen";"up! black/white/red 1.0 TSI TFlex 12V 5p";"automatico";1;"2017";46010
2017-01-01;"VW - VolksWagen";"up! black/white/red 1.0 TSI TFlex 12V 5p";"automatico";1;"2016";42375
2017-01-01;"VW - VolksWagen";"up! black/white/red I MOTION 1.0 Flex 5p";"automatico";1;"0 km";48393
2017-01-01;"VW - VolksWagen";"up! black/white/red I MOTION 1.0 Flex 5p";"automatico";1;"2016";40538
2017-01-01;"VW - VolksWagen";"up! cross 1.0 T. Flex 12V 5p";"automatico";1;"0 km";46245
2017-01-01;"VW - VolksWagen";"up! cross 1.0 T. Flex 12V 5p";"automatico";1;"2017";39841
2017-01-01;"VW - VolksWagen";"up! cross 1.0 T. Flex 12V 5p";"automatico";1;"2016";38440
2017-01-01;"VW - VolksWagen";"up! cross 1.0 TSI Total Flex 12V 5p";"automatico";1;"0 km";50603
2017-01-01;"VW - VolksWagen";"up! cross 1.0 TSI Total Flex 12V 5p";"automatico";1;"2017";44585
2017-01-01;"VW - VolksWagen";"up! cross 1.0 TSI Total Flex 12V 5p";"automatico";1;"2016";40996
2017-01-01;"VW - VolksWagen";"up! cross I MOTION 1.0 T.Flex 12V 5p";"automatico";1;"0 km";50487
2017-01-01;"VW - VolksWagen";"up! cross I MOTION 1.0 T.Flex 12V 5p";"automatico";1;"2017";42350
2017-01-01;"VW - VolksWagen";"up! cross I MOTION 1.0 T.Flex 12V 5p";"automatico";1;"2016";40995
2017-01-01;"VW - VolksWagen";"up! high 1.0 Total Flex 12V 5p";"automatico";1;"0 km";47996
2017-01-01;"VW - VolksWagen";"up! high 1.0 Total Flex 12V 5p";"automatico";1;"2017";41700
2017-01-01;"VW - VolksWagen";"up! high 1.0 Total Flex 12V 5p";"automatico";1;"2016";39985
2017-01-01;"VW - VolksWagen";"up! high 1.0 TSI Total Flex 12V 5p";"automatico";1;"0 km";51137
2017-01-01;"VW - VolksWagen";"up! high 1.0 TSI Total Flex 12V 5p";"automatico";1;"2017";44696
2017-01-01;"VW - VolksWagen";"up! high 1.0 TSI Total Flex 12V 5p";"automatico";1;"2016";41533
2017-01-01;"VW - VolksWagen";"up! high I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"0 km";51098
2017-01-01;"VW - VolksWagen";"up! high I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"2017";44655
2017-01-01;"VW - VolksWagen";"up! high I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"2016";41128
2017-01-01;"VW - VolksWagen";"up! move 1.0 T. Flex 12V 3p";"automatico";1;"0 km";31098
2017-01-01;"VW - VolksWagen";"up! move 1.0 Total Flex 12V 5p";"automatico";1;"0 km";42020
2017-01-01;"VW - VolksWagen";"up! move 1.0 Total Flex 12V 5p";"automatico";1;"2017";36520
2017-01-01;"VW - VolksWagen";"up! move 1.0 Total Flex 12V 5p";"automatico";1;"2016";35295
2017-01-01;"VW - VolksWagen";"up! move 1.0 TSI Total Flex 12V 5p";"automatico";1;"0 km";46772
2017-01-01;"VW - VolksWagen";"up! move 1.0 TSI Total Flex 12V 5p";"automatico";1;"2017";41620
2017-01-01;"VW - VolksWagen";"up! move 1.0 TSI Total Flex 12V 5p";"automatico";1;"2016";38996
2017-01-01;"VW - VolksWagen";"up! move I MOTION 1.0 T. Flex 12V 3p";"automatico";1;"0 km";33003
2017-01-01;"VW - VolksWagen";"up! move I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"0 km";44621
2017-01-01;"VW - VolksWagen";"up! move I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"2017";39281
2017-01-01;"VW - VolksWagen";"up! move I MOTION 1.0 T. Flex 12V 5p";"automatico";1;"2016";36713
2017-01-01;"VW - VolksWagen";"up! Run 1.0 Total Flex 12V 5p";"automatico";1;"0 km";44410
2017-01-01;"VW - VolksWagen";"up! Run 1.0 Total Flex 12V 5p";"automatico";1;"2017";40286
2017-01-01;"VW - VolksWagen";"up! Run I MOTION 1.0 Total Flex 12V 5p";"automatico";1;"0 km";46412
2017-01-01;"VW - VolksWagen";"up! Run I MOTION 1.0 Total Flex 12V 5p";"automatico";1;"2017";41895
2017-01-01;"VW - VolksWagen";"up! SPEED 1.0 TSI T. Flex 12V 5p";"automatico";1;"0 km";52050
2017-01-01;"VW - VolksWagen";"up! SPEED 1.0 TSI T. Flex 12V 5p";"automatico";1;"2017";46200
2017-01-01;"VW - VolksWagen";"up! SPEED 1.0 TSI T. Flex 12V 5p";"automatico";1;"2016";43500
2017-01-01;"VW - VolksWagen";"up! take 1.0 T. Flex 12V 3p";"automatico";1;"0 km";33380
2017-01-01;"VW - VolksWagen";"up! take 1.0 T. Flex 12V 3p";"automatico";1;"2017";28785
2017-01-01;"VW - VolksWagen";"up! take 1.0 T. Flex 12V 3p";"automatico";1;"2016";27737
2017-01-01;"VW - VolksWagen";"up! take 1.0 Total Flex 12V 5p";"automatico";1;"0 km";37481
2017-01-01;"VW - VolksWagen";"up! take 1.0 Total Flex 12V 5p";"automatico";1;"2017";32010
2017-01-01;"VW - VolksWagen";"up! take 1.0 Total Flex 12V 5p";"automatico";1;"2016";30895
2017-01-01;"VW - VolksWagen";"up! track 1.0 Total Flex 12V 5p";"automatico";1;"0 km";42373
2017-01-01;"VW - VolksWagen";"up! track 1.0 Total Flex 12V 5p";"automatico";1;"2017";37202
2016-12-01;"Citroën";"C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec";"manual";1,5;"0 km";49403
2016-12-01;"Citroën";"C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec";"manual";1,5;"2017";44701
2016-12-01;"Citroën";"C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec";"manual";1,5;"2016";41260
2016-12-01;"Citroën";"C3 Attraction Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"0 km";51081
2016-12-01;"Citroën";"C3 Attraction Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"2017";44861
2016-12-01;"Citroën";"C3 Attraction Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"2016";42538
2016-12-01;"Citroën";"C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.";"automatico";1,6;"0 km";63687
2016-12-01;"Citroën";"C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.";"automatico";1,6;"2017";53527
2016-12-01;"Citroën";"C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.";"automatico";1,6;"2016";50969
2016-12-01;"Citroën";"C3 Excl. 1.6 VTi Flex Start 16V 5p Mec.";"manual";1,6;"0 km";55384
2016-12-01;"Citroën";"C3 Exclusive 1.5 Flex 8V 5p Mec.";"manual";1,5;"0 km";53625
2016-12-01;"Citroën";"C3 Exclusive 1.5 Flex 8V 5p Mec.";"manual";1,5;"2016";46763
2016-12-01;"Citroën";"C3 Origine 1.5 Flex 8V 5p Mec.";"manual";1,5;"0 km";44785
2016-12-01;"Citroën";"C3 Origine 1.5 Flex 8V 5p Mec.";"manual";1,5;"2017";38779
2016-12-01;"Citroën";"C3 Origine 1.5 Flex 8V 5p Mec.";"manual";1,5;"2016";37457
2016-12-01;"Citroën";"C3 Origine Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"0 km";46455
2016-12-01;"Citroën";"C3 Origine Pure Tech 1.2 Flex 12V Mec";"manual";1,2;"2017";40614
2016-12-01;"Citroën";"C3 Picasso Excl. 1.6 Flex 16V 5p Aut.";"automatico";1,6;"0 km";63796
2016-12-01;"Citroën";"C3 Picasso Exclusive 1.6 Flex 16V 5p Mec";"manual";1,6;"0 km";58058
2016-12-01;"Citroën";"C3 Picasso Origine 1.5 Flex 8V Mec.";"manual";1,5;"0 km";47811
2016-12-01;"Citroën";"C3 Picasso Tendance 1.5 Flex 8V 5p Mec.";"manual";1,5;"0 km";51759
2016-12-01;"Citroën";"C3 Picasso Tendance 1.6 Flex 16V 5p Aut.";"automatico";1,6;"0 km";57028
2016-12-01;"Citroën";"C3 Style Ed. Pure Tech 1.2 Flex 12V Mec.";"manual";1,2;"0 km";52852
2016-12-01;"Citroën";"C3 Style Ed. Pure Tech 1.2 Flex 12V Mec.";"manual";1,2;"2017";46514
2016-12-01;"Citroën";"C3 Style Edition 1.6 Flex 16V Aut.";"automatico";1,6;"0 km";61373
2016-12-01;"Citroën";"C3 Style Edition 1.6 Flex 16V Aut.";"automatico";1,6;"2017";54098
2016-12-01;"Citroën";"C3 Tendance 1.5 Flex 8V 5p Mec.";"manual";1,5;"0 km";52110
2016-12-01;"Citroën";"C3 Tendance 1.5 Flex 8V 5p Mec.";"manual";1,5;"2017";46055
2016-12-01;"Citroën";"C3 Tendance 1.5 Flex 8V 5p Mec.";"manual";1,5;"2016";44240
2016-12-01;"Citroën";"C3 Tendance 1.6 VTi Flex Start 16V Aut.";"automatico";1,6;"0 km";57828
2016-12-01;"Citroën";"C3 Tendance 1.6 VTi Flex Start 16V Aut.";"automatico";1,6;"2017";50565
2016-12-01;"Citroën";"C3 Tendance 1.6 VTi Flex Start 16V Aut.";"automatico";1,6;"2016";46270
2016-12-01;"Citroën";"C3 Tendance Pure Tech 1.2 Flex 12V Mec.";"manual";1,2;"0 km";54188
2016-12-01;"Citroën";"C3 Tendance Pure Tech 1.2 Flex 12V Mec.";"manual";1,2;"2017";48578
2016-12-01;"Citroën";"C3 Tendance Pure Tech 1.2 Flex 12V Mec.";"manual";1,2;"2016";45358
2016-12-01;"Fiat";"MOBI EASY 1.0 Fire Flex 5p.";"automatico";1;"0 km";31647
2016-12-01;"Fiat";"MOBI EASY 1.0 Fire Flex 5p.";"automatico";1;"2017";29255
2016-12-01;"Fiat";"MOBI EASY on 1.0 Fire Flex 5p.";"automatico";1;"0 km";34610
2016-12-01;"Fiat";"MOBI EASY on 1.0 Fire Flex 5p.";"automatico";1;"2017";31180
2016-12-01;"Fiat";"MOBI LIKE 1.0 Fire Flex 5p.";"automatico";1;"0 km";37614
2016-12-01;"Fiat";"MOBI LIKE 1.0 Fire Flex 5p.";"automatico";1;"2017";34381
2016-12-01;"Fiat";"MOBI LIKE ON 1.0 Fire Flex 5p.";"automatico";1;"0 km";41348
2016-12-01;"Fiat";"MOBI LIKE ON 1.0 Fire Flex 5p.";"automatico";1;"2017";35524
2016-12-01;"Fiat";"MOBI WAY 1.0 Fire Flex 5p.";"automatico";1;"0 km";39109
2016-12-01;"Fiat";"MOBI WAY 1.0 Fire Flex 5p.";"automatico";1;"2017";35586
2016-12-01;"Fiat";"MOBI WAY on 1.0 Fire Flex 5p.";"automatico";1;"0 km";43695
2016-12-01;"Fiat";"MOBI WAY on 1.0 Fire Flex 5p.";"automatico";1;"2017";37768
2016-12-01;"Fiat";"Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p";"automatico";1;"0 km";28660
2016-12-01;"Fiat";"Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p";"automatico";1;"2016";24478
2016-12-01;"Fiat";"Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p";"automatico";1;"0 km";33410
2016-12-01;"Fiat";"Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p";"automatico";1;"2016";28510
2016-12-01;"Fiat";"Palio ATTRA. Best Seller 1.0 EVO Flex 5p";"automatico";1;"0 km";41430
2016-12-01;"Fiat";"Palio ATTRA. Best Seller 1.0 EVO Flex 5p";"automatico";1;"2016";35183
2016-12-01;"Fiat";"Palio ATTRA. Best Seller 1.4 EVO Flex 5p";"automatico";1,4;"0 km";42935
2016-12-01;"Fiat";"Palio ATTRA. Best Seller 1.4 EVO Flex 5p";"automatico";1,4;"2016";36721
2016-12-01;"Fiat";"Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p";"automatico";1,4;"0 km";44180
2016-12-01;"Fiat";"Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p";"automatico";1,4;"2017";39839
2016-12-01;"Fiat";"Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p";"automatico";1,4;"2016";38188
2016-12-01;"Fiat";"Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p";"automatico";1;"0 km";40625
2016-12-01;"Fiat";"Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p";"automatico";1;"2017";36201
2016-12-01;"Fiat";"Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p";"automatico";1;"2016";34973
2016-12-01;"Fiat";"Palio Celebration 1.0 Fire Flex 8V 2p";"automatico";1;"0 km";34073
2016-12-01;"Fiat";"Palio Celebration 1.0 Fire Flex 8V 2p";"automatico";1;"2016";27509
2016-12-01;"Fiat";"Palio Celebration 1.0 Fire Flex 8V 4p";"automatico";1;"0 km";35860
2016-12-01;"Fiat";"Palio Celebration 1.0 Fire Flex 8V 4p";"automatico";1;"2016";28841
2016-12-01;"Fiat";"Palio ESSENCE 1.6 Flex 16V 5p";"automatico";1,6;"0 km";48859
2016-12-01;"Fiat";"Palio ESSENCE 1.6 Flex 16V 5p";"automatico";1,6;"2017";44010
2016-12-01;"Fiat";"Palio ESSENCE 1.6 Flex 16V 5p";"automatico";1,6;"2016";40775
2016-12-01;"Fiat";"Palio ESSENCE Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"0 km";52120
2016-12-01;"Fiat";"Palio ESSENCE Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2017";44772
2016-12-01;"Fiat";"Palio ESSENCE Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2016";40801
2016-12-01;"Fiat";"Palio SPORTING 1.6 Flex 16V 5p";"automatico";1,6;"0 km";52390
2016-12-01;"Fiat";"Palio SPORTING 1.6 Flex 16V 5p";"automatico";1,6;"2017";47343
2016-12-01;"Fiat";"Palio SPORTING 1.6 Flex 16V 5p";"automatico";1,6;"2016";45029
2016-12-01;"Fiat";"Palio SPORTING B.Edit. 1.6 Flex 16V 5p";"automatico";1,6;"0 km";54888
2016-12-01;"Fiat";"Palio SPORTING B.Edit. 1.6 Flex 16V 5p";"automatico";1,6;"2016";48150
2016-12-01;"Fiat";"Palio SPORTING Dual. B.Edit. 1.6 Flex 5p";"automatico";1,6;"0 km";59452
2016-12-01;"Fiat";"Palio SPORTING Dual. B.Edit. 1.6 Flex 5p";"automatico";1,6;"2016";52274
2016-12-01;"Fiat";"Palio SPORTING Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"0 km";55140
2016-12-01;"Fiat";"Palio SPORTING Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2017";48077
2016-12-01;"Fiat";"Palio SPORTING Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2016";44684
2016-12-01;"Fiat";"Palio Way 1.0 Fire Flex 8V 5p";"automatico";1;"0 km";33480
2016-12-01;"Fiat";"Palio Way 1.0 Fire Flex 8V 5p";"automatico";1;"2016";30140
2016-12-01;"Fiat";"Palio Way Celebration 1.0 F. Flex 8V 5p";"automatico";1;"0 km";36958
2016-12-01;"Fiat";"Palio Way Celebration 1.0 F. Flex 8V 5p";"automatico";1;"2016";30912
2016-12-01;"Fiat";"Palio Week. Adv. Dualogic 1.8 Flex";"automatico";1,8;"0 km";66450
2016-12-01;"Fiat";"Palio Week. Adv. Dualogic 1.8 Flex";"automatico";1,8;"2016";56477
2016-12-01;"Fiat";"Palio Week. Adv/Adv TRYON 1.8 mpi Flex";"automatico";1,8;"0 km";65280
2016-12-01;"Fiat";"Palio Week. Adv/Adv TRYON 1.8 mpi Flex";"automatico";1,8;"2017";56973
2016-12-01;"Fiat";"Palio Week. Adv/Adv TRYON 1.8 mpi Flex";"automatico";1,8;"2016";54201
2016-12-01;"Fiat";"Palio Week. ATTRACTIVE 1.4 Fire Flex 8V";"automatico";1,4;"0 km";53210
2016-12-01;"Fiat";"Palio Week. ATTRACTIVE 1.4 Fire Flex 8V";"automatico";1,4;"2017";45478
