"ref";"marca";"modelo";"cambio";"motor";"ano";"valor"
2017-09-01;"Fiat";"Palio ESSENCE 1.6 Flex 16V 5p";"automatico";1,6;"0 km";50546
2017-09-01;"Fiat";"Palio ESSENCE 1.6 Flex 16V 5p";"automatico";1,6;"2017";43432
2017-09-01;"Fiat";"Palio ESSENCE 1.6 Flex 16V 5p";"automatico";1,6;"2016";40370
2017-09-01;"Fiat";"Palio ESSENCE Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"0 km";57120
2017-09-01;"Fiat";"Palio ESSENCE Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2017";45338
2017-09-01;"Fiat";"Palio ESSENCE Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2016";42328
2017-09-01;"Fiat";"Palio SPORTING 1.6 Flex 16V 5p";"automatico";1,6;"0 km";53527
2017-09-01;"Fiat";"Palio SPORTING 1.6 Flex 16V 5p";"automatico";1,6;"2017";45705
2017-09-01;"Fiat";"Palio SPORTING 1.6 Flex 16V 5p";"automatico";1,6;"2016";43364
2017-09-01;"Fiat";"Palio SPORTING B.Edit. 1.6 Flex 16V 5p";"automatico";1,6;"2016";47217
2017-09-01;"Fiat";"Palio SPORTING Dual. B.Edit. 1.6 Flex 5p";"automatico";1,6;"2016";50271
2017-09-01;"Fiat";"Palio SPORTING Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"0 km";58093
2017-09-01;"Fiat";"Palio SPORTING Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2017";46759
2017-09-01;"Fiat";"Palio SPORTING Dualogic 1.6 Flex 16V 5p";"automatico";1,6;"2016";44188
2017-09-01;"Fiat";"Palio Way 1.0 Fire Flex 8V 5p";"automatico";1;"2016";30937
2017-09-01;"Fiat";"Palio Way Celebration 1.0 F. Flex 8V 5p";"automatico";1;"2016";30381
2017-09-01;"Fiat";"Palio Week. Adv. Dualogic 1.8 Flex";"automatico";1,8;"0 km";77854
2017-09-01;"Fiat";"Palio Week. Adv. Dualogic 1.8 Flex";"automatico";1,8;"2017";58941
2017-09-01;"Fiat";"Palio Week. Adv. Dualogic 1.8 Flex";"automatico";1,8;"2016";52755
2017-09-01;"Fiat";"Palio Week. Adv/Adv TRYON 1.8 mpi Flex";"automatico";1,8;"0 km";73230
2017-09-01;"Fiat";"Palio Week. Adv/Adv TRYON 1.8 mpi Flex";"automatico";1,8;"2017";57288
2017-09-01;"Fiat";"Palio Week. Adv/Adv TRYON 1.8 mpi Flex";"automatico";1,8;"2016";51774
2017-09-01;"Fiat";"Palio Week. ATTRACTIVE 1.4 Fire Flex 8V";"automatico";1,4;"0 km";57695
2017-09-01;"Fiat";"Palio Week. ATTRACTIVE 1.4 Fire Flex 8V";"automatico";1,4;"2017";44551
2017-09-01;"Fiat";"Palio Week. ATTRACTIVE 1.4 Fire Flex 8V";"automatico";1,4;"2016";39113
2017-09-01;"Fiat";"Palio Week.Adv.LOCK.Dualogic 1.8 Flex";"automatico";1,8;"0 km";79854
2017-09-01;"Fiat";"Palio Week.Adv.LOCK.Dualogic 1.8 Flex";"automatico";1,8;"2017";59960
2017-09-01;"Fiat";"Palio Week.Adv.LOCK.Dualogic 1.8 Flex";"automatico";1,8;"2016";55618
2017-09-01;"Fiat";"Palio Weekend Adv. Ext. 1.8 Dual. Flex";"automatico";1,8;"2016";58435
2017-09-01;"Fiat";"Palio Weekend Adv. Ext. 1.8 Flex";"automatico";1,8;"2016";54950
2017-09-01;"Fiat";"Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex";"automatico";1,8;"2016";59297
2017-09-01;"Fiat";"Palio Weekend Adv. LOCKER Ext. 1.8 Flex";"automatico";1,8;"2016";56210
2017-09-01;"Fiat";"Palio Weekend Adventure LOCKER 1.8 Flex";"automatico";1,8;"0 km";75989
2017-09-01;"Fiat";"Palio Weekend Adventure LOCKER 1.8 Flex";"automatico";1,8;"2017";56452
2017-09-01;"Fiat";"Palio Weekend Adventure LOCKER 1.8 Flex";"automatico";1,8;"2016";52098
2017-09-01;"Fiat";"Palio Weekend Trekking 1.6 Flex 16V 5p";"automatico";1,6;"2016";45364
2017-09-01;"Fiat";"UNO ATTRACTIVE 1.0 EVO Fire Flex 8V 5p";"automatico";1;"2016";31711
2017-09-01;"Fiat";"UNO ATTRACTIVE 1.0 Flex 6V 5p";"automatico";1;"0 km";42680
2017-09-01;"Fiat";"UNO ATTRACTIVE 1.0 Flex 6V 5p";"automatico";1;"2017";38057
2017-09-01;"Fiat";"UNO DRIVE 1.0 Flex 6V 5p";"automatico";1;"0 km";40730
2017-09-01;"Fiat";"UNO DRIVE 1.0 Flex 6V 5p";"automatico";1;"2018";36315
2017-09-01;"Fiat";"UNO EVOLUTION 1.4 Fire Flex 8V 5p";"automatico";1,4;"2016";38455
2017-09-01;"Fiat";"UNO Furgão 1.0 Fire Flex 8V 3p";"automatico";1;"2016";31541
2017-09-01;"Fiat";"UNO SPORT. Dual. 1.4 B.Edit. Flex 8V 5p";"automatico";1,4;"2016";44748
2017-09-01;"Fiat";"UNO SPORTING 1.3 Flex 8V 5p";"automatico";1,3;"0 km";50979
2017-09-01;"Fiat";"UNO SPORTING 1.3 Flex 8V 5p";"automatico";1,3;"2018";46114
2017-09-01;"Fiat";"UNO SPORTING 1.3 Flex 8V 5p";"automatico";1,3;"2017";44552
2017-09-01;"Fiat";"UNO SPORTING 1.4 B.Edit. Flex 8V 5p";"automatico";1,4;"2016";41631
2017-09-01;"Fiat";"UNO SPORTING 1.4 EVO Fire Flex 8V 4p";"automatico";1,4;"2016";39877
2017-09-01;"Fiat";"UNO SPORTING Dual./GSR 1.3 Flex 8V 5p";"automatico";1,3;"0 km";54799
2017-09-01;"Fiat";"UNO SPORTING Dual./GSR 1.3 Flex 8V 5p";"automatico";1,3;"2018";49584
2017-09-01;"Fiat";"UNO SPORTING Dual./GSR 1.3 Flex 8V 5p";"automatico";1,3;"2017";47617
2017-09-01;"Fiat";"UNO SPORTING Dualogic 1.4 EVO Flex 8V 4p";"automatico";1,4;"2016";41745
2017-09-01;"Fiat";"UNO VIVACE 1.0 EVO Fire Flex 8V 3p";"automatico";1;"2016";26275
2017-09-01;"Fiat";"UNO VIVACE Celeb. 1.0 EVO F. Flex 8V 3p";"automatico";1;"2016";28089
2017-09-01;"Fiat";"UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p";"automatico";1;"2016";29210
2017-09-01;"Fiat";"UNO VIVACE/RUA 1.0 EVO Fire Flex 8V 5p";"automatico";1;"2016";27687
2017-09-01;"Fiat";"UNO WAY 1.0 EVO Fire Flex 8V 5p";"automatico";1;"2016";33029
2017-09-01;"Fiat";"UNO WAY 1.0 Flex 6V 5p";"automatico";1;"0 km";43622
2017-09-01;"Fiat";"UNO WAY 1.0 Flex 6V 5p";"automatico";1;"2018";39151
2017-09-01;"Fiat";"UNO WAY 1.0 Flex 6V 5p";"automatico";1;"2017";37819
2017-09-01;"Fiat";"UNO WAY 1.3 Flex 8V 5p";"automatico";1,3;"0 km";48573
2017-09-01;"Fiat";"UNO WAY 1.3 Flex 8V 5p";"automatico";1,3;"2018";43915
2017-09-01;"Fiat";"UNO WAY 1.3 Flex 8V 5p";"automatico";1,3;"2017";42411
2017-09-01;"Fiat";"UNO WAY 1.4 EVO Dualogic Flex 8V 5p";"automatico";1,4;"2016";39553
2017-09-01;"Fiat";"UNO WAY 1.4 EVO Fire Flex 8V 5p";"automatico";1,4;"2016";36498
2017-09-01;"Fiat";"UNO WAY Dual./GSR 1.3 Flex 8V 5p";"automatico";1,3;"0 km";53203
2017-09-01;"Fiat";"UNO WAY Dual./GSR 1.3 Flex 8V 5p";"automatico";1,3;"2018";47836
2017-09-01;"Fiat";"UNO WAY Dual./GSR 1.3 Flex 8V 5p";"automatico";1,3;"2017";46238
2017-09-01;"Fiat";"UNO WAY RIO 450 1.0 EVO Flex 8V 5p";"automatico";1;"2016";30236
2017-09-01;"Ford";"Ka 1.0 SEL TiVCT Flex 5p";"automatico";1;"0 km";48234
2017-09-01;"Ford";"Ka 1.0 SEL TiVCT Flex 5p";"automatico";1;"2018";42440
2017-09-01;"Ford";"Ka 1.0 SEL TiVCT Flex 5p";"automatico";1;"2017";40120
2017-09-01;"Ford";"Ka 1.0 SEL TiVCT Flex 5p";"automatico";1;"2016";36965
2017-09-01;"Ford";"Ka 1.0 TiVCT Flex 5p";"automatico";1;"0 km";42134
2017-09-01;"Ford";"Ka 1.0 TiVCT Flex 5p";"automatico";1;"2018";37280
2017-09-01;"Ford";"Ka 1.0 TiVCT Flex 5p";"automatico";1;"2017";35578
2017-09-01;"Ford";"Ka 1.0 TiVCT Flex 5p";"automatico";1;"2016";33988
2017-09-01;"Ford";"Ka 1.5 16V Flex 5p";"automatico";1,5;"0 km";46702
2017-09-01;"Ford";"Ka 1.5 16V Flex 5p";"automatico";1,5;"2018";42364
2017-09-01;"Ford";"Ka 1.5 16V Flex 5p";"automatico";1,5;"2017";39854
2017-09-01;"Ford";"Ka 1.5 16V Flex 5p";"automatico";1,5;"2016";36754
2017-09-01;"Ford";"Ka SEL 1.5 16V Flex 5p";"automatico";1,5;"0 km";52580
2017-09-01;"Ford";"Ka SEL 1.5 16V Flex 5p";"automatico";1,5;"2018";45815
2017-09-01;"Ford";"Ka SEL 1.5 16V Flex 5p";"automatico";1,5;"2017";43988
2017-09-01;"Ford";"Ka SEL 1.5 16V Flex 5p";"automatico";1,5;"2016";40431
2017-09-01;"Ford";"Ka TRAIL 1.5 16V Flex Mec. 5p";"manual";1,5;"0 km";50850
2017-09-01;"Ford";"Ka TRAIL 1.5 16V Flex Mec. 5p";"manual";1,5;"2018";44569
2017-09-01;"Ford";"Ka TRAIL 1.5 16V Flex Mec. 5p";"manual";1,5;"2017";42513
2017-09-01;"GM - Chevrolet";"ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.";"automatico";1,4;"0 km";63972
2017-09-01;"GM - Chevrolet";"ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.";"automatico";1,4;"2018";58289
2017-09-01;"GM - Chevrolet";"ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.";"automatico";1,4;"2017";56549
2017-09-01;"GM - Chevrolet";"ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.";"manual";1,4;"0 km";59208
2017-09-01;"GM - Chevrolet";"ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.";"manual";1,4;"2018";54822
2017-09-01;"GM - Chevrolet";"ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.";"manual";1,4;"2017";53151
2017-09-01;"GM - Chevrolet";"ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.";"manual";1,4;"0 km";53065
2017-09-01;"GM - Chevrolet";"ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.";"manual";1,4;"2018";48311
2017-09-01;"GM - Chevrolet";"ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.";"manual";1,4;"2017";46130
2017-09-01;"GM - Chevrolet";"ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.";"manual";1,4;"2016";44678
2017-09-01;"GM - Chevrolet";"ONIX HATCH Joy 1.0 8V Flex 5p Mec.";"manual";1;"0 km";41078
2017-09-01;"GM - Chevrolet";"ONIX HATCH Joy 1.0 8V Flex 5p Mec.";"manual";1;"2018";37455
2017-09-01;"GM - Chevrolet";"ONIX HATCH Joy 1.0 8V Flex 5p Mec.";"manual";1;"2017";36012
2017-09-01;"GM - Chevrolet";"ONIX HATCH LS 1.0 8V FlexPower 5p Mec.";"manual";1;"2016";34933
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.0 8V FlexPower 5p Mec.";"manual";1;"0 km";45427
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.0 8V FlexPower 5p Mec.";"manual";1;"2018";41400
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.0 8V FlexPower 5p Mec.";"manual";1;"2017";40151
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.0 8V FlexPower 5p Mec.";"manual";1;"2016";35811
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.4 8V FlexPower 5p Aut.";"automatico";1,4;"0 km";54818
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.4 8V FlexPower 5p Aut.";"automatico";1,4;"2018";50078
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.4 8V FlexPower 5p Aut.";"automatico";1,4;"2017";48121
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.4 8V FlexPower 5p Aut.";"automatico";1,4;"2016";44065
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.4 8V FlexPower 5p Mec.";"manual";1,4;"0 km";49947
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.4 8V FlexPower 5p Mec.";"manual";1,4;"2018";45467
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.4 8V FlexPower 5p Mec.";"manual";1,4;"2017";43885
2017-09-01;"GM - Chevrolet";"ONIX HATCH LT 1.4 8V FlexPower 5p Mec.";"manual";1,4;"2016";39304
2017-09-01;"GM - Chevrolet";"ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.";"automatico";1,4;"0 km";60216
2017-09-01;"GM - Chevrolet";"ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.";"automatico";1,4;"2018";55298
2017-09-01;"GM - Chevrolet";"ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.";"automatico";1,4;"2017";53577
2017-09-01;"GM - Chevrolet";"ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.";"automatico";1,4;"2016";48216
2017-09-01;"GM - Chevrolet";"ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.";"manual";1,4;"0 km";54824
2017-09-01;"GM - Chevrolet";"ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.";"manual";1,4;"2018";50484
2017-09-01;"GM - Chevrolet";"ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.";"manual";1,4;"2017";48450
2017-09-01;"GM - Chevrolet";"ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.";"manual";1,4;"2016";44253
2017-09-01;"Honda";"Fit DX 1.5 Flexone 16V 5p Aut.";"automatico";1,5;"0 km";62880
2017-09-01;"Honda";"Fit DX 1.5 Flexone 16V 5p Aut.";"automatico";1,5;"2017";56981
2017-09-01;"Honda";"Fit DX 1.5 Flexone 16V 5p Aut.";"automatico";1,5;"2016";54643
2017-09-01;"Honda";"Fit DX 1.5 Flexone 16V 5p Mec.";"manual";1,5;"0 km";57766
2017-09-01;"Honda";"Fit DX 1.5 Flexone 16V 5p Mec.";"manual";1,5;"2017";52092
2017-09-01;"Honda";"Fit DX 1.5 Flexone 16V 5p Mec.";"manual";1,5;"2016";48588
2017-09-01;"Honda";"Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.";"automatico";1,5;"0 km";72830
2017-09-01;"Honda";"Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.";"automatico";1,5;"2017";66305
2017-09-01;"Honda";"Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.";"automatico";1,5;"2016";61141
2017-09-01;"Honda";"Fit EXL 1.5 Flex/Flexone 16V 5p Aut";"automatico";1,5;"0 km";77490
2017-09-01;"Honda";"Fit EXL 1.5 Flex/Flexone 16V 5p Aut";"automatico";1,5;"2017";70325
2017-09-01;"Honda";"Fit EXL 1.5 Flex/Flexone 16V 5p Aut";"automatico";1,5;"2016";65189
2017-09-01;"Honda";"Fit LX 1.5 Flexone 16V 5p Aut.";"automatico";1,5;"0 km";67090
2017-09-01;"Honda";"Fit LX 1.5 Flexone 16V 5p Aut.";"automatico";1,5;"2017";61455
2017-09-01;"Honda";"Fit LX 1.5 Flexone 16V 5p Aut.";"automatico";1,5;"2016";57720
2017-09-01;"Honda";"Fit LX 1.5 Flexone 16V 5p Mec.";"manual";1,5;"0 km";62100
2017-09-01;"Honda";"Fit LX 1.5 Flexone 16V 5p Mec.";"manual";1,5;"2017";56410
2017-09-01;"Honda";"Fit LX 1.5 Flexone 16V 5p Mec.";"manual";1,5;"2016";52346
2017-09-01;"Hyundai";"HB20 5 Anos 1.0 Flex 12V Mec.";"manual";1;"0 km";49472
2017-09-01;"Hyundai";"HB20 5 Anos 1.0 Flex 12V Mec.";"manual";1;"2018";44535
2017-09-01;"Hyundai";"HB20 5 Anos 1.6 Flex 16V Aut.";"automatico";1,6;"0 km";60490
2017-09-01;"Hyundai";"HB20 5 Anos 1.6 Flex 16V Aut.";"automatico";1,6;"2018";54991
2017-09-01;"Hyundai";"HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.";"manual";1,6;"0 km";52368
2017-09-01;"Hyundai";"HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.";"manual";1,6;"2018";46771
2017-09-01;"Hyundai";"HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.";"manual";1,6;"2017";44942
2017-09-01;"Hyundai";"HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.";"manual";1,6;"2016";42242
2017-09-01;"Hyundai";"HB20 C.Style/C.Plus 1.6 Flex 16V Aut.";"automatico";1,6;"0 km";57937
2017-09-01;"Hyundai";"HB20 C.Style/C.Plus 1.6 Flex 16V Aut.";"automatico";1,6;"2018";52154
2017-09-01;"Hyundai";"HB20 C.Style/C.Plus 1.6 Flex 16V Aut.";"automatico";1,6;"2017";49682
2017-09-01;"Hyundai";"HB20 C.Style/C.Plus 1.6 Flex 16V Aut.";"automatico";1,6;"2016";48106
2017-09-01;"Hyundai";"HB20 Comf./C.Plus/C.Style 1.0 Flex 12V";"automatico";1;"0 km";45394
2017-09-01;"Hyundai";"HB20 Comf./C.Plus/C.Style 1.0 Flex 12V";"automatico";1;"2018";41457
2017-09-01;"Hyundai";"HB20 Comf./C.Plus/C.Style 1.0 Flex 12V";"automatico";1;"2017";39930
2017-09-01;"Hyundai";"HB20 Comf./C.Plus/C.Style 1.0 Flex 12V";"automatico";1;"2016";37954
2017-09-01;"Hyundai";"HB20 Comfort Plus 1.0 TB Flex 12V Mec.";"manual";1;"0 km";50562
2017-09-01;"Hyundai";"HB20 Comfort Plus 1.0 TB Flex 12V Mec.";"manual";1;"2018";45040
2017-09-01;"Hyundai";"HB20 Comfort Plus 1.0 TB Flex 12V Mec.";"manual";1;"2017";41016
2017-09-01;"Hyundai";"HB20 Comfort Style 1.0 TB Flex 12V Mec.";"manual";1;"0 km";52710
2017-09-01;"Hyundai";"HB20 Comfort Style 1.0 TB Flex 12V Mec.";"manual";1;"2017";45396
2017-09-01;"Hyundai";"HB20 Comfort Style 1.0 TB Flex 12V Mec.";"manual";1;"2016";42033
2017-09-01;"Hyundai";"HB20 Ocean 1.0 Flex 12V 5p Mec.";"manual";1;"2017";44428
2017-09-01;"Hyundai";"HB20 Ocean 1.6 Flex 16V 5p Aut.";"automatico";1,6;"2017";55094
2017-09-01;"Hyundai";"HB20 Ocean 1.6 Flex 16V 5p Mec.";"manual";1,6;"2017";50628
2017-09-01;"Hyundai";"HB20 Premium 1.6 Flex 16V Aut.";"automatico";1,6;"0 km";65997
2017-09-01;"Hyundai";"HB20 Premium 1.6 Flex 16V Aut.";"automatico";1,6;"2018";59625
2017-09-01;"Hyundai";"HB20 Premium 1.6 Flex 16V Aut.";"automatico";1,6;"2017";57564
2017-09-01;"Hyundai";"HB20 Premium 1.6 Flex 16V Aut.";"automatico";1,6;"2016";54837
2017-09-01;"Hyundai";"HB20 R spec 1.6 Flex 16V Aut.";"automatico";1,6;"0 km";61705
2017-09-01;"Hyundai";"HB20 R spec 1.6 Flex 16V Aut.";"automatico";1,6;"2018";56057
2017-09-01;"Hyundai";"HB20 R spec 1.6 Flex 16V Aut.";"automatico";1,6;"2017";53822
2017-09-01;"Hyundai";"HB20 R spec 1.6 Flex 16V Aut.";"automatico";1,6;"2016";51841
2017-09-01;"Hyundai";"HB20 R spec 1.6 Flex 16V Mec.";"manual";1,6;"2017";51148
2017-09-01;"Hyundai";"HB20 R spec 1.6 Flex 16V Mec.";"manual";1,6;"2016";48778
2017-09-01;"Kia Motors";"Picanto EX 1.1/1.0/ 1.0 Flex Aut.";"automatico";1,1;"0 km";51255
2017-09-01;"Kia Motors";"Picanto EX 1.1/1.0/ 1.0 Flex Aut.";"automatico";1,1;"2017";47235
2017-09-01;"Kia Motors";"Picanto EX 1.1/1.0/ 1.0 Flex Aut.";"automatico";1,1;"2016";43998
2017-09-01;"Kia Motors";"Picanto EX 1.1/1.0/ 1.0 Flex Mec.";"manual";1,1;"0 km";40741
2017-09-01;"Kia Motors";"Picanto EX 1.1/1.0/ 1.0 Flex Mec.";"manual";1,1;"2017";37986
2017-09-01;"Kia Motors";"Picanto EX 1.1/1.0/ 1.0 Flex Mec.";"manual";1,1;"2016";36128
2017-09-01;"Nissan";"MARCH 1.0 12V Flex 5p";"automatico";1;"2016";31506
2017-09-01;"Nissan";"MARCH 1.0 12V FlexStart 5p";"automatico";1;"0 km";39610
2017-09-01;"Nissan";"MARCH 1.0 12V FlexStart 5p";"automatico";1;"2017";32943
2017-09-01;"Nissan";"MARCH Rio2016 1.6 Flex Fuel 5p";"automatico";1,6;"0 km";52850
2017-09-01;"Nissan";"MARCH Rio2016 1.6 Flex Fuel 5p";"automatico";1,6;"2016";46658
2017-09-01;"Nissan";"MARCH S 1.0 12V Flex 5p";"automatico";1;"0 km";41910
2017-09-01;"Nissan";"MARCH S 1.0 12V Flex 5p";"automatico";1;"2018";37189
2017-09-01;"Nissan";"MARCH S 1.0 12V Flex 5p";"automatico";1;"2017";35680
2017-09-01;"Nissan";"MARCH S 1.0 12V Flex 5p";"automatico";1;"2016";31933
2017-09-01;"Nissan";"MARCH S 1.6 16V Flex Fuel 5p";"automatico";1,6;"2016";34413
2017-09-01;"Nissan";"MARCH S 1.6 16V FlexStart 5p";"automatico";1,6;"0 km";46826
2017-09-01;"Nissan";"MARCH S 1.6 16V FlexStart 5p";"automatico";1,6;"2017";40250
2017-09-01;"Nissan";"MARCH SL 1.6 16V Flex Fuel 5p";"automatico";1,6;"2016";40216
2017-09-01;"Nissan";"MARCH SL 1.6 16V FlexStart 5p Aut.";"automatico";1,6;"0 km";60960
2017-09-01;"Nissan";"MARCH SL 1.6 16V FlexStart 5p Aut.";"automatico";1,6;"2018";54810
2017-09-01;"Nissan";"MARCH SL 1.6 16V FlexStart 5p Aut.";"automatico";1,6;"2017";49212
2017-09-01;"Nissan";"MARCH SL 1.6 16V FlexStart 5p Mec.";"manual";1,6;"0 km";54622
2017-09-01;"Nissan";"MARCH SL 1.6 16V FlexStart 5p Mec.";"manual";1,6;"2017";46113
2017-09-01;"Nissan";"MARCH SV 1.0 12V Flex 5p";"automatico";1;"0 km";45532
2017-09-01;"Nissan";"MARCH SV 1.0 12V Flex 5p";"automatico";1;"2018";40755
2017-09-01;"Nissan";"MARCH SV 1.0 12V Flex 5p";"automatico";1;"2017";38728
2017-09-01;"Nissan";"MARCH SV 1.0 12V Flex 5p";"automatico";1;"2016";33519
2017-09-01;"Nissan";"MARCH SV 1.6 16V Flex Fuel";"automatico";1,6;"2016";37082
2017-09-01;"Nissan";"MARCH SV 1.6 16V FlexStart 5p Aut.";"automatico";1,6;"0 km";55693
2017-09-01;"Nissan";"MARCH SV 1.6 16V FlexStart 5p Aut.";"automatico";1,6;"2018";50330
2017-09-01;"Nissan";"MARCH SV 1.6 16V FlexStart 5p Aut.";"automatico";1,6;"2017";47014
2017-09-01;"Nissan";"MARCH SV 1.6 16V FlexStart 5p Mec.";"manual";1,6;"0 km";50966
2017-09-01;"Nissan";"MARCH SV 1.6 16V FlexStart 5p Mec.";"manual";1,6;"2018";45997
2017-09-01;"Nissan";"MARCH SV 1.6 16V FlexStart 5p Mec.";"manual";1,6;"2017";42940
2017-09-01;"Renault";"KWID Intense 1.0 Flex 12V 5p Mec.";"manual";1;"0 km";39757
2017-09-01;"Renault";"KWID Intense 1.0 Flex 12V 5p Mec.";"manual";1;"2018";36169
2017-09-01;"Renault";"KWID Life 1.0 Flex 12V 5p Mec.";"manual";1;"0 km";29882
2017-09-01;"Renault";"KWID Life 1.0 Flex 12V 5p Mec.";"manual";1;"2018";26925
2017-09-01;"Renault";"KWID Zen 1.0 Flex 12V 5p Mec.";"manual";1;"0 km";34735
2017-09-01;"Renault";"KWID Zen 1.0 Flex 12V 5p Mec.";"manual";1;"2018";31563
2017-09-01;"Renault";"SANDERO Auth. Plus Hi-Power 1.0 16V 5p";"automatico";1;"2016";31383
2017-09-01;"Renault";"SANDERO Authentique Flex 1.0 12V 5p";"automatico";1;"0 km";42900
2017-09-01;"Renault";"SANDERO Authentique Flex 1.0 12V 5p";"automatico";1;"2018";38532
2017-09-01;"Renault";"SANDERO Authentique Flex 1.0 12V 5p";"automatico";1;"2017";36813
2017-09-01;"Renault";"SANDERO Authentique Hi-Power 1.0 16V 5p";"automatico";1;"0 km";39857
2017-09-01;"Renault";"SANDERO Authentique Hi-Power 1.0 16V 5p";"automatico";1;"2017";34996
2017-09-01;"Renault";"SANDERO Authentique Hi-Power 1.0 16V 5p";"automatico";1;"2016";31700
2017-09-01;"Renault";"SANDERO Dyna. EasyR Hi-Flex 1.6 8V";"automatico";1,6;"0 km";53347
2017-09-01;"Renault";"SANDERO Dyna. EasyR Hi-Flex 1.6 8V";"automatico";1,6;"2017";45550
2017-09-01;"Renault";"SANDERO Dyna. EasyR Hi-Flex 1.6 8V";"automatico";1,6;"2016";43494
2017-09-01;"Renault";"SANDERO Dynamique Easy R Flex 1.6 16V 5p";"automatico";1,6;"0 km";58715
2017-09-01;"Renault";"SANDERO Dynamique Easy R Flex 1.6 16V 5p";"automatico";1,6;"2018";52496
2017-09-01;"Renault";"SANDERO Dynamique Easy R Flex 1.6 16V 5p";"automatico";1,6;"2017";49502
2017-09-01;"Renault";"SANDERO Dynamique Flex 1.6 16V 5p";"automatico";1,6;"0 km";54700
2017-09-01;"Renault";"SANDERO Dynamique Flex 1.6 16V 5p";"automatico";1,6;"2018";49114
2017-09-01;"Renault";"SANDERO Dynamique Flex 1.6 16V 5p";"automatico";1,6;"2017";46803
2017-09-01;"Renault";"SANDERO Dynamique Hi-Power 1.6 8V 5p";"automatico";1,6;"0 km";50888
2017-09-01;"Renault";"SANDERO Dynamique Hi-Power 1.6 8V 5p";"automatico";1,6;"2017";43854
2017-09-01;"Renault";"SANDERO Dynamique Hi-Power 1.6 8V 5p";"automatico";1,6;"2016";39021
2017-09-01;"Renault";"SANDERO Expres EasyR Hi-Flex 1.6 8V";"automatico";1,6;"0 km";49270
2017-09-01;"Renault";"SANDERO Expres EasyR Hi-Flex 1.6 8V";"automatico";1,6;"2017";43747
2017-09-01;"Renault";"SANDERO Expres EasyR Hi-Flex 1.6 8V";"automatico";1,6;"2016";36818
2017-09-01;"Renault";"SANDERO Expres. EasyR Flex 1.6 16V 5p";"automatico";1,6;"0 km";54916
2017-09-01;"Renault";"SANDERO Expres. EasyR Flex 1.6 16V 5p";"automatico";1,6;"2018";49451
2017-09-01;"Renault";"SANDERO Expres. EasyR Flex 1.6 16V 5p";"automatico";1,6;"2017";45282
2017-09-01;"Renault";"SANDERO Expres. P.Avant. Hi.P. 1.6 8V 5p";"automatico";1,6;"0 km";47909
2017-09-01;"Renault";"SANDERO Expres. P.Avant. Hi.P. 1.6 8V 5p";"automatico";1,6;"2017";41686
2017-09-01;"Renault";"SANDERO Expression Flex 1.0 12V 5p";"automatico";1;"0 km";46050
2017-09-01;"Renault";"SANDERO Expression Flex 1.0 12V 5p";"automatico";1;"2018";41152
2017-09-01;"Renault";"SANDERO Expression Flex 1.0 12V 5p";"automatico";1;"2017";37849
