N_tume;I_meses;Esp;Parc_m2;N_arv;DAP_cm;H_m;Cod;Cod2
55;24;E_botryoides;600;1;4,1;6,5;;
55;24;E_botryoides;600;2;9,7;8;;
55;24;E_botryoides;600;3;;;5;
55;24;E_botryoides;600;4;7,6;7,5;2;
55;24;E_botryoides;600;5;3,8;5;;
55;24;E_botryoides;600;6;;;1;
55;24;E_botryoides;600;7;12,6;9;6;
55;24;E_botryoides;600;8;;;1;
55;24;E_botryoides;600;9;7;8;;
55;24;E_botryoides;600;10;7,5;7,5;;
55;24;E_botryoides;600;11;;;1;
55;24;E_botryoides;600;12;;;1;
55;24;E_botryoides;600;13;6;5;;
55;24;E_botryoides;600;14;10,2;10;11;
55;24;E_botryoides;600;15;8,3;8,5;2;
55;24;E_botryoides;600;16;6;6,5;;
55;24;E_botryoides;600;17;8,4;7,5;;
55;24;E_botryoides;600;18;5,4;5,5;;
55;24;E_botryoides;600;19;8,3;7,5;;
55;24;E_botryoides;600;20;3,8;6;;
55;24;E_botryoides;600;21;10,2;11;;
55;24;E_botryoides;600;22;12,1;10,5;6;
55;24;E_botryoides;600;23;7,3;7,5;11;
55;24;E_botryoides;600;24;15,8;13;6;
55;24;E_botryoides;600;25;;;1;
55;24;E_botryoides;600;26;;;1;
55;24;E_botryoides;600;27;;1,5;9;
55;24;E_botryoides;600;28;10;10;;
55;24;E_botryoides;600;29;10,3;10,5;;
55;24;E_botryoides;600;30;11,8;11;;
55;24;E_botryoides;600;31;3;3;11;9
55;24;E_botryoides;600;32;2,5;3,5;9;
55;24;E_botryoides;600;33;10,7;9,5;;
55;24;E_botryoides;600;34;11,3;11;;
55;24;E_botryoides;600;35;10,5;10,5;;
55;24;E_botryoides;600;36;7;9;;
55;24;E_botryoides;600;37;4,3;5,5;11;
55;24;E_botryoides;600;38;11,9;9,5;;
55;24;E_botryoides;600;39;5,9;5,5;11;
55;24;E_botryoides;600;40;7;7;;
55;24;E_botryoides;600;41;3,8;4,5;;
55;24;E_botryoides;600;42;9,9;10;;
55;24;E_botryoides;600;43;5,3;5,5;;
55;24;E_botryoides;600;44;;;1;
55;24;E_botryoides;600;45;7,8;9,5;;
55;24;E_botryoides;600;46;8,4;8,5;11;
55;24;E_botryoides;600;47;;;1;
55;24;E_botryoides;600;48;9,1;8,5;;
55;24;E_botryoides;600;49;8;7;11;
55;24;E_botryoides;600;50;;;1;
55;24;E_botryoides;600;51;6,8;6,5;;
55;24;E_botryoides;600;52;6,8;7;;
55;24;E_botryoides;600;53;8;7,5;;
55;24;E_botryoides;600;54;;;1;
55;24;E_botryoides;600;55;8,6;7,5;11;
55;24;E_botryoides;600;56;7,3;7,5;11;
55;24;E_botryoides;600;57;12,7;12;6;
55;24;E_botryoides;600;58;4,5;6;;
55;24;E_botryoides;600;59;11,3;11,5;11;
55;24;E_botryoides;600;60;8,3;8,5;11;
55;24;E_botryoides;600;61;;;1;
55;24;E_botryoides;600;62;6,8;7,5;;
55;24;E_botryoides;600;63;6,5;7,5;;
55;24;E_botryoides;600;64;9,4;10;;
55;24;E_botryoides;600;65;7,5;7,5;11;
55;24;E_botryoides;600;66;9,4;6,5;11;
55;24;E_botryoides;600;67;9,9;9,5;;
55;24;E_botryoides;600;68;4,5;5,5;;
55;24;E_botryoides;600;69;5,3;6,5;;
55;24;E_botryoides;600;70;7,8;8,5;11;
55;24;E_botryoides;600;71;7;8,5;;
55;24;E_botryoides;600;72;5,3;6,5;;
55;24;E_botryoides;600;73;5,4;7;11;
55;24;E_botryoides;600;74;7,3;8;;
55;24;E_botryoides;600;75;;;1;
55;24;E_botryoides;600;76;12,3;10,5;6;
55;24;E_botryoides;600;77;9,2;9,5;;
55;24;E_botryoides;600;78;8,4;8,5;11;
55;24;E_botryoides;600;79;5,4;4,5;;
55;24;E_botryoides;600;80;12,9;12;6;
55;24;E_brassiana;600;1;3,2;3,5;2;
55;24;E_brassiana;600;2;5,6;5;;
55;24;E_brassiana;600;3;4,3;3,5;;
55;24;E_brassiana;600;4;11,1;;;
55;24;E_brassiana;600;5;3,8;4;2;
55;24;E_brassiana;600;6;6;5;;
55;24;E_brassiana;600;7;3,5;3,5;11;
55;24;E_brassiana;600;8;4,8;5;;
55;24;E_brassiana;600;9;;;1;
55;24;E_brassiana;600;10;6,5;;;
55;24;E_brassiana;600;11;4,1;3,5;;
55;24;E_brassiana;600;12;;;1;
55;24;E_brassiana;600;13;;;1;
55;24;E_brassiana;600;14;4,9;5;;
55;24;E_brassiana;600;15;6;4;;
55;24;E_brassiana;600;16;;;1;
55;24;E_brassiana;600;17;;;1;
55;24;E_brassiana;600;18;4,1;4;;
55;24;E_brassiana;600;19;;;1;
55;24;E_brassiana;600;20;6,2;6,5;;
55;24;E_brassiana;600;21;3,3;3;4;
55;24;E_brassiana;600;22;;;1;
55;24;E_brassiana;600;23;;;1;
55;24;E_brassiana;600;24;6,2;5;;
55;24;E_brassiana;600;25;3,2;3,5;;
55;24;E_brassiana;600;26;;;1;
55;24;E_brassiana;600;27;1,1;;;
55;24;E_brassiana;600;28;4,1;3,5;;
55;24;E_brassiana;600;29;4;4;;
55;24;E_brassiana;600;30;5,6;5,5;;
55;24;E_brassiana;600;31;4,9;4,5;;
55;24;E_brassiana;600;32;4,3;4;;
55;24;E_brassiana;600;33;4,5;3,5;;
55;24;E_brassiana;600;34;3,7;3,5;;
55;24;E_brassiana;600;35;4,9;4,5;;
55;24;E_brassiana;600;36;3,7;3;;
55;24;E_brassiana;600;37;4,1;3,5;;
55;24;E_brassiana;600;38;3,8;4,5;;
55;24;E_brassiana;600;39;7,2;7;;
55;24;E_brassiana;600;40;6,5;5,5;;
55;24;E_brassiana;600;41;5,6;5;;
55;24;E_brassiana;600;42;2,7;2;;
55;24;E_brassiana;600;43;7,5;5,5;;
55;24;E_brassiana;600;44;;;1;
55;24;E_brassiana;600;45;6,8;5,5;;
55;24;E_brassiana;600;46;4,9;4,5;;
55;24;E_brassiana;600;47;5,1;4,5;;
55;24;E_brassiana;600;48;3,3;4;;
55;24;E_brassiana;600;49;2,2;3;;
55;24;E_brassiana;600;50;5,3;4,5;;
55;24;E_brassiana;600;51;4,6;5;;
55;24;E_brassiana;600;52;3,5;3,5;;
55;24;E_brassiana;600;53;2,2;3,5;;
55;24;E_brassiana;600;54;1,4;2;9;
55;24;E_brassiana;600;55;7,6;6,5;6;
55;24;E_brassiana;600;56;;;1;
55;24;E_brassiana;600;57;;;1;
55;24;E_brassiana;600;58;8,3;6;6;
55;24;E_brassiana;600;59;4,5;4;;
55;24;E_brassiana;600;60;5,6;6;;
55;24;E_brassiana;600;61;6,8;5,5;;
55;24;E_brassiana;600;62;5,7;5;;
55;24;E_brassiana;600;63;5,4;4,5;;
55;24;E_brassiana;600;64;2,9;2,5;;
55;24;E_brassiana;600;65;8,8;6,5;6;
55;24;E_brassiana;600;66;;;1;
55;24;E_brassiana;600;67;7,8;6,5;6;
55;24;E_brassiana;600;68;4,8;4;;
55;24;E_brassiana;600;69;4,1;3,5;;
55;24;E_brassiana;600;70;2,1;2,5;9;
55;24;E_brassiana;600;71;6,5;7;11;
55;24;E_brassiana;600;72;8,9;6;6;
55;24;E_brassiana;600;73;;;1;
55;24;E_brassiana;600;74;4,8;5;;
55;24;E_brassiana;600;75;;1,5;9;
55;24;E_brassiana;600;76;4,6;4,5;;
55;24;E_brassiana;600;77;6,7;7;;
55;24;E_brassiana;600;78;;1;9;
55;24;E_brassiana;600;79;2,7;3;;
55;24;E_brassiana;600;80;5,6;5;;
55;24;E_camaldulensis;600;1;8,6;10;;
55;24;E_camaldulensis;600;2;8,1;10;;
55;24;E_camaldulensis;600;3;9,9;10;;
55;24;E_camaldulensis;600;4;9,5;9,5;;
55;24;E_camaldulensis;600;5;4,1;5,5;7;9
55;24;E_camaldulensis;600;6;8,8;9,5;;
55;24;E_camaldulensis;600;7;7,8;9,5;;
55;24;E_camaldulensis;600;8;6,5;7,5;;
55;24;E_camaldulensis;600;9;8,6;8,5;;
55;24;E_camaldulensis;600;10;8,8;10;;
55;24;E_camaldulensis;600;11;6,5;7,5;;
55;24;E_camaldulensis;600;12;8,4;8,5;;
55;24;E_camaldulensis;600;13;6,7;8,5;;
55;24;E_camaldulensis;600;14;7,6;8;;
55;24;E_camaldulensis;600;15;9,5;10;;
55;24;E_camaldulensis;600;16;10,5;10,5;6;
55;24;E_camaldulensis;600;17;10,7;10,5;6;
55;24;E_camaldulensis;600;18;9,4;9;;
55;24;E_camaldulensis;600;19;10,7;9;6;
55;24;E_camaldulensis;600;20;5,1;7;;
55;24;E_camaldulensis;600;21;7,6;7,5;;
55;24;E_camaldulensis;600;22;10;9,5;;
55;24;E_camaldulensis;600;23;9,9;9;;
55;24;E_camaldulensis;600;24;11,1;10;6;
55;24;E_camaldulensis;600;25;8,6;9;;
55;24;E_camaldulensis;600;26;8,3;8;;
55;24;E_camaldulensis;600;27;7,8;8,5;;
55;24;E_camaldulensis;600;28;8,8;9;;
55;24;E_camaldulensis;600;29;10;9;;
55;24;E_camaldulensis;600;30;9,5;9,5;;
55;24;E_camaldulensis;600;31;8,9;9;;
55;24;E_camaldulensis;600;32;3,8;3;4;
55;24;E_camaldulensis;600;33;10,2;9,5;;
55;24;E_camaldulensis;600;34;9,9;10,5;;
55;24;E_camaldulensis;600;35;7,6;6;;
55;24;E_camaldulensis;600;36;8,9;8,5;;
55;24;E_camaldulensis;600;37;4,9;7;;
55;24;E_camaldulensis;600;38;7,3;8;;
55;24;E_camaldulensis;600;39;;;1;
55;24;E_camaldulensis;600;40;9,1;9,5;;
55;24;E_camaldulensis;600;41;10,7;8,5;6;
55;24;E_camaldulensis;600;42;10,2;9;;
55;24;E_camaldulensis;600;43;9,4;7,5;;
55;24;E_camaldulensis;600;44;8;7;;
55;24;E_camaldulensis;600;45;8,1;8,5;;
55;24;E_camaldulensis;600;46;3,2;3;7;
55;24;E_camaldulensis;600;47;5,9;4;;
55;24;E_camaldulensis;600;48;10,5;9;6;
55;24;E_camaldulensis;600;49;8,4;8,5;;
55;24;E_camaldulensis;600;50;5,1;5,5;;
55;24;E_camaldulensis;600;51;8,4;8;;
55;24;E_camaldulensis;600;52;9,2;9;;
55;24;E_camaldulensis;600;53;9,1;8,5;;
55;24;E_camaldulensis;600;54;8,9;8,5;;
55;24;E_camaldulensis;600;55;8,8;8,5;;
55;24;E_camaldulensis;600;56;9,2;8,5;;
55;24;E_camaldulensis;600;57;10,3;10;;
55;24;E_camaldulensis;600;58;9,4;9,5;;
55;24;E_camaldulensis;600;59;8,4;8,5;;
55;24;E_camaldulensis;600;60;9,9;10,5;;
55;24;E_camaldulensis;600;61;;;1;
55;24;E_camaldulensis;600;62;8,4;8;;
55;24;E_camaldulensis;600;63;8,3;6,5;;
55;24;E_camaldulensis;600;64;3,5;5,5;9;
55;24;E_camaldulensis;600;65;8,9;9,5;;
55;24;E_camaldulensis;600;66;10;9,5;;
55;24;E_camaldulensis;600;67;8,1;9,5;;
55;24;E_camaldulensis;600;68;6,4;7,5;;
55;24;E_camaldulensis;600;69;8,3;8,5;;
55;24;E_camaldulensis;600;70;9,5;10,5;;
55;24;E_camaldulensis;600;71;8,6;9,2;;
55;24;E_camaldulensis;600;72;9,2;10;;
55;24;E_camaldulensis;600;73;8,6;9,5;;
55;24;E_camaldulensis;600;74;8,3;9;;
55;24;E_camaldulensis;600;75;8,1;7,5;;
55;24;E_camaldulensis;600;76;8,8;9;;
55;24;E_camaldulensis;600;77;9,1;9;;
55;24;E_camaldulensis;600;78;5,3;7;;
55;24;E_camaldulensis;600;79;8,6;9;;
55;24;E_camaldulensis;600;80;9,5;11;;
55;24;E_citriodora;600;1;7,2;8;;
55;24;E_citriodora;600;2;7,2;6;;
55;24;E_citriodora;600;3;7,5;8;;
55;24;E_citriodora;600;4;7,8;7,5;;
55;24;E_citriodora;600;5;;;1;
55;24;E_citriodora;600;6;6,5;7,5;;
55;24;E_citriodora;600;7;8,1;8,5;;
55;24;E_citriodora;600;8;8,4;9,5;;
55;24;E_citriodora;600;9;7,8;8,5;;
55;24;E_citriodora;600;10;6,8;9;;
55;24;E_citriodora;600;11;7,2;8,5;;
55;24;E_citriodora;600;12;9,1;9;6;
55;24;E_citriodora;600;13;5,6;6;;
55;24;E_citriodora;600;14;7,8;8;;
55;24;E_citriodora;600;15;7,8;9;;
55;24;E_citriodora;600;16;7;8;;
55;24;E_citriodora;600;17;6,8;6;;
55;24;E_citriodora;600;18;;;1;
55;24;E_citriodora;600;19;7,5;7,5;;
55;24;E_citriodora;600;20;7;8,5;;
55;24;E_citriodora;600;21;8,6;8;6;
55;24;E_citriodora;600;22;7,6;8,5;;
55;24;E_citriodora;600;23;7,8;8;;
55;24;E_citriodora;600;24;6,4;7,5;;
55;24;E_citriodora;600;25;5,7;6;;
55;24;E_citriodora;600;26;7,5;8;;
55;24;E_citriodora;600;27;7,6;7;;
55;24;E_citriodora;600;28;7,2;8,5;;
55;24;E_citriodora;600;29;8,8;8;6;
55;24;E_citriodora;600;30;;;1;
55;24;E_citriodora;600;31;;;1;
55;24;E_citriodora;600;32;7,8;7,5;;
55;24;E_citriodora;600;33;8,3;8,5;;
55;24;E_citriodora;600;34;7,2;7;;
55;24;E_citriodora;600;35;6,8;8;;
55;24;E_citriodora;600;36;7,6;8;;
55;24;E_citriodora;600;37;7,3;7,5;;
55;24;E_citriodora;600;38;8,1;8;;
55;24;E_citriodora;600;39;8;9;;
55;24;E_citriodora;600;40;8,1;7,5;;
55;24;E_citriodora;600;41;7;;;
55;24;E_citriodora;600;42;8,3;8,5;;
55;24;E_citriodora;600;43;8,6;9;6;
55;24;E_citriodora;600;44;7,8;7,5;;
55;24;E_citriodora;600;45;8;8,5;;
55;24;E_citriodora;600;46;3,8;4;7;9
55;24;E_citriodora;600;47;4,9;6;;
55;24;E_citriodora;600;48;8;8,5;;
55;24;E_citriodora;600;49;5,9;6;;
55;24;E_citriodora;600;50;8;8;;
55;24;E_citriodora;600;51;7,6;8;;
55;24;E_citriodora;600;52;8,1;7,5;;
55;24;E_citriodora;600;53;5,6;7,5;;
55;24;E_citriodora;600;54;7,8;7;;
55;24;E_citriodora;600;55;;;1;
55;24;E_citriodora;600;56;;;1;
55;24;E_citriodora;600;57;8,3;8,5;;
55;24;E_citriodora;600;58;8,9;8,5;6;
55;24;E_citriodora;600;59;7,2;6,5;;
55;24;E_citriodora;600;60;8,9;7,5;6;
55;24;E_citriodora;600;61;6,4;5,5;;
55;24;E_citriodora;600;62;7,3;8;;
55;24;E_citriodora;600;63;8;7,5;;
55;24;E_citriodora;600;64;7,3;6,5;;
55;24;E_citriodora;600;65;5,4;6,5;;
55;24;E_citriodora;600;66;8,6;7;;
55;24;E_citriodora;600;67;8,3;8,5;;
55;24;E_citriodora;600;68;6,2;6,5;;
55;24;E_citriodora;600;69;5,6;5,5;;
55;24;E_citriodora;600;70;;;1;
55;24;E_citriodora;600;71;;;1;
55;24;E_citriodora;600;72;6,7;8;;
55;24;E_citriodora;600;73;7;8;;
55;24;E_citriodora;600;74;8;;;
55;24;E_citriodora;600;75;3,3;5;7;9
55;24;E_citriodora;600;76;8,1;7,5;;
55;24;E_citriodora;600;77;4,5;5,5;;
55;24;E_citriodora;600;78;7,5;8;;
55;24;E_citriodora;600;79;7,3;8,5;;
55;24;E_citriodora;600;80;;;1;
55;24;E_cloeziana;382,5;1;8,1;6,5;;
55;24;E_cloeziana;382,5;2;;;1;
55;24;E_cloeziana;382,5;3;8,1;5;;
55;24;E_cloeziana;382,5;4;;;1;
55;24;E_cloeziana;382,5;5;;;1;
55;24;E_cloeziana;382,5;6;9,9;6;6;
55;24;E_cloeziana;382,5;7;;;1;
55;24;E_cloeziana;382,5;8;;2;9;
55;24;E_cloeziana;382,5;9;;;1;
55;24;E_cloeziana;382,5;10;;;1;
55;24;E_cloeziana;382,5;11;;;1;
55;24;E_cloeziana;382,5;12;;;1;
55;24;E_cloeziana;382,5;13;8,6;5,5;;
55;24;E_cloeziana;382,5;14;9,2;7,5;;
55;24;E_cloeziana;382,5;15;;;1;
55;24;E_cloeziana;382,5;16;9,7;7;6;
55;24;E_cloeziana;382,5;17;;;1;
55;24;E_cloeziana;382,5;18;;;1;
55;24;E_cloeziana;382,5;19;;;1;
55;24;E_cloeziana;382,5;20;7,5;5,5;;
55;24;E_cloeziana;382,5;21;8,8;6,5;;
55;24;E_cloeziana;382,5;22;8,1;7,5;;
55;24;E_cloeziana;382,5;23;7,3;6,5;;
55;24;E_cloeziana;382,5;24;9,2;8,5;;
55;24;E_cloeziana;382,5;25;;;1;
55;24;E_cloeziana;382,5;26;7,8;6,5;;
55;24;E_cloeziana;382,5;27;8,4;7,5;;
55;24;E_cloeziana;382,5;28;9,4;7,5;;
55;24;E_cloeziana;382,5;29;9,1;7,5;;
55;24;E_cloeziana;382,5;30;6,2;5;;
55;24;E_cloeziana;382,5;31;;;1;
55;24;E_cloeziana;382,5;32;;;1;
55;24;E_cloeziana;382,5;33;9,7;10;6;
55;24;E_cloeziana;382,5;34;;;1;
55;24;E_cloeziana;382,5;35;6,8;6,5;;
55;24;E_cloeziana;382,5;36;7,5;7;;
55;24;E_cloeziana;382,5;37;3,5;5;2;
55;24;E_cloeziana;382,5;38;;;1;
55;24;E_cloeziana;382,5;39;9,1;9,5;;
55;24;E_cloeziana;382,5;40;13,2;9,5;6;
55;24;E_cloeziana;382,5;41;8,6;7,5;;
55;24;E_cloeziana;382,5;42;6,8;7,5;;
55;24;E_cloeziana;382,5;43;9,1;6,5;;
55;24;E_cloeziana;382,5;44;;;1;
55;24;E_cloeziana;382,5;45;7,8;8,5;;
55;24;E_cloeziana;382,5;46;8,3;8;;
55;24;E_cloeziana;382,5;47;;;1;
55;24;E_cloeziana;382,5;48;8;8,5;;
55;24;E_cloeziana;382,5;49;9,4;9;;
55;24;E_cloeziana;382,5;50;6,8;8;;
55;24;E_cloeziana;382,5;51;8,6;8,5;;
55;24;E_dunnii_urophylla;600;1;8,1;8;;
55;24;E_dunnii_urophylla;600;2;7;7;;
55;24;E_dunnii_urophylla;600;3;9,5;8,5;;
55;24;E_dunnii_urophylla;600;4;7,3;5;;
55;24;E_dunnii_urophylla;600;5;12,4;11;6;
55;24;E_dunnii_urophylla;600;6;10,3;9;;
55;24;E_dunnii_urophylla;600;7;6,5;7,5;;
55;24;E_dunnii_urophylla;600;8;4,6;5,5;;
55;24;E_dunnii_urophylla;600;9;5,7;7,5;;
55;24;E_dunnii_urophylla;600;10;2,5;3,5;;
55;24;E_dunnii_urophylla;600;11;6,2;6,5;;
55;24;E_dunnii_urophylla;600;12;10,2;8;;
55;24;E_dunnii_urophylla;600;13;;;1;
55;24;E_dunnii_urophylla;600;14;;;1;
55;24;E_dunnii_urophylla;600;15;10,2;9;;
55;24;E_dunnii_urophylla;600;16;5,9;8,5;11;
55;24;E_dunnii_urophylla;600;17;9,1;9,5;;
55;24;E_dunnii_urophylla;600;18;4,9;6;;
55;24;E_dunnii_urophylla;600;19;8;8,5;11;
55;24;E_dunnii_urophylla;600;20;;1,5;9;
55;24;E_dunnii_urophylla;600;21;11,1;10;6;
55;24;E_dunnii_urophylla;600;22;9,5;10,5;;
55;24;E_dunnii_urophylla;600;23;8;9,5;;
55;24;E_dunnii_urophylla;600;24;10,8;11;;
55;24;E_dunnii_urophylla;600;25;6,8;7,5;;
55;24;E_dunnii_urophylla;600;26;6,8;8;;
55;24;E_dunnii_urophylla;600;27;;2;9;
55;24;E_dunnii_urophylla;600;28;9,7;11;;
55;24;E_dunnii_urophylla;600;29;10,5;11,5;;
55;24;E_dunnii_urophylla;600;30;10,3;9,5;;
55;24;E_dunnii_urophylla;600;31;10,8;10;;
55;24;E_dunnii_urophylla;600;32;4,1;7;;
55;24;E_dunnii_urophylla;600;33;3,7;5;;
55;24;E_dunnii_urophylla;600;34;5,4;5;;
55;24;E_dunnii_urophylla;600;35;10,7;9,5;;
55;24;E_dunnii_urophylla;600;36;8,6;9;;
55;24;E_dunnii_urophylla;600;37;7;9,5;;
55;24;E_dunnii_urophylla;600;38;10;10,5;;
55;24;E_dunnii_urophylla;600;39;8,9;8,5;;
55;24;E_dunnii_urophylla;600;40;5,7;8;;
55;24;E_dunnii_urophylla;600;41;11,1;11;6;
55;24;E_dunnii_urophylla;600;42;7,2;7;;
55;24;E_dunnii_urophylla;600;43;6,2;7;;
55;24;E_dunnii_urophylla;600;44;10;10;;
55;24;E_dunnii_urophylla;600;45;11;9,5;6;
55;24;E_dunnii_urophylla;600;46;8,6;10,5;;
55;24;E_dunnii_urophylla;600;47;4,1;6;;
55;24;E_dunnii_urophylla;600;48;13,4;12;6;
55;24;E_dunnii_urophylla;600;49;9,2;11;;
55;24;E_dunnii_urophylla;600;50;5,1;7;;
55;24;E_dunnii_urophylla;600;51;2,9;4;;
55;24;E_dunnii_urophylla;600;52;6,7;7,5;;
55;24;E_dunnii_urophylla;600;53;9,1;8,5;;
55;24;E_dunnii_urophylla;600;54;;;1;
55;24;E_dunnii_urophylla;600;55;7;8;;
55;24;E_dunnii_urophylla;600;56;4,3;5,5;;
55;24;E_dunnii_urophylla;600;57;7;8,5;;
55;24;E_dunnii_urophylla;600;58;7;8,5;;
55;24;E_dunnii_urophylla;600;59;6,4;5;;
55;24;E_dunnii_urophylla;600;60;10,2;9,5;;
55;24;E_dunnii_urophylla;600;61;6,2;6;;
55;24;E_dunnii_urophylla;600;62;8,1;6;;
55;24;E_dunnii_urophylla;600;63;;;1;
55;24;E_dunnii_urophylla;600;64;8,9;8,5;;
55;24;E_dunnii_urophylla;600;65;7,5;7;;
55;24;E_dunnii_urophylla;600;66;3,2;3,5;;
55;24;E_dunnii_urophylla;600;67;6,2;7,5;;
55;24;E_dunnii_urophylla;600;68;2,7;4;;
55;24;E_dunnii_urophylla;600;69;10,5;8;11;
55;24;E_dunnii_urophylla;600;70;1,6;3;9;
55;24;E_dunnii_urophylla;600;71;8,4;9,5;;
55;24;E_dunnii_urophylla;600;72;;1,5;9;
55;24;E_dunnii_urophylla;600;73;8,8;9;;
55;24;E_dunnii_urophylla;600;74;5,7;6,5;;
55;24;E_dunnii_urophylla;600;75;8,1;7;;
55;24;E_dunnii_urophylla;600;76;9,5;8,2;;
55;24;E_dunnii_urophylla;600;77;6;6;;
55;24;E_dunnii_urophylla;600;78;;;1;
55;24;E_dunnii_urophylla;600;79;7,6;8;;
55;24;E_dunnii_urophylla;600;80;11,5;10;6;
55;24;E_exserta;600;1;3,2;4;;
55;24;E_exserta;600;2;7,3;6;6;
55;24;E_exserta;600;3;4,9;6;;
55;24;E_exserta;600;4;6,7;6,5;11;
55;24;E_exserta;600;5;5,4;4;;
55;24;E_exserta;600;6;;;5;
55;24;E_exserta;600;7;6,4;4,5;;
55;24;E_exserta;600;8;2,5;3;;
55;24;E_exserta;600;9;2,5;3;;
55;24;E_exserta;600;10;5,9;4,5;;
55;24;E_exserta;600;11;1,6;3;9;
55;24;E_exserta;600;12;6;6;;
55;24;E_exserta;600;13;6,8;5;;
55;24;E_exserta;600;14;6,8;4,5;11;
55;24;E_exserta;600;15;8,9;7;6;
55;24;E_exserta;600;16;4,8;4,5;;
55;24;E_exserta;600;17;6,7;6,5;;
55;24;E_exserta;600;18;6,4;6,5;;
55;24;E_exserta;600;19;1,9;2,5;;
55;24;E_exserta;600;20;5,1;4;;
55;24;E_exserta;600;21;7,3;6,5;;
55;24;E_exserta;600;22;4,1;2,5;;
55;24;E_exserta;600;23;;;1;
55;24;E_exserta;600;24;4,5;3,5;;
55;24;E_exserta;600;25;8;7;6;
55;24;E_exserta;600;26;5,1;5;;
55;24;E_exserta;600;27;5,4;4;;
55;24;E_exserta;600;28;6,2;5,5;;
55;24;E_exserta;600;29;3,8;5;11;
55;24;E_exserta;600;30;7,6;6;6;
55;24;E_exserta;600;31;6,7;6;;
55;24;E_exserta;600;32;;;1;
55;24;E_exserta;600;33;5,9;5,5;;
55;24;E_exserta;600;34;5,9;5,5;;
55;24;E_exserta;600;35;4,3;5;;
55;24;E_exserta;600;36;5,1;4,5;;
55;24;E_exserta;600;37;3,2;3;;
55;24;E_exserta;600;38;1;2;9;
55;24;E_exserta;600;39;7,3;6;;
55;24;E_exserta;600;40;4,5;4,5;;
55;24;E_exserta;600;41;4,5;4;;
55;24;E_exserta;600;42;5,1;5;;
55;24;E_exserta;600;43;4,5;4,5;11;
55;24;E_exserta;600;44;4,5;4,5;;
55;24;E_exserta;600;45;4,5;4,5;;
55;24;E_exserta;600;46;8;6;6;
55;24;E_exserta;600;47;4;3,5;;
55;24;E_exserta;600;48;4,1;2,5;;
55;24;E_exserta;600;49;6,4;5,5;;
55;24;E_exserta;600;50;3,2;3;;
55;24;E_exserta;600;51;;;1;
55;24;E_exserta;600;52;3,3;3,5;2;
55;24;E_exserta;600;53;5,1;5;;
55;24;E_exserta;600;54;5,7;4;;
55;24;E_exserta;600;55;3,2;3,5;;
55;24;E_exserta;600;56;8,9;7,5;6;
55;24;E_exserta;600;57;3,7;4,5;;
55;24;E_exserta;600;58;6,7;6;;
55;24;E_exserta;600;59;;;1;
55;24;E_exserta;600;60;5,1;4,5;;
55;24;E_exserta;600;61;4,5;5;;
55;24;E_exserta;600;62;;;1;
55;24;E_exserta;600;63;3,3;3,5;;
55;24;E_exserta;600;64;3,8;3,5;;
55;24;E_exserta;600;65;5,4;;;
55;24;E_exserta;600;66;;;1;
55;24;E_exserta;600;67;6,5;7;;
55;24;E_exserta;600;68;6,4;6;;
55;24;E_exserta;600;69;5,6;5;;
55;24;E_exserta;600;70;;1,5;9;
55;24;E_exserta;600;71;6;5;11;
55;24;E_exserta;600;72;4,9;5,5;;
55;24;E_exserta;600;73;6,4;5;;
55;24;E_exserta;600;74;4,8;4;;
55;24;E_exserta;600;75;5,3;4;;
55;24;E_exserta;600;76;3,2;3;;
55;24;E_exserta;600;77;6,4;5;;
55;24;E_exserta;600;78;3,2;3;;
55;24;E_exserta;600;79;1,6;2;;
55;24;E_exserta;600;80;4,1;4,5;2;
55;24;E_grandis_AT;600;1;10,2;11,5;;
55;24;E_grandis_AT;600;2;11,9;12;6;
55;24;E_grandis_AT;600;3;4,5;7,5;9;
55;24;E_grandis_AT;600;4;6,8;9,5;;
55;24;E_grandis_AT;600;5;9,5;10;11;
55;24;E_grandis_AT;600;6;11,1;12;;
55;24;E_grandis_AT;600;7;11,9;12;6;
55;24;E_grandis_AT;600;8;5,9;9;;
55;24;E_grandis_AT;600;9;9,7;10,5;;
55;24;E_grandis_AT;600;10;11,6;11,5;;
55;24;E_grandis_AT;600;11;7,6;9,5;;
55;24;E_grandis_AT;600;12;7,3;9,5;;
55;24;E_grandis_AT;600;13;12,1;11,5;6;
55;24;E_grandis_AT;600;14;11,8;11,5;6;
55;24;E_grandis_AT;600;15;5,9;9;;
55;24;E_grandis_AT;600;16;9,5;10;;
55;24;E_grandis_AT;600;17;;;5;
55;24;E_grandis_AT;600;18;10,5;11;;
55;24;E_grandis_AT;600;19;4,8;6,5;7;9
55;24;E_grandis_AT;600;20;11,1;11,5;;
55;24;E_grandis_AT;600;21;10;11;;
55;24;E_grandis_AT;600;22;4,9;8;;
55;24;E_grandis_AT;600;23;10;11;;
55;24;E_grandis_AT;600;24;8,1;10,5;;
55;24;E_grandis_AT;600;25;8,1;11;;
55;24;E_grandis_AT;600;26;11,3;11;;
55;24;E_grandis_AT;600;27;7,2;10;;
55;24;E_grandis_AT;600;28;7,3;8,5;;
55;24;E_grandis_AT;600;29;11;11;11;
55;24;E_grandis_AT;600;30;10,5;10,5;;
55;24;E_grandis_AT;600;31;9,4;10,5;;
55;24;E_grandis_AT;600;32;11,9;11,5;6;
55;24;E_grandis_AT;600;33;5,4;8;11;
