"nome";"data";"ppt";"t_max";"t_med";"t_min";"ur_med";"pa_med";"rad";"pto_med";"v_dir";"v_max";"v_med"
"A726";2016-08-08;;;;;;;;;;;
"A726";2016-08-09;;;;;;;;;;;
"A726";2016-08-10;;;;;;;;;;;
"A726";2016-08-11;;;;;;;;;;;
"A726";2016-08-12;;;;;;;;;;;
"A726";2016-08-13;;;;;;;;;;;
"A726";2016-08-14;;;;;;;;;;;
"A726";2016-08-15;;;;;;;;;;;
"A726";2016-08-16;;;;;;;;;;;
"A726";2016-08-17;;;;;;;;;;;
"A726";2016-08-18;;;;;;;;;;;
"A726";2016-08-19;;;;;;;;;;;
"A726";2016-08-20;;;;;;;;;;;
"A726";2016-08-21;;;;;;;;;;;
"A726";2016-08-22;;;;;;;;;;;
"A726";2016-08-23;;;;;;;;;;;
"A726";2016-08-24;;;;;;;;;;;
"A726";2016-08-25;;;;;;;;;;;
"A726";2016-08-26;;;;;;;;;;;
"A726";2016-08-27;;;;;;;;;;;
"A726";2016-08-28;;;;;;;;;;;
"A726";2016-08-29;;;;;;;;;;;
"A726";2016-08-30;;;;;;;;;;;
"A726";2016-08-31;;;;;;;;;;;
"A726";2016-09-01;;;;;;;;;;;
"A726";2016-09-02;;;;;;;;;;;
"A726";2016-09-03;;;;;;;;;;;
"A726";2016-09-04;;;;;;;;;;;
"A726";2016-09-05;;;;;;;;;;;
"A726";2016-09-06;15,6;23,4;19,39;16,7;;954,27;6,06;;;10,3;2,57
"A726";2016-09-07;1,6;22,8;18,27;14,7;81,46;953,97;12,59;;;7,2;2,38
"A726";2016-09-08;0;25,4;17,93;9,7;66,29;953,63;24,83;;;7,1;1
"A726";2016-09-09;0;27,7;19,55;12;66,29;954,57;24,27;;;9,5;2,1
"A726";2016-09-10;0;30,5;20,58;12,2;;956,17;23,98;;;9,5;1,63
"A726";2016-09-11;0;31,5;22;14,2;;954,11;23,55;;;9;1,33
"A726";2016-09-12;0;33,2;23,91;15,5;;949,7;22,9;;;8,1;1,62
"A726";2016-09-13;0;33,9;25,88;18,1;40,67;947,6;17,81;;;16,1;3,29
"A726";2016-09-14;0;28,1;23,59;18;48,08;947,98;11,06;;;8,3;2,38
"A726";2016-09-15;0;28,1;21,69;15,3;40,71;950,61;24,79;;;7,7;1,72
"A726";2016-09-16;0;27;19,16;12,5;63,08;952,67;20,16;;;10,6;2,96
"A726";2016-09-17;0;31;21,41;13,8;69,58;951,51;21,64;;;6,1;1,45
"A726";2016-09-18;0;34,5;24,93;16,8;64,92;950,77;21,7;;;20,7;2,06
"A726";2016-09-19;1,8;31,4;21,85;15,9;75,79;950,93;20,51;;;13,2;1,75
"A726";2016-09-20;0;24,4;20,45;16,4;70,42;951,95;15,77;;;11,9;2,69
"A726";2016-09-21;0;24,6;16,79;9,7;62,33;954,52;24,08;;;14;5,5
"A726";2016-09-22;0;28,4;19,47;12,5;55,83;953,76;27,11;;;11,2;3,42
"A726";2016-09-23;0;31,4;20,79;11,6;66,54;952,7;25,36;;;8,8;1,62
"A726";2016-09-24;0;29,2;21,35;15,1;63,75;951,66;25,64;;;10;2,94
"A726";2016-09-25;0;23,8;18,68;15,1;73,04;951,65;14,87;;;10,9;3,49
"A726";2016-09-26;0;26,6;18,48;12,2;64,83;951,55;26,66;;;7,8;2,77
"A726";2016-09-27;0;28,8;18,34;9,9;61,17;952,5;27,27;;;10,4;2,48
"A726";2016-09-28;0;30,4;19,71;9,8;62,12;952,15;26,01;;;10,4;1,85
"A726";2016-09-29;0;31,8;22,6;13,4;56,04;949,39;26,87;;;12,3;1,88
"A726";2016-09-30;0;29,7;19,92;13,2;62,42;950,02;25,84;;;11,7;2,85
"A726";2016-10-01;0;28,8;20,16;15,6;64,88;953,13;24,22;;;12,6;3,83
"A726";2016-10-02;0;29,7;21,36;16,1;61,96;953,8;26,68;;;11,3;3,93
"A726";2016-10-03;20,2;20,6;17,29;13,6;90,38;951,3;4,66;;;11,3;1,86
"A726";2016-10-04;1,2;24,9;19,73;16,5;82,17;948,44;19,54;;;7,9;1,7
"A726";2016-10-05;0;26,3;20,25;15,2;69,88;948,28;22,95;;;10,2;2,91
"A726";2016-10-06;0;27,3;20,12;14,1;65,62;943,05;24,24;;;14,6;3,45
"A726";2016-10-07;0;25,2;18,34;12,4;64,75;946,75;25,23;;;9,4;2,28
"A726";2016-10-08;0;28;19,95;12,1;63,67;949,94;28,25;;;8,9;1,58
"A726";2016-10-09;0;30;21,94;14,2;55,08;951,46;27,8;;;12,5;2,77
"A726";2016-10-10;0;29,9;21,58;15,9;63,83;954,09;27,95;;;12,4;3,55
"A726";2016-10-11;0;31,4;21,51;14,6;70,96;951,86;23,3;;;14,6;2,05
"A726";2016-10-12;1,6;33,1;23,14;16,5;71,17;950,32;21,19;;;12,2;1,55
"A726";2016-10-13;16,4;29,5;22,52;20,1;81;950,1;8,59;;;14,6;3,09
"A726";2016-10-14;4;28;21,79;18,8;91,5;952,72;13,12;;;10,1;1,73
"A726";2016-10-15;0,8;30,7;23,05;19,3;85,96;951,67;19,52;;;8;1,32
"A726";2016-10-16;0,2;34,1;25,51;18,7;71,08;949,12;24,11;;;6;0,94
"A726";2016-10-17;0,2;36,3;27,56;20,9;62,58;948,16;26,3;;;16,4;1,99
"A726";2016-10-18;7,2;;;;;;16,59;;;9,2;1,25
"A726";2016-10-19;0;36,5;26,88;20,8;70,5;946,77;22,29;;;14,4;1,48
"A726";2016-10-20;0;35,6;26,69;22,3;71,12;946,17;19,1;;;10,4;2,14
"A726";2016-10-21;12,4;28,5;22,62;19,4;84,08;948,71;18,4;;;11,7;3,11
"A726";2016-10-22;0;28,5;22,31;18,4;74,38;951,32;22,03;;;12;4,1
"A726";2016-10-23;0;32;23,94;18,9;69,96;951,87;25,78;;;8,7;2,55
"A726";2016-10-24;13,2;31,8;24,13;19,4;78,83;950,03;16,2;;;10;1,55
"A726";2016-10-25;14,6;23,7;21,26;19,1;97,58;949,58;6,28;;;7,4;1,42
"A726";2016-10-26;3,2;30,2;23,54;19,5;85,62;946,74;19,67;;;22,3;1,07
"A726";2016-10-27;7,2;27,9;22,14;19,3;85,42;944,34;15,42;;;17,3;3,17
"A726";2016-10-28;0;26,7;20,18;14,1;64,08;948,39;30,83;;;11,4;2,75
"A726";2016-10-29;0;26,5;18,54;12,1;60,62;954,46;30,92;;;12,3;4,51
"A726";2016-10-30;0;30;21,33;15,8;64,5;953,51;29,17;;;10,9;3,29
"A726";2016-10-31;2,2;31;22,14;15,3;73,04;950,57;23,64;;;8,5;1,75
"A726";2016-11-01;0,8;29,1;24,02;19,7;71,33;949,55;21,73;;;10,4;2,06
"A726";2016-11-02;51,8;31,8;23,82;18,8;70,12;948,82;19,4;;;23,7;2,58
"A726";2016-11-03;0,4;24,6;20,82;19,1;93,04;952,46;11,94;;;7,8;1,78
"A726";2016-11-04;1,2;25,8;20,46;16,9;84,5;955,96;13,67;;;8,7;2,07
"A726";2016-11-05;0;29,2;21,35;15,2;74,79;955,5;27,66;;;11,8;3,26
"A726";2016-11-06;23;30,5;22,15;15,2;73,67;952,84;28,29;;;13,8;2,11
"A726";2016-11-07;0,2;30,4;22,74;17;73,71;950,65;28,96;;;10,9;1,29
"A726";2016-11-08;0;31,1;24;17,1;66;948,95;28,13;;;9,1;1,7
"A726";2016-11-09;22,6;32,2;24,98;19;68,71;947,48;21,53;;;14;2,62
"A726";2016-11-10;5,4;31,8;23,87;18;76,5;948,02;24,35;;;9,8;2,3
"A726";2016-11-11;5,2;32;25,05;20,2;74,38;946,27;24,24;;;11,6;1,73
"A726";2016-11-12;5;26,4;21,76;18,3;78,58;948,2;19,35;;;12;4,3
"A726";2016-11-13;6,4;20,7;19,35;17,9;93,33;948,59;8,05;;;9,8;2,97
"A726";2016-11-14;23,6;24,6;19,77;17,2;90,33;944,36;11,22;;;11,4;2,23
"A726";2016-11-15;0;28,2;21,76;16,5;79,29;941,92;23,77;;;8,5;1,84
"A726";2016-11-16;0;31,6;23,65;17,4;73,92;942,03;27,21;;;10,9;2
"A726";2016-11-17;21,2;31,7;22,79;18,5;82,46;944,21;23,65;;;15,4;1,7
"A726";2016-11-18;0,4;24,9;20,41;17,1;83,58;946,64;16,23;;;13;2,83
"A726";2016-11-19;0;23,6;17,65;13,2;65,08;950,3;25,86;;;12,4;4,4
"A726";2016-11-20;0;28;19,15;11,6;60,38;949,31;32,04;;;10,5;1,94
"A726";2016-11-21;0;31,5;22,07;13,5;65,46;948,47;27,67;;;8,8;1,57
"A726";2016-11-22;3,6;29,2;23,37;19,9;62,29;947,47;22,24;;;7,1;1,71
"A726";2016-11-23;0,4;29,1;22,55;18,7;82,17;946,94;17,85;;;8,2;1
"A726";2016-11-24;0;30,9;24,65;19,8;71,88;949,14;23,16;;;11,2;1,99
"A726";2016-11-25;0;32,6;25,12;19,2;65,62;950,66;25,87;;;11,8;2,62
"A726";2016-11-26;0;32,8;24,69;19,3;71,62;949,92;23,65;;;9;1,7
"A726";2016-11-27;0;32,6;25,05;19,6;72,92;949,23;22,93;;;10,2;1,11
"A726";2016-11-28;20,2;31,3;24,4;20,9;83,5;949,14;18,24;;;14,2;1,35
"A726";2016-11-29;0,2;30,5;24,82;20,9;79,96;948,79;21,93;;;13;2,36
"A726";2016-11-30;0;24,9;20,59;17,6;71,75;951,77;20,08;;;13,7;5,4
"A726";2016-12-01;0;27,1;21,43;16,7;66,79;952,77;18,74;;;11,5;3,71
"A726";2016-12-02;0;31,1;23,85;17,7;68,71;951,7;25,04;;;7,6;1,76
"A726";2016-12-03;17,4;30,1;22,88;19,6;85,54;947,67;11,99;;;20,9;1,82
"A726";2016-12-04;1,8;28,8;23,6;20,4;79,38;942,78;18,55;;;12,4;2,87
"A726";2016-12-05;0;30,7;23,01;18;68,96;943,89;28,54;;;17,5;3,47
"A726";2016-12-06;0;32;24,36;16,9;60,46;946,82;31,61;;;8,8;1,96
"A726";2016-12-07;6;32,7;24,39;18,2;67,25;946,66;19,93;;;15,3;1,78
"A726";2016-12-08;3;30,5;23,49;18,8;82,62;946,35;19,57;;;10,1;1,53
"A726";2016-12-09;20,6;30,4;22,93;19,6;89,88;946,29;17,98;;;17,2;1,51
"A726";2016-12-10;23,8;28,9;23,59;21,4;91,58;946,15;19,08;;;9,7;0,8
"A726";2016-12-11;5;29,6;24,08;21,5;87,67;945,42;17,42;;;17,2;2,23
"A726";2016-12-12;3;30;24,92;22,1;88,04;943,57;20,37;;;10,6;1,7
"A726";2016-12-13;5,8;30,9;25,08;21,5;87,46;944,36;21,3;;;8,5;1,29
"A726";2016-12-14;0,2;31,5;24,77;21,1;82,29;947,05;20,14;;;12,7;1,84
"A726";2016-12-15;0;24,8;21,24;18,8;72,75;953,02;22,52;;;13,7;5,36
"A726";2016-12-16;0;27,6;21,07;16,5;64,83;955,31;17,69;;;12,9;3,39
"A726";2016-12-17;8,6;30,6;23,35;16,2;65,71;953,5;29,5;;;15,9;2,3
"A726";2016-12-18;4;31,5;23,52;18;73;950,98;25,5;;;15,9;2,08
"A726";2016-12-19;24;29;20,78;17,1;87,92;950,23;14,44;;;15;1,62
"A726";2016-12-20;0,4;30,4;22,82;18,1;79,67;949,13;29,63;;;12,5;1,76
"A726";2016-12-21;10,6;28,9;21,62;18,2;87,29;949,34;17,04;;;18,5;1,62
"A726";2016-12-22;4,8;30,4;23,02;19,1;79,71;951,93;23,18;;;10;1,58
"A726";2016-12-23;0,4;33;24,44;19,4;75,04;950,73;22,89;;;13;1,39
"A726";2016-12-24;0;33;25,31;19,3;68,29;949,67;27,05;;;7,7;1,5
"A726";2016-12-25;16,2;34,1;26,98;20,7;63,33;947,4;29,57;;;16,1;2,07
"A726";2016-12-26;0,2;33,8;25,46;18,4;70,58;947,56;31,31;;;8,1;1,17
"A726";2016-12-27;0;33,8;27,37;20,7;67,96;948,56;28,09;;;6,7;1,95
"A726";2016-12-28;1,8;34;26,47;21,3;71,29;949,23;27,24;;;12;2,15
"A726";2016-12-29;0,4;33,6;25,49;20;73,38;949,26;29,47;;;9,4;1,61
"A726";2016-12-30;22,6;32;25,31;18,8;74,46;949,29;28,16;;;13,9;1,68
"A726";2016-12-31;7;32,4;24,98;20,5;79,67;949,21;19,99;;;18,9;1,02
"A726";2017-01-01;0,2;31,8;25,3;20,1;75,67;949,42;27,1;20,08;190,71;17,2;2,15
"A726";2017-01-02;0;31,2;25,62;20,5;73,96;948,42;25;20,1;193,62;7,6;1,52
"A726";2017-01-03;40,2;33,8;25;19,6;76,62;947,72;22,7;20,15;149,75;19,7;1,75
"A726";2017-01-04;0,6;30,7;24,53;20,7;77,85;948,72;20,2;19,96;177,71;13,7;1,97
"A726";2017-01-05;1,2;30,1;24,6;21,4;81,21;950,26;18,1;20,96;167,5;11,9;1,12
"A726";2017-01-06;0;33,1;25,11;20,5;76,15;950,56;26,5;19,94;181,58;11,8;1,57
"A726";2017-01-07;0;31,7;25,76;20,6;76,25;950,34;24,8;20,6;209,04;9;1,6
"A726";2017-01-08;0;33,2;26,43;20,9;71,67;948,1;26;20,2;197,25;11,6;1,55
"A726";2017-01-09;0;33,2;25,85;22;75,83;946,68;22,3;20,96;126,54;12,7;1,54
"A726";2017-01-10;23,2;29,9;24,39;20,8;83,06;947,03;24,6;20,88;203,04;8,2;1,73
"A726";2017-01-11;14,4;31,4;24,95;20,4;79,83;947,18;26,6;20,78;203,67;8,9;1,2
"A726";2017-01-12;2,8;28,7;23,39;21,4;89,19;948,32;10,5;21,46;177,54;12;1,9
"A726";2017-01-13;0,2;29,6;24,15;20,2;79,44;948,33;20,6;20,12;132,25;8,3;2,14
"A726";2017-01-14;11;32,1;25,33;20,4;76,71;946,25;28,6;20,23;133,83;24,6;0,96
"A726";2017-01-15;49;31,3;24,12;19,9;83,52;945,85;25,1;20,7;99,46;12,7;1,42
"A726";2017-01-16;9,2;29,9;23,95;21,6;89,1;946,33;14,7;21,85;101,04;7,9;1,36
"A726";2017-01-17;26,2;27,3;22,39;19,3;94,54;946,12;12;21,43;112,08;13,9;2,18
"A726";2017-01-18;22,4;27,5;22,15;20,5;97,31;947,02;9;21,67;73,04;9,8;0,73
"A726";2017-01-19;26,4;25,8;22,03;19,7;95,67;950,32;10,6;21,27;98,38;7,6;0,51
"A726";2017-01-20;13,6;26,1;21,65;19,3;92,48;952,53;14,7;20,25;116,25;6,7;0,28
"A726";2017-01-21;6,8;26;21,68;19,8;93,73;951,71;9;20,55;205,96;7,3;0,59
"A726";2017-01-22;3,4;24,4;20,63;18,7;95,44;950,32;10,9;19,88;95,58;6,3;0,8
"A726";2017-01-23;14,2;26,8;21,89;18,9;92,12;949,58;16,4;20,39;101,42;6,3;0,6
"A726";2017-01-24;18;29,9;23,74;20,4;86,69;949,44;21,9;21,23;151,17;9;1,5
"A726";2017-01-25;10,6;29;23,52;20,1;86,85;949,56;19,8;20,88;187,46;12,2;1,53
"A726";2017-01-26;10,2;24,9;22,63;20,6;92,94;949,72;6,7;21,43;187,17;7,9;0,89
"A726";2017-01-27;5,8;25,1;22,46;20,5;93,9;951,62;9,1;21,42;154,79;5,1;0,4
"A726";2017-01-28;0;33;25;20,1;81;952,5;23,8;20,9;137,67;10,4;1,42
"A726";2017-01-29;0;32,6;26,48;21,2;68,4;952,85;29,4;18,89;130,62;8,8;1,85
"A726";2017-01-30;0;32,7;25,49;20,5;72,58;952,05;25,6;19,69;108,58;14;2,28
"A726";2017-01-31;9,4;30,7;23,19;19,5;81;951,48;17;19,45;147,88;9,6;1,79
"A726";2017-02-01;7,2;28,6;22,55;19,1;86,9;949,2;19,2;19,93;142,12;9,4;0,91
"A726";2017-02-02;42,4;28,8;22,34;18,6;89,15;947,46;14,9;20,32;133,67;20,3;2
"A726";2017-02-03;4,2;29,6;23,18;19,5;86,81;948;20,2;20,62;153,92;10,5;2,37
"A726";2017-02-04;2,6;30;22,86;19,9;91,06;948,06;17,4;21,22;141,67;9,2;1,58
"A726";2017-02-05;0,2;31,7;24,81;20,1;82,48;947,2;25,3;21,06;160,42;13,4;1,85
"A726";2017-02-06;0,6;32;24,82;20,1;81,81;945,96;19,5;21,13;192,75;7,5;1,28
"A726";2017-02-07;0,2;32;25,04;19,7;79,48;946,21;23,7;20,51;171,75;11,2;1,38
"A726";2017-02-08;0;31,7;26,02;21,3;68,9;948,08;25,1;19,23;126,83;10,1;3,5
"A726";2017-02-09;0;30,8;24,82;19;65,65;949,42;23,9;17,29;123,33;10,3;3,08
"A726";2017-02-10;0;32,1;25,09;18,6;67,21;948,56;27;17,93;91,62;10,8;2,25
"A726";2017-02-11;0;32,3;25,98;19,9;69,69;947,5;24,7;19,25;86,08;10;1,87
"A726";2017-02-12;0;33,3;26,49;20,9;67,81;946,28;26,8;19,25;57,08;8,6;2,02
"A726";2017-02-13;0;32,6;26,47;21,3;62,81;947,1;25;18,08;71,04;10,1;2,07
"A726";2017-02-14;0;33,2;26,07;19,1;62,35;950,84;25,4;17,37;60,83;9,6;2,07
"A726";2017-02-15;0;33,8;26,38;19,4;65,62;953,98;24;18,29;124,83;8;1,72
"A726";2017-02-16;0;33,3;26,51;20,3;64,19;952,67;20,9;18,74;211,79;9,7;1,82
"A726";2017-02-17;0;32,9;26,06;20,9;73,33;950,09;18,7;20,54;217,12;11,3;1,52
"A726";2017-02-18;0;33,6;25,63;21,8;74,81;950,02;21,6;20,32;240,75;10,1;1,78
"A726";2017-02-19;0,6;34,3;26,39;20,3;74;951,01;22,4;20,36;121,25;5,4;0,99
"A726";2017-02-20;0;35,1;28,14;21;57,9;951,58;26,2;18,12;147,71;13;2,48
"A726";2017-02-21;0;33,5;26,23;19,5;63,08;951,95;25,4;17,6;137,5;12,4;2,11
"A726";2017-02-22;0;33,7;26,51;20,3;65,19;950,93;23,2;18,55;137,5;10;1,95
"A726";2017-02-23;0;33,7;26,46;19,1;62,44;949,91;25,7;17,35;120,83;9,1;1,84
"A726";2017-02-24;17,6;30,4;24,5;19,8;75,9;949,07;16,8;19,62;211,83;9;1,94
"A726";2017-02-25;7,6;27;21,67;19,3;91,94;948,98;11,8;20,13;110,54;7,8;1,02
"A726";2017-02-26;5;27,3;22,22;20;91,35;948,98;12,8;20,59;163,62;5,7;0,61
"A726";2017-02-27;0,4;30,7;24,16;19,8;80,17;948,37;24,7;19,83;169,46;5,8;1,16
"A726";2017-02-28;0;31,4;25,23;20,1;76,04;946,23;23,1;20,18;177;7,9;1,73
"A726";2017-03-01;0;31,8;25,32;20,3;75,29;945,55;21,2;20,3;154,71;14,7;2,02
"A726";2017-03-02;12,6;29;22,9;21,1;91,1;948,43;13;21,27;154,17;12,3;0,94
"A726";2017-03-03;1,2;29;23,33;20,6;91,9;950,13;16,3;21,8;125,88;8,6;0,95
"A726";2017-03-04;8;31,2;24,07;20,8;86,92;948,28;20,4;21,35;188,92;10,4;1,48
"A726";2017-03-05;0,8;30;24,43;21,7;88,02;946,32;19,9;22,1;205,25;8,6;1,49
"A726";2017-03-06;45;31,4;23,28;19,2;89,77;947,6;20,7;21,19;163,67;23,7;1,48
"A726";2017-03-07;11;32,6;24,32;19,1;81,65;949,25;23,6;20,28;152,33;9;0,75
"A726";2017-03-08;21,6;32,1;24,47;20,7;84,54;949,61;24,4;21,31;150,62;11,2;1,72
"A726";2017-03-09;0,2;32,6;24,57;19,3;82,31;948,6;26,3;20,82;163,75;6,6;1,02
"A726";2017-03-10;0;32,9;26,48;20,9;76,52;948,95;23,3;21,32;156,54;12,4;1,6
"A726";2017-03-11;5,8;33,6;26,05;20,2;71,46;949,63;24,6;19,7;126,62;12,3;1,91
"A726";2017-03-12;0;32,8;26,29;20,4;72,77;949,2;26;20,1;191,08;8,7;1,88
"A726";2017-03-13;1,6;30,7;25,08;20,8;78,58;948,62;17,1;20,87;169,79;12;1,9
"A726";2017-03-14;4,2;31,5;23,62;19,5;82,6;950,25;19,3;20,2;127;14,6;2,12
"A726";2017-03-15;1,2;31,4;23,71;18,8;79,9;950,88;24;19,33;105,67;11;1,08
"A726";2017-03-16;0;31,4;24,79;18,7;73,79;949,86;25,8;18,93;133,42;8,5;1,33
"A726";2017-03-17;4,2;32,7;24,88;19;77,23;948,97;22,4;19,84;144,17;12,6;2
"A726";2017-03-18;0;25,3;22,09;20,2;87,4;951,36;9,8;19,83;149,58;11,2;2,89
"A726";2017-03-19;13,4;25,2;20,68;18,2;90,83;952,21;11,8;19,04;127,92;8,7;2,38
"A726";2017-03-20;0,2;27,7;21,43;16,8;78,88;952,78;23,1;17,05;149,21;12,3;2,59
"A726";2017-03-21;0;28,2;21,05;15,3;70,94;954,56;26,8;14,94;157,62;10,6;2,89
"A726";2017-03-22;0;30,1;22,23;15,4;69,94;954,06;25,3;15,45;159,58;11,1;2,05
"A726";2017-03-23;0;29;22,16;15,5;71,52;952,31;20,7;15,93;140,83;10,3;1,45
"A726";2017-03-24;0;30,3;23,13;17;71,75;949,95;25;16,67;189,12;7,2;1,24
"A726";2017-03-25;0;31,5;23,95;17,7;70,35;948,91;24,7;17,31;203,29;10,7;1,89
"A726";2017-03-26;0;29,9;23,48;16,9;67,23;949,62;25,2;16,3;142,17;9,5;2,48
"A726";2017-03-27;0;24,1;20,95;17,5;80,08;950,79;9,3;17,24;171,42;9;1,62
"A726";2017-03-28;0;28,6;22,5;18,9;73,46;951,02;16,6;16,96;137,75;11,2;3,01
"A726";2017-03-29;0;27,9;21,93;17,1;65,04;951,91;25;14,35;131,33;10;4,1
"A726";2017-03-30;0;28,1;21,01;14,8;71,06;951,05;22,5;14,77;159,62;11,4;2,68
"A726";2017-03-31;0;27;20,45;14,1;68,33;952,68;24,2;13,68;166,54;12,3;2,91
"A726";2017-04-01;0;27,4;20;14,1;69,83;954,09;22,8;13,71;123,71;12,4;3,75
"A726";2017-04-02;0;28,5;20,48;13;69,71;952,09;24,2;13,88;160,25;10,1;2,41
"A726";2017-04-03;0;29,7;21,79;14,2;70,29;950,66;23,7;14,95;210,42;10;1,49
"A726";2017-04-04;0;30,4;22,87;15,4;68,54;950,26;22;15,44;134,92;6,3;1,15
"A726";2017-04-05;0;33;24,32;16,3;64,02;949,39;21,1;15,62;171,58;10,8;2,37
"A726";2017-04-06;60,6;27;23,08;20,3;87,79;949,83;7,4;20,74;115,21;7,7;1,51
"A726";2017-04-07;7,8;28,4;23,25;20,4;92,77;949,8;12,2;21,88;119,29;7,6;0,88
"A726";2017-04-08;0,4;28,8;24,19;21,4;85,77;951,28;12;21,47;145,79;6,6;0,83
"A726";2017-04-09;0;30,4;24,32;20;75,92;951,33;19,7;19,38;130,29;9;2,32
"A726";2017-04-10;0;31,6;24,22;17,9;77,54;950,63;21,2;19,43;205,54;8,7;1,33
"A726";2017-04-11;0;31,7;25,2;19,5;76,46;950,05;21,3;20,02;208,46;6,3;0,95
"A726";2017-04-12;0;27,7;23,86;20,6;76,71;951,05;13,7;19,35;162,79;10;2,61
"A726";2017-04-13;0;27,3;21,6;17,9;75,29;952,83;19,4;16,75;142,92;9,9;3,35
"A726";2017-04-14;0;29,7;21,65;15,6;77,52;952,98;23;17,07;186,17;7,3;1,67
"A726";2017-04-15;0;;;;;;22,8;16,95;218,87;7,5;1,21
"A726";2017-04-16;0;30;22,56;15,8;75,62;951;18,6;17,31;157,21;8;1,48
"A726";2017-04-17;0;26,3;22,83;20;76,92;950,6;10,2;18,51;156,33;9,1;1,95
"A726";2017-04-18;0;26,5;20,91;16,3;71,75;952,37;18,6;15,22;142,04;10,1;3,75
"A726";2017-04-19;0;27,5;20,83;16,3;64,98;952,38;20,5;13,7;125,58;10;3,49
"A726";2017-04-20;0;29,8;21,9;14,8;70,65;950,02;18,6;15,72;103,25;9,4;1,64
"A726";2017-04-21;17,2;24,1;21,59;17,8;91,25;948,47;5,5;20,07;165,42;14,1;2,08
"A726";2017-04-22;5,8;24,4;19,68;16,6;;950,89;16,5;;221;9,7;1,27
"A726";2017-04-23;0;25,9;19,94;15,3;79,85;953,66;14,9;16,04;151,83;9,9;2,85
"A726";2017-04-24;0;28,8;20,82;13,5;75,4;952,56;21,2;15,77;145,58;7,6;1,56
"A726";2017-04-25;0,2;30,3;22,73;15,6;;949,18;20,9;;123,04;9,3;1,35
"A726";2017-04-26;30,8;24,2;20,32;17,6;93,54;947,77;2,2;19,23;116,04;8,7;0,87
"A726";2017-04-27;1,2;23,5;19,81;18;93,48;951,05;8,6;18,64;138,42;7,2;0,72
"A726";2017-04-28;0;21,8;17,97;14,6;86,25;954,59;9,3;15,52;150,54;8,6;2,62
"A726";2017-04-29;0;24,6;18,57;14,4;81,75;955,5;13,1;15,19;146,88;8,4;2,45
"A726";2017-04-30;0;26,4;19,75;14,9;77,21;956,13;20;15,13;119,04;9,1;2,96
"A726";2017-05-01;0;26,6;19,78;13,4;;956,16;21,1;14,96;142,04;9,9;1,57
"A726";2017-05-02;0;26,2;19,35;14,1;81,1;954,78;15,9;15,62;111,83;9,7;0,91
"A726";2017-05-03;0;28,1;20,43;13,8;76,12;954,52;20,6;15,24;99,79;4,3;0,43
"A726";2017-05-04;3;27;20,12;14,8;;952,45;14;;91,38;12,9;1,01
"A726";2017-05-05;19;23,7;19,49;15,9;92,83;952,31;11,1;18,27;112,83;12,9;1,87
"A726";2017-05-06;9;24,4;17,94;14,7;;952,81;13,7;;130,75;7,3;0,71
"A726";2017-05-07;0;25,5;19,69;14,3;;952,24;17,3;16,16;153,17;8,8;2,3
"A726";2017-05-08;0,2;26,1;19,12;12,4;;950,05;18,5;;211,83;7,8;1,37
"A726";2017-05-09;0,2;26,6;18,75;10,8;;950,33;19,8;;174,54;5,1;0,71
"A726";2017-05-10;0;25,6;19,63;14,2;79,42;952,75;18,8;15,61;118,88;7,2;1,41
"A726";2017-05-11;0;24,8;19,76;15,4;79,35;953,62;16,9;15,75;145,04;8,6;2,61
"A726";2017-05-12;0;26,3;19,27;13,6;75,62;953,22;18,7;14,51;140,71;8,4;1,51
"A726";2017-05-13;0;29,4;20,68;13,4;;950,62;17,9;;149,88;9,6;1,58
"A726";2017-05-14;0,2;25,3;21,82;19,5;74,35;947,59;8;16,89;203,29;9,3;2,44
"A726";2017-05-15;0,2;26,1;19,98;15,7;;949,26;13,9;;136,21;5,1;0,8
"A726";2017-05-16;0;24,5;19,66;15,8;71,96;951,06;12,3;14,04;147,38;7,2;2,07
"A726";2017-05-17;0;24,8;19,75;16;73,88;951,86;13;14,88;144,38;8,2;2,29
"A726";2017-05-18;6,6;20,6;17,89;15,8;;951,11;3;;116,88;7,6;1,27
"A726";2017-05-19;67,8;20,9;17,9;17;;946,96;1,7;;126,71;16,5;1,72
"A726";2017-05-20;1,2;24,2;19,32;16,5;;949,36;12,9;;169,96;6,5;0,41
"A726";2017-05-21;34,8;21,6;19,48;18,3;;951,03;3;;110,42;7,7;0,94
"A726";2017-05-22;9,6;24,9;20,25;17,6;;952,08;13,2;;186;7,8;1,65
"A726";2017-05-23;0;24,3;18,55;14;81,54;954,56;17;14,94;148,79;7,8;1,92
"A726";2017-05-24;0,2;27,9;19,02;12,3;;954,29;16,2;;149,25;5,2;0,58
"A726";2017-05-25;0;28,8;21,55;15,3;;954,09;17,6;;129,21;8,6;1,35
"A726";2017-05-26;0;28,9;22,21;16,5;;953,7;17,3;;143,71;4,6;1,41
"A726";2017-05-27;0,2;27,8;21,73;16,8;;954,23;14;;106,5;8,4;1,11
"A726";2017-05-28;0;26,7;21,05;17,1;;954,93;14,2;17,98;188,08;7,2;1,29
"A726";2017-05-29;0,2;27;20,04;13,6;;954,61;15,8;;137,71;7,7;1,12
"A726";2017-05-30;0;26,6;19,7;14;;953,8;15,4;;116;8;1,73
"A726";2017-05-31;;;;;;;;;;;
"A726";2017-06-02;;;;;;;;;;;
"A726";2017-06-03;;;;;;;;;;;
