"nome";"data";"ppt";"t_max";"t_med";"t_min";"ur_med";"pa_med";"rad";"pto_med";"v_dir";"v_max";"v_med"
"A726";2006-10-01;0;26,9;22,32;18,6;75,42;963,4;11,16;;;10,2;3,03
"A726";2006-10-02;27,4;28,9;23,05;18,2;78,12;960,88;22,28;;;13,6;2
"A726";2006-10-03;0;32,2;25,59;21,3;72,83;959,35;24,32;;;6,6;0,92
"A726";2006-10-04;3,8;31,3;24,49;19,6;73,46;958,52;19,79;;;9;1,99
"A726";2006-10-05;7,8;31,5;25,43;20,3;74,12;959,98;20,57;;;19,8;2,37
"A726";2006-10-06;4,2;27,1;22,64;19,7;83,67;960,82;11,33;;;16,3;2,23
"A726";2006-10-07;0;31,1;25,26;21,3;75,79;961,6;19,81;;;7;1,09
"A726";2006-10-08;0;30,6;24,85;19,8;72,54;961,94;21,44;;;7,2;1,68
"A726";2006-10-09;0;31,9;25,02;18,6;66,08;962,9;25,73;;;15,3;3,76
"A726";2006-10-10;0;32,1;25,43;19;64,5;963,53;22,72;;;15,3;3,05
"A726";2006-10-11;0;31,8;25,55;20,2;64,54;961,48;23,47;;;7;2,15
"A726";2006-10-12;13,8;29,9;23,96;20,5;77,54;958,77;13,4;;;11,7;1,46
"A726";2006-10-13;0,2;29,3;24,03;21,1;83,21;958,11;14,04;;;5,1;1,05
"A726";2006-10-14;0;31,1;25,06;20,3;74,38;958,76;22,36;;;8,4;2,28
"A726";2006-10-15;0;31,8;25,63;20,9;71,96;958,73;23,16;;;7,9;1,8
"A726";2006-10-16;6,6;31,1;25,28;21,1;77,83;958,59;21,38;;;8,1;1,98
"A726";2006-10-17;0;28,7;24,18;19,9;75,33;959,41;16,79;;;10,9;3,65
"A726";2006-10-18;34,8;29,9;23,54;18,7;70,92;958,65;18,11;;;10,9;3,83
"A726";2006-10-19;69,2;27,2;22,26;18,8;83;957,98;13,67;;;8,3;2,64
"A726";2006-10-20;0;29,5;22,74;17,3;68,54;960,64;26,91;;;10,2;3,15
"A726";2006-10-21;0;29,6;22,4;16,1;61,42;963,23;28,92;;;10;3,38
"A726";2006-10-22;0;29,8;21,97;14,3;52,04;963,56;30,13;;;9,1;3,14
"A726";2006-10-23;0;29,6;22,67;15,6;46,88;963,54;26,04;;;10,3;3,23
"A726";2006-10-24;0;29,4;22,54;16,9;60,29;963,48;19,26;;;9,7;3,29
"A726";2006-10-25;24,6;31;24,82;20,3;71,17;963,01;27,13;;;8,4;2,01
"A726";2006-10-26;0;32,6;26,11;20,7;68,88;961,47;24,53;;;6;1,33
"A726";2006-10-27;0;35;28,17;21,7;61,12;957,27;27,01;;;7,3;0,78
"A726";2006-10-28;0;33,8;27,88;22,3;61,5;957,67;26,39;;;10;1,49
"A726";2006-10-29;0;31,8;24,9;16,9;53,25;958,05;30,49;;;9,6;2,77
"A726";2006-10-30;0;33,7;26,1;19,1;50,5;955,81;26,91;;;7,5;2,29
"A726";2006-10-31;0;35,4;28,63;22,5;43,62;955,2;25,64;;;5,6;1,5
"A726";2006-11-01;0;31,1;27,38;23,1;59,5;956,1;18,48;;;8,2;2,34
"A726";2006-11-02;0,2;30,1;25,13;22,8;77,21;957,95;13,54;;;9,6;1,6
"A726";2006-11-03;0;32,9;26,16;22;74,54;958,44;27,83;;;9,3;1,32
"A726";2006-11-04;0,6;32,6;26,23;22,5;71,25;958,08;19,36;;;6,4;1,7
"A726";2006-11-05;0;;;;;;25,49;;;9,7;2,96
"A726";2006-11-06;2,6;31,9;25,49;20,7;71,42;956,24;15,53;;;13,7;2,46
"A726";2006-11-07;0;31,8;24,68;20,5;70,79;957,57;22,64;;;7;1,88
"A726";2006-11-08;0;29,5;23,04;16,6;58,12;958,99;25,87;;;12,6;3,86
"A726";2006-11-09;0;29,5;22,31;14,5;53;958,7;23,13;;;9,7;2,88
"A726";2006-11-10;1,8;28,1;22,77;15,1;47,71;959;23,26;;;10,3;3,22
"A726";2006-11-11;0;27,2;20,51;12,9;51,42;961,43;29,2;;;13,2;3,41
"A726";2006-11-12;0;28,5;21,53;14,7;47,58;964,05;29,59;;;12,7;3,86
"A726";2006-11-13;0;30;22,4;16,2;54,79;965,15;30,04;;;12,4;4,4
"A726";2006-11-14;0;30,3;22,89;16,4;56,92;963,05;28,81;;;11,3;3,42
"A726";2006-11-15;0;33,6;25,2;18,2;53,46;960,69;25,14;;;8,3;2,58
"A726";2006-11-16;0;35,6;26,66;19,9;53,29;960,52;22,76;;;11,3;1,75
"A726";2006-11-17;0;36,2;28,67;23,3;51,21;960,68;23;;;8,2;1,43
"A726";2006-11-18;0;37,9;30,31;23,7;46,38;959;24,56;;;9,3;1,08
"A726";2006-11-19;14,2;35,6;26,56;23;69,79;959,1;18,04;;;9,3;2,43
"A726";2006-11-20;0;33,4;25,92;21,1;72,79;959,05;24,78;;;8,5;1,69
"A726";2006-11-21;0;31,7;24,68;19,4;67,79;960,85;19,83;;;10,6;3,07
"A726";2006-11-22;0;35,1;26,89;19,4;58,12;959,48;29,15;;;7,8;2,45
"A726";2006-11-23;0;35,6;28,58;21,7;46,75;958,16;28,43;;;8,3;2,17
"A726";2006-11-24;0;36,3;28,8;21,9;43;958,77;27,97;;;10,3;3,29
"A726";2006-11-25;2,6;34;28,23;22,6;56,08;958,69;26,61;;;14,6;2,8
"A726";2006-11-26;16,8;32;24,82;21,5;81,12;958,45;24,21;;;13,8;2,15
"A726";2006-11-27;0;32,8;25,45;21,2;77,38;956,78;23,76;;;6,3;1,38
"A726";2006-11-28;0;30,4;26,32;23,2;74,33;955,52;15,55;;;6,8;1,22
"A726";2006-11-29;7,4;33,1;25,64;21,9;78,25;955,93;23,78;;;12;0,9
"A726";2006-11-30;0;33,4;27,17;22,9;73,96;956,89;24,9;;;12;1,92
"A726";2006-12-01;0;32,8;25,91;20,1;60,5;959,27;31,01;;;14,3;4,36
"A726";2006-12-02;0;32,1;25,66;19,2;59,62;959,48;26,76;;;12;4,11
"A726";2006-12-03;0,6;32,1;26,28;21,7;70,67;959,12;16,84;;;9,2;2,54
"A726";2006-12-04;12,6;28,1;24,04;21,2;84,42;959,68;10,75;;;7,8;1,28
"A726";2006-12-05;14;;;;;;12,5;;;6,8;1,8
"A726";2006-12-06;2,6;31,3;25,36;21,7;80,21;959,37;19,95;;;8,2;1,21
"A726";2006-12-07;11,4;28,4;23,75;20,2;79,92;957,03;17,3;;;12,3;1,52
"A726";2006-12-08;22,4;30,1;24,13;19,5;77,42;957,13;20,72;;;7,9;1,92
"A726";2006-12-09;42,2;27,6;23,29;21,3;88,5;957,39;14,41;;;6,8;1,24
"A726";2006-12-10;7,4;31,5;25,34;20,7;77,71;956,95;23,05;;;7,9;1,79
"A726";2006-12-11;18,4;31,8;25,52;19,9;69,5;958,13;28,14;;;11,5;3,36
"A726";2006-12-12;0;31,5;25,66;20,2;65,62;959,27;25,2;;;10,9;3,75
"A726";2006-12-13;0;31,6;25,96;20,4;67,38;958,57;25,91;;;11,4;4,12
"A726";2006-12-14;2,6;29,5;24,77;22,3;83,96;958,3;17,29;;;10,3;2,74
"A726";2006-12-15;24,6;31,2;25,75;22,3;81,46;959,34;23,31;;;7,7;1,78
"A726";2006-12-16;0;33,2;27,01;21,6;73,71;958,85;27,51;;;7;1,33
"A726";2006-12-17;0;34,2;27,86;23,3;71,79;959,13;27,1;;;8,1;1,33
"A726";2006-12-18;0;34,4;28,37;23,1;67,54;958,27;29,24;;;6,3;1,12
"A726";2006-12-19;0;33,8;27,65;23,8;72,58;958,19;25,82;;;11,3;1,79
"A726";2006-12-20;17,4;28,6;24,31;21;80,62;959,5;14,65;;;8,5;2
"A726";2006-12-21;13;28;23,87;20,8;87,12;961,11;10,72;;;7,9;1,44
"A726";2006-12-22;1,2;30,7;25,08;21,8;81,62;962,12;21,64;;;6,6;1,21
"A726";2006-12-23;0,6;31,1;24,76;22,1;82,83;961,28;18,17;;;9,2;1,03
"A726";2006-12-24;0,2;33,1;26,17;22,6;78;959,84;22,54;;;6,6;0,86
"A726";2006-12-25;0;34,3;27,16;21,1;67,42;959,47;29,08;;;9;1,85
"A726";2006-12-26;16,8;32,3;25,13;20,4;81,29;959,9;18,58;;;14,9;1,61
"A726";2006-12-27;0;32,7;26,53;22;74,83;960,58;25,36;;;7,7;1,01
"A726";2006-12-28;1;32,1;26,24;21,7;72,71;962,41;17,39;;;7,5;1,63
"A726";2006-12-29;0;32,6;26,68;21,3;66,29;962,25;28,73;;;9,9;2,96
"A726";2006-12-30;0;29,7;24,74;21,7;75,17;961,4;15,45;;;11;3,04
"A726";2006-12-31;3,2;29;23,8;21,8;86,17;960,59;12,78;;;8,1;1,9
"A726";2007-01-01;18,4;28,2;23,38;21,7;89,38;959,27;10,31;;;6,8;1,62
"A726";2007-01-02;19,6;26,5;22,45;21,2;93,38;960,59;9,74;;;8,6;2,31
"A726";2007-01-03;14,4;29,3;23,23;21,2;90,96;960,83;10,87;;;14,1;1,02
"A726";2007-01-04;9,4;29,1;23,79;20,9;88,08;958,6;15,47;;;9,7;0,99
"A726";2007-01-05;71,6;23,1;22,01;20,8;95,21;956,45;3,11;;;9,3;2,38
"A726";2007-01-06;60,4;;;;;;7,56;;;9,5;2,39
"A726";2007-01-07;15,8;26,2;23,34;21;89,17;959,03;9,48;;;10,4;2,77
"A726";2007-01-08;0;31;25,44;22;80,79;960,14;21,93;;;5,9;1,01
"A726";2007-01-09;86,2;31,7;25,93;21,7;81,08;959,9;21,03;;;7,2;1,2
"A726";2007-01-10;0;32,3;26,49;22,4;79,08;959,15;23,22;;;6,5;1,02
"A726";2007-01-11;0,6;32,3;26,23;22,5;77,96;958,6;20,56;;;8,8;1,3
"A726";2007-01-12;5,2;31,9;25,97;22,9;83,62;956,38;17,25;;;9,2;1,36
"A726";2007-01-13;33,6;29,3;24,19;21,9;88,62;953,99;14,89;;;12,9;0,65
"A726";2007-01-14;33,2;28,6;23,69;21,2;89,58;955,12;12,39;;;7,8;1,05
"A726";2007-01-15;4,6;26,9;23,14;20,8;86,83;958,01;11,98;;;6;1,63
"A726";2007-01-16;1;;;;;;12,8;;;8,5;1,79
"A726";2007-01-17;1,8;30,1;24,68;20;78,25;959,15;18,18;;;6,9;1,88
"A726";2007-01-18;46,4;31,1;24,37;21,9;90,08;958,65;13,1;;;13;1,36
"A726";2007-01-19;14,4;33,1;26,04;20,6;78,42;959,04;25,03;;;12;1,25
"A726";2007-01-20;34,6;29,6;25,53;21,6;84,33;960,08;13,14;;;12,6;0,8
"A726";2007-01-21;20,2;29;24,78;21,7;87,88;961,37;14,14;;;8,6;0,83
"A726";2007-01-22;12,4;26,7;23,41;21,2;85,42;961,51;11,96;;;6,8;2
"A726";2007-01-23;0,6;;;;;;19,21;;;6,5;2,29
"A726";2007-01-24;0;;;;;;21,58;;;5,7;1,57
"A726";2007-01-25;;;;;;;23,95;;;;
"A726";2007-01-26;0;32,2;26,56;22,8;77,17;959,01;19,45;;;6;1,06
"A726";2007-01-27;8,2;;;;;;16,24;;;8,6;1,14
"A726";2007-01-28;8,8;;;;;;16,23;;;7,3;1,4
"A726";2007-01-29;16,2;;;;;;20,11;;;12,4;1,17
"A726";2007-01-30;0;;;;;;14,22;;;4,8;0,6
"A726";2007-01-31;0;;;;;;18,47;;;6,9;1,74
"A726";2007-02-01;0;33,3;27,31;22,3;71,29;959,39;24,99;;;6,4;1,58
"A726";2007-02-02;11,6;;;;;;19,47;;;10,6;1,47
"A726";2007-02-03;0;;;;;;17,82;;;7,5;1,75
"A726";2007-02-04;;;;;;;21,93;;;;
"A726";2007-02-05;2,2;;;;;;19,07;;;8,9;2,41
"A726";2007-02-06;2,8;;;;;;23,03;;;6,9;1,78
"A726";2007-02-07;0;30,5;25,82;22,5;77,54;958,45;19,54;;;7,6;1,69
"A726";2007-02-08;23,8;33;26,9;23;77,21;959,89;25,4;;;8,4;1,58
"A726";2007-02-09;73,2;30;24,84;21,8;86;963;16,49;;;8,2;2,32
"A726";2007-02-10;0;33;26,95;23,6;75,88;963,02;22,52;;;10,3;1,98
"A726";2007-02-11;8,8;28,8;24,61;22,4;85,92;961,14;13,22;;;8,9;1,22
"A726";2007-02-12;36,2;29,3;23,06;18,9;75,46;959,9;27,71;;;12,1;3,73
"A726";2007-02-13;0;29,6;22,91;17;68,62;958,93;25,65;;;9,1;3,02
"A726";2007-02-14;0;30,9;24,12;18,5;66,96;957,24;23,83;;;8,6;2,58
"A726";2007-02-15;0;31,9;25,29;18,9;66,29;956,85;28,86;;;8,7;2,85
"A726";2007-02-16;0;34;26,74;20,4;63,75;956,7;27,27;;;7,4;2,21
"A726";2007-02-17;0;33,9;27,59;21,7;66,96;956,56;27,83;;;6;0,78
"A726";2007-02-18;0;32;27,1;23,8;73,96;957,39;16,07;;;8,4;1,54
"A726";2007-02-19;4,4;31,7;25,3;21,6;78,25;957,37;20,61;;;7,9;1,73
"A726";2007-02-20;17,4;30,5;24,67;21;82,08;958,18;19,2;;;11,3;2,28
"A726";2007-02-21;12;32;25,46;21,1;80,92;959,91;22,43;;;13,7;1,63
"A726";2007-02-22;0;33;26,81;22,6;71,08;962,88;29,07;;;9;2,15
"A726";2007-02-23;0;32,9;27,08;21,7;58,79;964,35;29,78;;;7,9;2,1
"A726";2007-02-24;0;34,6;27,45;21,2;58,67;963,37;28,45;;;6,8;0,94
"A726";2007-02-25;0;31,5;25,94;21,4;65,88;961,62;14,91;;;6,1;1,26
"A726";2007-02-26;0;30,6;25,08;21;69,79;960,88;18,66;;;7;1,4
"A726";2007-02-27;0;30,4;24,8;21;72,83;960,81;16,24;;;7,8;1,71
"A726";2007-02-28;0;31,7;25,28;21,3;74,5;961,03;22,4;;;10,8;2,06
"A726";2007-03-01;0,4;30,5;24,46;20,6;79,25;960,92;17,06;;;9,6;1,94
"A726";2007-03-02;0;32,9;26,32;21,7;68,75;961,69;26,3;;;8,3;1,94
"A726";2007-03-03;0;32,9;27,29;21,5;61,58;962,47;26,79;;;8,1;1,57
"A726";2007-03-04;0;33,3;27,28;22,1;61,62;962,52;27,8;;;8,4;2,21
"A726";2007-03-05;0;33,4;27,52;22,2;54,17;962,62;27,96;;;9,6;1,89
"A726";2007-03-06;0;34,1;27,49;21,4;52,21;963,09;27,78;;;9,2;1,65
"A726";2007-03-07;0;34,6;28,15;21,8;55,33;963,89;26,89;;;7,2;1,93
"A726";2007-03-08;0;34,9;27,55;22,1;58,04;961,95;26,01;;;7,6;2,38
"A726";2007-03-09;0;35,1;26,59;20,6;63,62;960,48;23,91;;;13,3;1,79
"A726";2007-03-10;2;34,4;25,99;20,5;68,04;960,44;24,92;;;9,1;1,57
"A726";2007-03-11;1,4;34,9;26,37;21,7;68,12;960,42;22,45;;;10,3;2,02
"A726";2007-03-12;0;34,9;26,71;21,5;66,04;960,74;26,64;;;9,1;1,79
"A726";2007-03-13;0;32,8;26,88;22;63,12;961,88;22,87;;;8;2,44
"A726";2007-03-14;0,4;33,9;25,56;20,7;68,29;957,67;19,75;;;14,8;2,38
"A726";2007-03-15;5,6;31,1;23,19;18,5;80,08;948,88;17,69;;;10,4;1,9
"A726";2007-03-16;9,4;30,3;23,24;20,7;86,12;948,42;13,94;;;12,1;1,49
"A726";2007-03-17;5,2;28,2;23,27;20,7;84,79;948,37;15,15;;;6,6;1,07
"A726";2007-03-18;29,8;28;23,01;20;84,42;946,85;17,92;;;10,2;2,45
"A726";2007-03-19;13;25,9;22,11;20,1;84,54;947,7;10,35;;;9,5;2,37
"A726";2007-03-20;0,2;27;21,66;17,8;75,29;949,02;16,47;;;7,1;1,42
"A726";2007-03-21;0;29;21,66;14;69,88;949,02;24,5;;;8,1;1,88
"A726";2007-03-22;1;27;22,55;19,3;79,5;949,71;11,79;;;3,8;0,85
"A726";2007-03-23;1,6;31,9;24,1;18,7;77,83;950,89;22,71;;;6,8;0,95
"A726";2007-03-24;10;32,2;24,19;19,2;79,17;951,55;20,7;;;14,4;1,37
"A726";2007-03-25;0;32,1;24,55;17,2;66,46;950,95;25,01;;;5,2;1,52
"A726";2007-03-26;0;32,1;24,26;16,5;71,33;949,86;21,82;;;6,5;1,66
"A726";2007-03-27;0;33;25,46;18,5;70,08;950;22,09;;;4,5;1,25
"A726";2007-03-28;0;33,8;26,22;19,6;67,75;950,6;22,77;;;4,8;1,39
"A726";2007-03-29;0;33,8;26,13;18;64,71;949,64;23,65;;;9,5;1,42
"A726";2007-03-30;0;32,7;26,07;19,4;69,17;949,08;23,07;;;8,9;1,94
"A726";2007-03-31;0;33,3;25,79;18,7;67,83;948,34;22,14;;;6,9;0,91
"A726";2007-04-01;0;32,7;25,96;19,7;67,92;949,3;22,1;;;7,8;1,64
"A726";2007-04-02;0;32,7;25,69;19,5;69,58;950,05;22,56;;;7,8;1,57
"A726";2007-04-03;0;32,5;25,25;19,8;73,17;949,07;18,58;;;7,5;1,26
"A726";2007-04-04;0;32,2;25,51;20,4;71,29;948,38;20,19;;;9,7;1,84
"A726";2007-04-05;0;30,4;24,44;20,1;73,71;950,32;18,95;;;10,4;3,71
"A726";2007-04-06;0;28,6;22,27;17,2;73,17;951,45;19,18;;;9,3;3,18
"A726";2007-04-07;1,2;28,2;21,18;17,2;82,88;951,22;13,36;;;8,9;1,68
"A726";2007-04-08;6,6;24;20,79;18,7;92,92;948,79;7,13;;;10,1;2,04
"A726";2007-04-09;0,2;28,5;21,74;16,9;82,17;947,15;18,77;;;11,5;1,96
"A726";2007-04-10;0;28,9;22,2;16,4;73,71;948,9;19,88;;;7;1,75
"A726";2007-04-11;0;30,2;22,86;16,3;73,58;951,36;20,88;;;9,5;2,03
"A726";2007-04-12;0;30,9;23,91;18;71,83;952,24;18,63;;;12,3;2,37
"A726";2007-04-13;0;28,6;23,18;18,7;77,92;953,08;18,37;;;9,1;2,05
"A726";2007-04-14;0;30,4;23,22;16,8;71,88;952,95;21,17;;;8,1;1,85
"A726";2007-04-15;0;30,5;23,56;17,3;72,83;953,32;17,9;;;9;1,84
"A726";2007-04-16;0;30,8;23,9;17,8;69,58;952,38;21,31;;;8,5;1,55
"A726";2007-04-17;0;29,8;23,06;17,1;71,58;951,13;19,41;;;9,5;2,16
"A726";2007-04-18;0;29,9;22,95;17,1;68,67;951,15;19,19;;;9,8;2,3
"A726";2007-04-19;0;30,2;23,63;17,4;68,42;952,5;20,36;;;10,6;2,42
"A726";2007-04-20;0;30,5;23,2;17,3;72,33;953,09;18,63;;;10,7;1,55
"A726";2007-04-21;14;27,6;21,88;19;86,12;952,24;11,75;;;10,9;1,05
"A726";2007-04-22;2;29,6;22,82;18,1;79;951,53;18,67;;;8,6;1,49
"A726";2007-04-23;0,2;30;23,38;18;78,29;951,03;18,08;;;9;1,5
"A726";2007-04-24;0;31,1;24,2;18,1;74,5;949,78;18,75;;;8,1;1,55
"A726";2007-04-25;0;30,4;24,14;19,2;76,92;948,52;14,3;;;9,7;2,08
"A726";2007-04-26;6,8;30,8;23,71;19,6;80,71;946,86;12,33;;;20,6;2,24
"A726";2007-04-27;6,8;;;;;;4,44;;;11,6;3,13
"A726";2007-04-28;0,4;23,1;18,37;14,7;73,79;956,2;12,14;;;12,4;4,6
"A726";2007-04-29;0;23,4;19,46;16,4;77,71;955,2;7,58;;;9;1,8
"A726";2007-04-30;0;26,8;20,2;14,7;81,38;952,89;16,14;;;5,5;1,35
"A726";2007-05-01;0,2;27,6;20,11;13,1;71,42;952,22;20,21;;;8,8;1,57
"A726";2007-05-02;0;28,4;18,89;10;66,71;951,95;19,88;;;5,3;1,38
"A726";2007-05-03;0;27,9;19,98;13,5;72,38;952,7;19,06;;;9,6;2,7
"A726";2007-05-04;0;28,7;21,74;15,8;72,79;953,61;17,95;;;9,3;2,81
"A726";2007-05-05;0;28,3;21,33;14,6;72,42;952,8;18,8;;;8;1,74
"A726";2007-05-06;0;28,4;20,49;12,7;70,04;950,61;17,26;;;8,1;2,21
"A726";2007-05-07;0;29,5;20,91;13,1;66,92;949,32;18,25;;;7,4;1,93
"A726";2007-05-08;0;31;21;13,9;73,04;948,8;14,23;;;10,2;2,48
"A726";2007-05-09;7,6;21,8;17,02;12,3;86,42;953,82;4,97;;;10,6;3,58
"A726";2007-05-10;0;22,4;14,67;7,8;72,54;957,12;18,28;;;14;4,39
"A726";2007-05-11;0;24,3;16,72;11,6;72,5;956,44;12,32;;;9,6;2,11
"A726";2007-05-12;0;28,1;20,05;14,2;75,96;955,8;16,08;;;7;1,81
"A726";2007-05-13;0;;;;;;17,07;;;5,2;1,39
"A726";2007-05-14;0,2;;;;;;12,95;;;9,4;2,27
"A726";2007-05-15;0;26,4;20,67;16,3;74,62;952,66;14,57;;;6,4;1,77
"A726";2007-05-16;0;30,7;19,94;11,7;72,04;950,83;16,9;;;7,8;1,49
"A726";2007-05-17;0;31,6;22,99;16,1;64,54;950,58;17,19;;;8,9;2,46
"A726";2007-05-18;0;30,2;22,49;16,1;68,54;951,1;13,65;;;7,1;1,18
"A726";2007-05-19;0;24,3;19,9;17,4;80,46;952,6;6,46;;;9,3;2,67
"A726";2007-05-20;0;27,1;19,88;16,3;76,42;952,82;13,64;;;8,5;2,04
"A726";2007-05-21;0,2;29,5;21,29;14,1;73,75;950,04;16,01;;;12;2,49
"A726";2007-05-22;28,2;21,7;18,38;16,1;89,79;948,54;2,27;;;6,5;2,01
"A726";2007-05-23;20,8;18,4;17,45;16,8;95,08;947,46;2,18;;;10,9;2
"A726";2007-05-24;0;18,3;14,71;11,1;77,54;951,76;12,27;;;8;2,99
"A726";2007-05-25;0;20,7;12,54;5,6;75,25;955,31;17,33;;;8,8;2,4
"A726";2007-05-26;0,2;23;14,16;6,8;76,38;952,83;16,44;;;8,9;1,64
"A726";2007-05-27;1,6;20,3;14,68;10,8;83,38;951,09;6,54;;;9,4;1,95
"A726";2007-05-28;0,4;22,9;14,84;9,7;86,42;951,82;14,39;;;5,2;1,69
"A726";2007-05-29;2;22,8;16,84;12,8;82,96;951,53;12,1;;;8,3;1,84
"A726";2007-05-30;0;17,7;13,26;8,5;70,75;955,99;16,08;;;9,8;3,57
"A726";2007-05-31;0;;;;;;15,75;;;8;1,98
"A726";2007-06-01;0;27,9;17,59;10,1;75,62;952,06;15,15;;;8,5;2,45
"A726";2007-06-02;18,2;22,4;19,12;17,4;88,71;950,29;2,51;;;8,7;1,87
"A726";2007-06-03;3,6;20,6;17,8;14,8;85,38;951,57;9,46;;;10,6;2,56
"A726";2007-06-04;0,2;19,8;13,19;6,9;72,58;955,05;17,08;;;6;1,35
"A726";2007-06-05;0,2;22,6;12,19;3,4;73,92;954,48;16,59;;;4;1,48
"A726";2007-06-06;0;25;14,06;5,5;72,17;953,53;16,08;;;5,3;1,86
"A726";2007-06-07;0;28;17,92;10,3;70,33;952,56;15,77;;;6,7;2,12
"A726";2007-06-08;0;28,6;19,51;12,4;72,96;952,73;15,65;;;4,3;1,92
"A726";2007-06-09;0,2;28,7;19,06;11,9;73,79;953,15;15,57;;;7,1;2,07
"A726";2007-06-10;0;28,5;19,59;12;72,83;953,16;15,64;;;7,8;2,05
"A726";2007-06-11;;;;;;;15,35;;;;
"A726";2007-06-12;0;28,1;19,34;11,1;69,62;952,85;15,95;;;8,6;2,25
"A726";2007-06-13;0,2;28,4;18,73;11;69,54;951,75;16,02;;;7,4;2,37
"A726";2007-06-14;0;28,9;19,08;11,3;70,38;951,33;15,42;;;6,1;2,02
"A726";2007-06-15;0;29,4;20,19;12,4;70,29;950,71;15,35;;;13;3,06
"A726";2007-06-16;0;28,4;20,61;13,1;69,42;952,41;15,02;;;5,7;2,07
"A726";2007-06-17;0;28,6;19,85;12,9;75,33;953,85;14,69;;;6,2;1,44
"A726";2007-06-18;0;28,9;20,16;14,2;71,79;954,85;12,96;;;5;1,78
"A726";2007-06-19;0;27,8;20,86;14,4;62,79;955,39;15,46;;;9;1,89
"A726";2007-06-20;0;26,7;17,79;10;69,33;956;15,3;;;9,6;2,45
"A726";2007-06-21;0;26,7;18,33;10,1;67,62;956,57;15,66;;;8,6;2,26
"A726";2007-06-22;0;27,2;18,43;11;70,79;954,42;15,85;;;9;2,29
"A726";2007-06-23;0;27;19,56;12,7;63,79;952,01;14,73;;;9,2;2,63
"A726";2007-06-24;0;27,5;18,59;11,2;68,71;953,83;15,1;;;8,1;2,48
"A726";2007-06-25;0;24,6;17,96;11,5;78,67;957,25;13,01;;;10,6;2,64
"A726";2007-06-26;0;26,2;18;11,7;74,5;957,21;14,66;;;9,9;1,69
"A726";2007-06-27;0;28,1;19,1;12,5;71,58;954,66;14;;;7,4;2,42
"A726";2007-06-28;2;27;20;13,8;72,21;953,5;12,62;;;6;1,85
"A726";2007-06-29;0;23,5;18,06;14,1;83,75;955,72;11,55;;;5,3;1,29
"A726";2007-06-30;0,2;25,4;17,14;10,8;78,04;956,38;14,66;;;6,3;1,53
"A726";2007-07-01;0,2;24,5;16,15;8,6;71,92;958,07;15,54;;;7,3;1,45
"A726";2007-07-02;0;23,7;14,19;6,5;75,5;958,37;13,46;;;3,9;1,12
"A726";2007-07-03;0;25,8;15,59;7,2;72,83;956,25;14,66;;;4,3;1,52
"A726";2007-07-04;0,2;27,2;17,26;9,2;70,25;955,18;14,97;;;5,4;1,78
"A726";2007-07-05;0;28,8;18,77;10,8;67,29;955,11;15,24;;;8,8;2,41
"A726";2007-07-06;0;28,9;20,5;12,8;63,08;953,99;15,03;;;8,5;1,88
"A726";2007-07-07;0;28,8;21,3;15,9;61,67;952,38;14,35;;;9;2,31
"A726";2007-07-08;0;29,4;21,51;13,5;53,08;951,91;16,03;;;11,5;2,37
"A726";2007-07-09;0;29,5;19,4;11,2;62,92;953,3;15,85;;;7,3;2,15
"A726";2007-07-10;0;29,6;20,04;11,1;60,42;951,33;15,53;;;10,5;2,67
"A726";2007-07-11;0;25,7;19,22;12,3;68,75;952,29;12,78;;;10,2;1,91
"A726";2007-07-12;0;23,6;16,39;11,2;74,62;954,84;11,81;;;7,2;2,07
"A726";2007-07-13;0;28,2;18,53;11,1;69,33;953,6;13,7;;;10,8;1,85
"A726";2007-07-14;0;29,8;20,88;13,9;58,42;951,8;14,28;;;7,4;2,24
"A726";2007-07-15;0;28,4;21,32;15,6;62,25;950,5;11,54;;;8,9;2,23
"A726";2007-07-16;33,4;20,4;16,63;15,2;91,38;952,17;2,02;;;14,8;1,87
"A726";2007-07-17;32;17,6;15,69;14,8;96,17;952,6;2,68;;;7,8;1,5
"A726";2007-07-18;20,4;19,2;15,92;14,3;92,08;949,35;11,51;;;11,2;2,72
"A726";2007-07-19;0,2;20,1;13,69;7,8;81,92;951,93;15,15;;;6,2;1,62
"A726";2007-07-20;0,2;25,4;14,15;5,6;77,71;952,42;16,32;;;5,3;1,82
"A726";2007-07-21;0,2;28,9;16,56;7,4;74,83;951,7;16,36;;;5,2;1,95
"A726";2007-07-22;0;30,5;20,4;11,2;62,83;947,11;15,09;;;13,2;3,35
"A726";2007-07-23;37;24,1;20,47;17,5;78,33;946,24;1,22;;;11,9;2,47
"A726";2007-07-24;12,8;22,7;17,24;15,6;96,62;949,63;5,1;;;14;1,15
"A726";2007-07-25;39,2;20,4;17,75;14,7;91,12;948,95;4,97;;;13,2;3,5
"A726";2007-07-26;0;18;13;7,9;73,46;956,17;14,08;;;8,1;1,94
"A726";2007-07-27;0;20,1;13,12;8,1;79,04;956,45;13,5;;;5,3;1,38
"A726";2007-07-28;0;;;;;;6,65;;;10,5;3,42
"A726";2007-07-29;0;17,2;12,27;8,7;66,33;960,9;17,54;;;14;5,99
"A726";2007-07-30;0;20,6;12,39;5,8;64,5;958,65;17,68;;;8;2,96
"A726";2007-07-31;0;25;15,32;7,7;69,12;954,62;16,58;;;8,1;1,67
