modelo;marca;ano;data_referencia;valor
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-02-01;55102
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-03-01;54855
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-04-01;54896
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-05-01;55441
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-06-01;55148
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-07-01;57081
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-08-01;57478
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-09-01;57095
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-10-01;57611
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-11-01;58062
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;0 km;2018-12-01;57885
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-01-01;50133
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-02-01;50131
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-03-01;49972
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-04-01;50660
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-05-01;51266
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-06-01;51976
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-07-01;50781
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-08-01;50744
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-09-01;50455
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-10-01;50450
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-11-01;50018
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.;GM - Chevrolet;2018;2018-12-01;50100
Fit DX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-01-01;63085
Fit DX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-02-01;63085
Fit DX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-03-01;63890
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-01-01;58000
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-02-01;58308
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-03-01;58053
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-04-01;57769
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-05-01;57860
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-06-01;58277
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-07-01;58913
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-08-01;59290
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-09-01;59822
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-10-01;60225
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-11-01;60807
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-12-01;59900
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-01-01;53245
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-02-01;53029
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-03-01;52799
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-04-01;53511
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-05-01;53741
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-06-01;53720
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-07-01;54426
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-08-01;54451
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-09-01;53361
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-10-01;54085
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-11-01;53695
Fit DX 1.5 Flexone 16V 5p Mec.;Honda;2018;2018-12-01;52302
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-01-01;73220
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-02-01;72899
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-03-01;73894
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-04-01;74851
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-05-01;74817
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-06-01;75046
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-07-01;75107
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-08-01;75102
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-09-01;75060
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-10-01;75553
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-11-01;76282
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;0 km;2018-12-01;76903
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-01-01;67398
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-02-01;67005
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-03-01;66731
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-04-01;66730
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-05-01;67852
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-06-01;67998
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-07-01;68942
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-08-01;69112
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-09-01;67988
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-10-01;68105
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-11-01;67552
Fit EX/S/EX 1.5 Flex/Flexone 16V 5p Aut.;Honda;2018;2018-12-01;66854
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-01-01;79137
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-02-01;79216
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-03-01;80371
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-04-01;80539
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-05-01;79917
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-06-01;80222
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-07-01;80775
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-08-01;80742
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-09-01;80587
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-10-01;81242
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-11-01;82032
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;0 km;2018-12-01;81554
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-01-01;72561
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-02-01;72366
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-03-01;72122
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-04-01;72120
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-05-01;72165
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-06-01;72160
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-07-01;73170
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-08-01;74179
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-09-01;72695
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-10-01;72779
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-11-01;72312
Fit EXL 1.5 Flex/Flexone 16V 5p Aut;Honda;2018;2018-12-01;71754
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-01-01;69070
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-02-01;68540
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-03-01;69482
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-04-01;70025
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-05-01;69436
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-06-01;69292
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-07-01;69477
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-08-01;69843
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-09-01;69186
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-10-01;70016
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-11-01;70847
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-12-01;71406
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-01-01;62922
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-02-01;62768
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-03-01;62492
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-04-01;62490
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-05-01;63005
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-06-01;62794
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-07-01;63637
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-08-01;64023
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-09-01;62742
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-10-01;63250
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-11-01;62756
Fit LX 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-12-01;61926
Fit LX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-01-01;61713
Fit LX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-02-01;61713
Fit LX 1.5 Flexone 16V 5p Mec.;Honda;0 km;2018-03-01;61720
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-01-01;69199
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-02-01;69990
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-03-01;69485
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-04-01;68602
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-05-01;67929
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-06-01;67399
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-07-01;67713
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-08-01;67437
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-09-01;67290
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-10-01;67055
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-11-01;67732
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;0 km;2018-12-01;68700
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-01-01;62425
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-02-01;62228
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-03-01;61999
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-04-01;61871
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-05-01;61706
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-06-01;61700
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-07-01;61720
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-08-01;61715
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-09-01;60480
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-10-01;60351
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-11-01;60020
Fit Personal 1.5 Flexone 16V 5p Aut.;Honda;2018;2018-12-01;58451
HB20 1 Million 1.6 Flex 16V Aut.;Hyundai;0 km;2018-09-01;64021
HB20 1 Million 1.6 Flex 16V Aut.;Hyundai;0 km;2018-10-01;63358
HB20 1 Million 1.6 Flex 16V Aut.;Hyundai;0 km;2018-11-01;63108
HB20 1 Million 1.6 Flex 16V Aut.;Hyundai;0 km;2018-12-01;64236
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-01-01;49488
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-02-01;49302
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-03-01;49145
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-04-01;49145
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-05-01;49287
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-06-01;49173
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-07-01;49150
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-08-01;49150
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-09-01;49470
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-10-01;49955
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-11-01;49955
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;0 km;2018-12-01;49955
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-01-01;43804
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-02-01;43588
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-03-01;43463
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-04-01;44042
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-05-01;44637
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-06-01;44419
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-07-01;45039
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-08-01;45020
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-09-01;44889
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-10-01;44854
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-11-01;44452
HB20 5 Anos 1.0 Flex 12V Mec.;Hyundai;2018;2018-12-01;44320
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-01-01;60573
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-02-01;60122
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-03-01;60400
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-04-01;60400
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-05-01;60101
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-06-01;60660
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-07-01;59990
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-08-01;59990
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-09-01;59990
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-10-01;60030
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-11-01;60250
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;0 km;2018-12-01;61330
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-01-01;55620
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-02-01;55407
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-03-01;55249
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-04-01;55974
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-05-01;55878
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-06-01;56608
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-07-01;56235
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-08-01;55015
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-09-01;54215
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-10-01;54410
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-11-01;53875
HB20 5 Anos 1.6 Flex 16V Aut.;Hyundai;2018;2018-12-01;53472
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-01-01;52450
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-02-01;52437
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-03-01;51827
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-04-01;51915
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-05-01;52528
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-06-01;54032
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-07-01;54155
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-08-01;54083
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-09-01;54047
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-10-01;54311
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-11-01;54501
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;0 km;2018-12-01;53854
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-01-01;47870
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-02-01;47992
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-03-01;48097
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-04-01;48736
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-05-01;48782
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-06-01;47721
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-07-01;48367
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-08-01;47845
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-09-01;47125
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-10-01;46997
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-11-01;47665
HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.;Hyundai;2018;2018-12-01;47541
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-01-01;57444
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-02-01;57155
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-03-01;56513
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-04-01;56534
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-05-01;57195
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-06-01;57707
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-07-01;58196
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-08-01;58305
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-09-01;58755
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-10-01;58883
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-11-01;59099
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;0 km;2018-12-01;58051
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-01-01;51910
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-02-01;51905
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-03-01;51682
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-04-01;51680
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-05-01;51774
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-06-01;50966
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-07-01;51394
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-08-01;51477
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-09-01;51244
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-10-01;51523
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-11-01;52276
HB20 C.Style/C.Plus 1.6 Flex 16V Aut.;Hyundai;2018;2018-12-01;51110
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-01-01;44768
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-02-01;44768
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-03-01;44904
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-04-01;45003
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-05-01;45080
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-06-01;46712
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-07-01;47075
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-08-01;47082
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-09-01;46985
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-10-01;46625
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-11-01;47101
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;0 km;2018-12-01;47956
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-01-01;40691
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-02-01;40852
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-03-01;40937
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-04-01;41479
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-05-01;41850
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-06-01;41031
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-07-01;41215
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-08-01;41369
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-09-01;40955
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-10-01;41508
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-11-01;40725
HB20 Comf./C.Plus/C.Style 1.0 Flex 12V;Hyundai;2018;2018-12-01;40128
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-01-01;50246
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-02-01;49653
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-03-01;49661
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-04-01;48923
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-05-01;49356
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-06-01;50048
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-07-01;50610
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-08-01;50428
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-09-01;49670
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-10-01;49985
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-11-01;50412
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;0 km;2018-12-01;51451
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-01-01;45442
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-02-01;45429
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-03-01;45288
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-04-01;44429
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-05-01;44745
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-06-01;44458
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-07-01;45054
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-08-01;45035
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-09-01;44965
HB20 Comfort Plus 1.0 TB Flex 12V Mec.;Hyundai;2018;2018-10-01;44120
