regiao;estado;munic_code;municipio;altitude;tmed;ppt;koppen
Norte;RO;1100015;Alta Floresta D'Oeste;246,08;25,42;2313,07;Am
Norte;RO;1100023;Ariquemes;165,9;25,93;2451,48;Am
Norte;RO;1100031;Cabixi;224,18;25,55;2253,05;Am
Norte;RO;1100049;Cacoal;229,95;25,83;2370,35;Am
Norte;RO;1100056;Cerejeiras;192,22;25,64;2286,9;Am
Norte;RO;1100064;Colorado do Oeste;359,62;25,12;2293,84;Am
Norte;RO;1100072;Corumbiara;266,89;25,44;2311,92;Am
Norte;RO;1100080;Costa Marques;190,01;25,33;2416,83;Am
Norte;RO;1100098;Espigao D'Oeste;296,94;25,65;2485,38;Am
Norte;RO;1100106;Guajara-Mirim;197,96;25,32;2467,4;Am
Norte;RO;1100114;Jaru;209,76;25,78;2378,57;Am
Norte;RO;1100122;Ji-Parana;193,68;26;2421,97;Am
Norte;RO;1100130;Machadinho D'Oeste;136,83;26,29;2593,61;Am
Norte;RO;1100148;Nova Brasilandia D'Oeste;249,3;25,57;2278,96;Am
Norte;RO;1100155;Ouro Preto do Oeste;220,01;25,82;2352,07;Am
Norte;RO;1100189;Pimenta Bueno;286,28;25,6;2407,29;Am
Norte;RO;1100205;Porto Velho;120,26;25,86;2497,78;Am
Norte;RO;1100254;Presidente Medici;210,79;25,83;2261,11;Am
Norte;RO;1100262;Rio Crespo;153,27;26,04;2464,8;Am
Norte;RO;1100288;Rolim de Moura;242,23;25,65;2287,15;Am
Norte;RO;1100296;Santa Luzia D'Oeste;341,63;25,24;2299,54;Am
Norte;RO;1100304;Vilhena;409,37;25,17;2464,77;Am
Norte;RO;1100320;Sao Miguel do Guapore;236,82;25,47;2342,96;Am
Norte;RO;1100338;Nova Mamore;205,24;25,39;2504,1;Am
Norte;RO;1100346;Alvorada D'Oeste;248,65;25,55;2293,79;Am
Norte;RO;1100379;Alto Alegre dos Parecis;255,49;25,43;2307,72;Am
Norte;RO;1100403;Alto Paraiso;134,69;25,98;2451,31;Am
Norte;RO;1100452;Buritis;170,1;25,7;2489,82;Am
Norte;RO;1100502;Novo Horizonte do Oeste;252,89;25,56;2283,06;Am
Norte;RO;1100601;Cacaulandia;191,55;25,8;2422,58;Am
Norte;RO;1100700;Campo Novo de Rondonia;248,65;25,42;2466,54;Am
Norte;RO;1100809;Candeias do Jamari;103,22;26,17;2403,08;Am
Norte;RO;1100908;Castanheiras;201,43;25,82;2272,62;Am
Norte;RO;1100924;Chupinguaia;329,97;25,31;2347,48;Am
Norte;RO;1100940;Cujubim;128,98;26,22;2484,02;Am
Norte;RO;1101005;Governador Jorge Teixeira;279,41;25,4;2403,48;Am
Norte;RO;1101104;Itapua do Oeste;115,7;26,16;2418,44;Am
Norte;RO;1101203;Ministro Andreazza;304,56;25,54;2323,63;Am
Norte;RO;1101302;Mirante da Serra;271,69;25,45;2340,58;Am
Norte;RO;1101401;Monte Negro;201,29;25,7;2449,93;Am
Norte;RO;1101435;Nova Uniao;276,91;25,51;2317,67;Am
Norte;RO;1101450;Parecis;329,49;25,29;2318,77;Am
Norte;RO;1101468;Pimenteiras do Oeste;186,31;25,62;2288,48;Am
Norte;RO;1101476;Primavera de Rondonia;233,73;25,73;2323,23;Am
Norte;RO;1101484;Sao Felipe D'Oeste;251,28;25,63;2309,57;Am
Norte;RO;1101492;Sao Francisco do Guapore;173,21;25,54;2364,42;Am
Norte;RO;1101500;Seringueiras;211,42;25,48;2360,26;Am
Norte;RO;1101559;Teixeiropolis;219,42;25,76;2273,93;Am
Norte;RO;1101609;Theobroma;178,32;25,99;2452,78;Am
Norte;RO;1101708;Urupa;223,46;25,7;2278,77;Am
Norte;RO;1101757;Vale do Anari;159,34;26,18;2558,92;Am
Norte;RO;1101807;Vale do Paraiso;182,73;25,99;2408,68;Am
Norte;AC;1200013;Acrelandia;165,47;24,99;2288,33;Am
Norte;AC;1200054;Assis Brasil;305,21;23,61;2416,51;Af
Norte;AC;1200104;Brasileia;273,61;23,95;2297,1;Af
Norte;AC;1200138;Bujari;189,97;24,6;2158,93;Am
Norte;AC;1200179;Capixaba;197,4;24,6;2105,45;Am
Norte;AC;1200203;Cruzeiro do Sul;226,06;23,02;2333,08;Af
Norte;AC;1200252;Epitaciolandia;243,8;24,19;2242,02;Am
Norte;AC;1200302;Feijo;251,14;23,65;2409,12;Af
Norte;AC;1200328;Jordao;330,41;23,04;2406,4;Af
Norte;AC;1200336;Mancio Lima;257,6;22,69;2334,88;Af
Norte;AC;1200344;Manoel Urbano;233,58;23,97;2379,61;Af
Norte;AC;1200351;Marechal Thaumaturgo;282,43;22,93;2432,81;Af
Norte;AC;1200385;Placido de Castro;179,76;24,81;2158,95;Am
Norte;AC;1200393;Porto Walter;244,35;22,99;2374,66;Af
Norte;AC;1200401;Rio Branco;209,03;24,45;2135,12;Am
Norte;AC;1200427;Rodrigues Alves;250,56;22,79;2313,63;Af
Norte;AC;1200435;Santa Rosa do Purus;251,66;23,74;2385,35;Af
Norte;AC;1200450;Senador Guiomard;177,03;24,82;2149,59;Am
Norte;AC;1200500;Sena Madureira;231,54;24,1;2285,62;Am
Norte;AC;1200609;Tarauaca;252,67;23,43;2349,87;Af
Norte;AC;1200708;Xapuri;227,59;24,31;2184,28;Am
Norte;AC;1200807;Porto Acre;172,78;24,78;2184,48;Am
Norte;AM;1300029;Alvaraes;78,54;25,66;2796,51;Af
Norte;AM;1300060;Amatura;83,74;24,72;3014,97;Af
Norte;AM;1300086;Anama;40,78;26,66;2732,23;Af
Norte;AM;1300102;Anori;35,18;26,66;2707,45;Af
Norte;AM;1300144;Apui;154,7;26,74;2943,41;Am
Norte;AM;1300201;Atalaia do Norte;157,3;23,5;2950,42;Af
Norte;AM;1300300;Autazes;30,93;27,15;2429,42;Af
Norte;AM;1300409;Barcelos;91,99;25,62;2931,24;Af
Norte;AM;1300508;Barreirinha;35,36;27,45;2324,52;Af
Norte;AM;1300607;Benjamin Constant;139,73;24,07;2913,58;Af
Norte;AM;1300631;Beruri;47,19;26,71;2804,75;Af
Norte;AM;1300680;Boa Vista do Ramos;27,15;27,41;2224,08;Af
Norte;AM;1300706;Boca do Acre;170,74;24,74;2413,01;Am
Norte;AM;1300805;Borba;60,79;27,1;2689,38;Af
Norte;AM;1300839;Caapiranga;47,75;26,56;2729,92;Af
Norte;AM;1300904;Canutama;83,37;26,11;2594,89;Am
Norte;AM;1301001;Carauari;108,75;25,1;2913,11;Af
Norte;AM;1301100;Careiro;34,96;27,02;2564,94;Af
Norte;AM;1301159;Careiro da Varzea;22,84;27,13;2318,14;Af
Norte;AM;1301209;Coari;67,58;26,07;2714,27;Af
Norte;AM;1301308;Codajas;48,4;26,32;2705,72;Af
Norte;AM;1301407;Eirunepe;176,14;24,06;2628,36;Af
Norte;AM;1301506;Envira;183,76;24,1;2567,23;Af
Norte;AM;1301605;Fonte Boa;60,73;25,28;2933,71;Af
Norte;AM;1301654;Guajara;211,38;23,02;2426,71;Af
Norte;AM;1301704;Humaita;71,92;26,52;2614,22;Am
Norte;AM;1301803;Ipixuna;191,5;23,6;2607,55;Af
Norte;AM;1301852;Iranduba;45,99;26,86;2499,15;Af
Norte;AM;1301902;Itacoatiara;35,97;27,21;2137,45;Af
Norte;AM;1301951;Itamarati;138,89;24,84;2919,67;Af
Norte;AM;1302009;Itapiranga;80,5;26,99;2169,63;Af
Norte;AM;1302108;Japura;107,63;24,38;3572,85;Af
Norte;AM;1302207;Jurua;78,1;25,37;2926,04;Af
Norte;AM;1302306;Jutai;123,74;24,68;3011,92;Af
Norte;AM;1302405;Labrea;122,89;25,52;2634,45;Am
Norte;AM;1302504;Manacapuru;33,69;26,83;2648,03;Af
Norte;AM;1302553;Manaquiri;35,23;26,92;2671,71;Af
Norte;AM;1302603;Manaus;66,97;26,77;2426,36;Af
Norte;AM;1302702;Manicore;71,65;26,73;2854,96;Am
Norte;AM;1302801;Maraa;51,36;25,67;2900,87;Af
Norte;AM;1302900;Maues;101,45;27,16;2475,46;Af
Norte;AM;1303007;Nhamunda;104,95;26,93;2318,21;Af
Norte;AM;1303106;Nova Olinda do Norte;37,73;27,3;2328,33;Af
Norte;AM;1303205;Novo Airao;57,76;26,42;2700;Af
Norte;AM;1303304;Novo Aripuana;87,97;26,85;2906,27;Am
Norte;AM;1303403;Parintins;25,22;27,49;2318,99;Af
Norte;AM;1303502;Pauini;161,94;24,75;2713,41;Af
Norte;AM;1303536;Presidente Figueiredo;98,07;26,53;2464,36;Af
Norte;AM;1303569;Rio Preto da Eva;92,65;26,78;2295,44;Af
Norte;AM;1303601;Santa Isabel do Rio Negro;124,36;24,94;3295,62;Af
Norte;AM;1303700;Santo Antonio do Ica;94,86;24,37;3187,26;Af
Norte;AM;1303809;Sao Gabriel da Cachoeira;116,7;24,04;3619,62;Af
Norte;AM;1303908;Sao Paulo de Olivenca;126,81;24,32;2994,55;Af
Norte;AM;1303957;Sao Sebastiao do Uatuma;94,09;26,86;2280,52;Af
Norte;AM;1304005;Silves;60,65;27,12;2085,8;Af
Norte;AM;1304062;Tabatinga;97,02;24,28;3043,2;Af
Norte;AM;1304104;Tapaua;85,84;25,89;2820,02;Af
Norte;AM;1304203;Tefe;86,29;25,65;2804,82;Af
Norte;AM;1304237;Tonantins;88,05;24,77;3254,59;Af
Norte;AM;1304260;Uarini;70,76;25,61;2835,27;Af
Norte;AM;1304302;Urucara;131,71;26,49;2432,43;Af
Norte;AM;1304401;Urucurituba;13;27,42;2187,98;Af
Norte;RR;1400027;Amajari;396,94;23,79;2611,61;Am
Norte;RR;1400050;Alto Alegre;445,62;23,76;2740,29;Am
Norte;RR;1400100;Boa Vista;87,63;25,42;1808,37;Am
Norte;RR;1400159;Bonfim;125,7;25,51;1941,42;Am
Norte;RR;1400175;Canta;146,81;25,48;1941,23;Am
Norte;RR;1400209;Caracarai;107,84;25,73;2512,66;Af
Norte;RR;1400233;Caroebe;219,43;25,77;2490,53;Af
Norte;RR;1400282;Iracema;313,08;24,52;2685,23;Am
Norte;RR;1400308;Mucajai;217,67;24,86;2403,97;Am
Norte;RR;1400407;Normandia;179,46;24,99;2010,82;Am
Norte;RR;1400456;Pacaraima;349,74;24,13;2022,45;Am
Norte;RR;1400472;Rorainopolis;64,26;26,2;2601,4;Af
Norte;RR;1400506;Sao Joao da Baliza;147,2;26,01;2520,74;Af
Norte;RR;1400605;Sao Luiz;121,64;25,99;2488,59;Af
Norte;RR;1400704;Uiramuta;759,87;22,58;1876,24;Am
Norte;PA;1500107;Abaetetuba;13,29;27,97;2959,98;Af
Norte;PA;1500131;Abel Figueiredo;212,29;27,13;1796,53;Aw
Norte;PA;1500206;Acara;34,87;27,88;2821,18;Af
Norte;PA;1500305;Afua;11,92;27,75;2832,16;Am
Norte;PA;1500347;agua Azul do Norte;313,6;26,65;2212,62;Am
Norte;PA;1500404;Alenquer;316,49;26,17;2181,02;Am
Norte;PA;1500503;Almeirim;271,02;26,31;2544,88;Am
Norte;PA;1500602;Altamira;266,33;26,81;2671,27;Am
Norte;PA;1500701;Anajas;19,92;27,82;2943,63;Am
Norte;PA;1500800;Ananindeua;15,77;27,91;2983,34;Af
Norte;PA;1500859;Anapu;144,96;27,47;2741,94;Am
Norte;PA;1500909;Augusto Correa;26,43;27,77;2435,43;Am
Norte;PA;1500958;Aurora do Para;47,52;27,82;2621,11;Am
Norte;PA;1501006;Aveiro;97,51;27,37;2375,61;Af
Norte;PA;1501105;Bagre;30,93;27,93;2700,54;Af
Norte;PA;1501204;Baiao;40,53;27,95;2608,84;Am
Norte;PA;1501253;Bannach;420,97;26,1;2182,32;Am
Norte;PA;1501303;Barcarena;13,55;27,94;2989,42;Af
Norte;PA;1501402;Belem;8,21;27,93;3007,81;Am
Norte;PA;1501451;Belterra;129,83;27,3;2207,56;Am
Norte;PA;1501501;Benevides;24,53;27,86;2967,95;Af
Norte;PA;1501576;Bom Jesus do Tocantins;155,19;27,43;1903,13;Aw
Norte;PA;1501600;Bonito;53,59;27,7;2737,46;Am
Norte;PA;1501709;Braganca;39,13;27,73;2523,69;Am
Norte;PA;1501725;Brasil Novo;161,73;27,32;2246,47;Am
Norte;PA;1501758;Brejo Grande do Araguaia;170,68;27,33;1819,39;Aw
Norte;PA;1501782;Breu Branco;80,19;27,78;2360,4;Am
Norte;PA;1501808;Breves;18,54;27,85;2729,09;Af
Norte;PA;1501907;Bujaru;30,73;27,86;2873,89;Af
Norte;PA;1501956;Cachoeira do Piria;53,36;27,72;2579,82;Am
Norte;PA;1502004;Cachoeira do Arari;5,62;27,9;3063,99;Am
Norte;PA;1502103;Cameta;14,32;28,01;2819,11;Af
Norte;PA;1502152;Canaa dos Carajas;356,43;26,45;2214,06;Am
Norte;PA;1502202;Capanema;33,62;27,76;2651,98;Am
Norte;PA;1502301;Capitao Poco;74,23;27,65;2579,48;Am
Norte;PA;1502400;Castanhal;38,74;27,78;2906,58;Am
Norte;PA;1502509;Chaves;7,81;27,76;2998;Am
Norte;PA;1502608;Colares;7,28;27,9;3017,51;Am
Norte;PA;1502707;Conceicao do Araguaia;200,42;27,07;1963,55;Aw
Norte;PA;1502756;Concordia do Para;41,38;27,83;2781,15;Af
Norte;PA;1502764;Cumaru do Norte;356,77;26,33;2252,23;Am
Norte;PA;1502772;Curionopolis;254,67;26,94;2129,26;Am
Norte;PA;1502806;Curralinho;18,13;27,92;2772,89;Af
Norte;PA;1502855;Curua;18,58;27,64;1997,21;Am
Norte;PA;1502905;Curuca;20,54;27,8;2969,71;Am
Norte;PA;1502939;Dom Eliseu;202,8;27,14;1862,32;Aw
Norte;PA;1502954;Eldorado dos Carajas;152,43;27,44;2025,02;Am
Norte;PA;1503002;Faro;130,55;26,74;2364,36;Af
Norte;PA;1503044;Floresta do Araguaia;188,68;27,19;2048,77;Aw
Norte;PA;1503077;Garrafao do Norte;81,84;27,62;2543,41;Am
Norte;PA;1503093;Goianesia do Para;109,41;27,64;2222,77;Am
Norte;PA;1503101;Gurupa;18,85;27,81;2692,84;Am
Norte;PA;1503200;Igarape-Acu;39,23;27,75;2845,5;Am
Norte;PA;1503309;Igarape-Miri;14,75;27,99;2896,64;Af
Norte;PA;1503408;Inhangapi;23,49;27,87;2873,15;Am
Norte;PA;1503457;Ipixuna do Para;68,67;27,76;2455,72;Am
Norte;PA;1503507;Irituia;38,35;27,82;2670,55;Am
Norte;PA;1503606;Itaituba;202,82;26,94;2629,94;Am
Norte;PA;1503705;Itupiranga;158,83;27,43;2247,33;Am
Norte;PA;1503754;Jacareacanga;218,46;26,76;2727,96;Am
Norte;PA;1503804;Jacunda;103,85;27,69;2117,94;Am
Norte;PA;1503903;Juruti;62,04;27,41;2270,55;Am
Norte;PA;1504000;Limoeiro do Ajuru;10,74;27,99;2892,75;Af
Norte;PA;1504059;Mae do Rio;48,24;27,79;2638,74;Am
Norte;PA;1504109;Magalhaes Barata;24,3;27,79;2904,36;Am
Norte;PA;1504208;Maraba;202,81;27,22;2218,72;Am
Norte;PA;1504307;Maracana;21,09;27,8;2859,8;Am
Norte;PA;1504406;Marapanim;22,97;27,8;2922,84;Am
Norte;PA;1504422;Marituba;18,74;27,9;2965,59;Af
Norte;PA;1504455;Medicilandia;166,02;27,27;2240,53;Am
Norte;PA;1504505;Melgaco;24,69;27,86;2627,75;Af
Norte;PA;1504604;Mocajuba;22,41;28;2774,3;Af
Norte;PA;1504703;Moju;45,17;27,89;2704,59;Af
Norte;PA;1504802;Monte Alegre;265,69;26,54;2162,76;Am
Norte;PA;1504901;Muana;10,98;27,94;3001,94;Af
Norte;PA;1504950;Nova Esperanca do Piria;97,34;27,54;2523,32;Am
Norte;PA;1504976;Nova Ipixuna;107,2;27,68;2048,54;Aw
Norte;PA;1505007;Nova Timboteua;34,55;27,77;2778,33;Am
Norte;PA;1505031;Novo Progresso;337,02;26,37;2946,46;Am
Norte;PA;1505064;Novo Repartimento;153,68;27,46;2484,77;Am
Norte;PA;1505106;obidos;259,62;26,29;2163,57;Am
Norte;PA;1505205;Oeiras do Para;23,84;27,96;2768,31;Af
Norte;PA;1505304;Oriximina;230,51;26,17;2296,72;Af
Norte;PA;1505403;Ourem;56,98;27,68;2677,11;Am
Norte;PA;1505437;Ourilandia do Norte;361,53;26,4;2258,78;Am
Norte;PA;1505486;Pacaja;115,17;27,61;2718,86;Am
Norte;PA;1505494;Palestina do Para;160,31;27,37;1811,54;Aw
Norte;PA;1505502;Paragominas;115,81;27,53;2256,46;Am
Norte;PA;1505536;Parauapebas;341,77;26,54;2272,29;Am
Norte;PA;1505551;Pau D'Arco;265,31;26,82;2111,36;Am
Norte;PA;1505601;Peixe-Boi;29,71;27,79;2726,23;Am
Norte;PA;1505635;Picarra;178,97;27,28;2014,78;Aw
Norte;PA;1505650;Placas;201,28;27,08;2390,79;Af
Norte;PA;1505700;Ponta de Pedras;7,28;27,93;3049,01;Am
Norte;PA;1505809;Portel;52,81;27,82;2664,63;Af
Norte;PA;1505908;Porto de Moz;55,24;27,72;2323,76;Am
Norte;PA;1506005;Prainha;102,02;27,43;2151,26;Am
Norte;PA;1506104;Primavera;26,58;27,78;2672,97;Am
Norte;PA;1506112;Quatipuru;13,1;27,83;2642,61;Am
Norte;PA;1506138;Redencao;251,51;26,86;2105,69;Am
Norte;PA;1506161;Rio Maria;240,35;26,96;2116,4;Am
Norte;PA;1506187;Rondon do Para;203,37;27,17;1902,8;Aw
Norte;PA;1506195;Ruropolis;190,51;27,09;2432,01;Af
Norte;PA;1506203;Salinopolis;17,49;27,8;2821,15;Am
Norte;PA;1506302;Salvaterra;6,57;27,89;3037,27;Am
Norte;PA;1506351;Santa Barbara do Para;23,31;27,85;2988,14;Am
Norte;PA;1506401;Santa Cruz do Arari;5,3;27,86;3084,56;Am
Norte;PA;1506500;Santa Isabel do Para;29,02;27,84;2937,91;Am
Norte;PA;1506559;Santa Luzia do Para;60,59;27,67;2612,68;Am
Norte;PA;1506583;Santa Maria das Barreiras;234,3;26,89;2102,8;Aw
Norte;PA;1506609;Santa Maria do Para;42,37;27,76;2811,7;Am
Norte;PA;1506708;Santana do Araguaia;237,95;26,79;2104,28;Aw
Norte;PA;1506807;Santarem;80,83;27,46;2163,14;Am
Norte;PA;1506906;Santarem Novo;28,97;27,77;2777,15;Am
Norte;PA;1507003;Santo Antonio do Taua;23,63;27,84;2988,47;Am
Norte;PA;1507102;Sao Caetano de Odivelas;14,93;27,84;2997,78;Am
Norte;PA;1507151;Sao Domingos do Araguaia;160,61;27,39;1894,24;Aw
Norte;PA;1507201;Sao Domingos do Capim;39,37;27,83;2732,86;Am
Norte;PA;1507300;Sao Felix do Xingu;287,95;26,74;2397,14;Am
Norte;PA;1507409;Sao Francisco do Para;41,54;27,75;2892,25;Am
Norte;PA;1507458;Sao Geraldo do Araguaia;189,49;27,23;1918,21;Aw
Norte;PA;1507466;Sao Joao da Ponta;25,45;27,8;2978,28;Am
Norte;PA;1507474;Sao Joao de Pirabas;20,45;27,79;2745,9;Am
Norte;PA;1507508;Sao Joao do Araguaia;125,93;27,57;1866,87;Aw
Norte;PA;1507607;Sao Miguel do Guama;30,52;27,84;2786,3;Am
Norte;PA;1507706;Sao Sebastiao da Boa Vista;17,55;27,91;2912,95;Af
Norte;PA;1507755;Sapucaia;202,2;27,17;2111,9;Am
Norte;PA;1507805;Senador Jose Porfirio;169,41;27,35;2735,56;Am
Norte;PA;1507904;Soure;3,97;27,86;3054,73;Am
Norte;PA;1507953;Tailandia;59,97;27,83;2600,35;Am
Norte;PA;1507961;Terra Alta;36,7;27,75;2943,6;Am
Norte;PA;1507979;Terra Santa;44,71;27,38;2222,42;Am
Norte;PA;1508001;Tome-Acu;54,38;27,83;2602,1;Af
Norte;PA;1508035;Tracuateua;25;27,79;2580,76;Am
Norte;PA;1508050;Trairao;169,96;27,14;2567,04;Af
Norte;PA;1508084;Tucuma;244,83;26,99;2209,59;Am
Norte;PA;1508100;Tucurui;102,65;27,68;2420,55;Am
Norte;PA;1508126;Ulianopolis;154,7;27,36;1930,95;Aw
Norte;PA;1508159;Uruara;198,48;27,12;2322,96;Af
Norte;PA;1508209;Vigia;16,94;27,84;3000,39;Am
Norte;PA;1508308;Viseu;36,62;27,76;2458,91;Am
Norte;PA;1508357;Vitoria do Xingu;93,31;27,65;2388,8;Am
Norte;PA;1508407;Xinguara;226,83;27,05;2113,75;Am
Norte;AP;1600055;Serra do Navio;175,51;26,57;3210,34;Am
Norte;AP;1600105;Amapa;32,98;27,28;3191,81;Am
Norte;AP;1600154;Pedra Branca do Amapari;197,59;26,56;3092,53;Am
Norte;AP;1600204;Calcoene;95,17;26,81;3344,32;Am
Norte;AP;1600212;Cutias;11,38;27,54;2889,3;Am
Norte;AP;1600238;Ferreira Gomes;98,46;27,11;3030,28;Am
Norte;AP;1600253;Itaubal;11,97;27,63;2846,24;Am
Norte;AP;1600279;Laranjal do Jari;262,66;26,23;2862,94;Am
Norte;AP;1600303;Macapa;16,71;27,59;2838,39;Am
Norte;AP;1600402;Mazagao;113,18;27,2;2853,78;Am
Norte;AP;1600501;Oiapoque;103,18;26,58;3268,68;Am
Norte;AP;1600535;Porto Grande;108,91;27,12;2962,16;Am
Norte;AP;1600550;Pracuuba;100,62;26,97;3202,12;Am
Norte;AP;1600600;Santana;24,21;27,61;2813,41;Am
Norte;AP;1600709;Tartarugalzinho;61,16;27,24;3059,62;Am
Norte;AP;1600808;Vitoria do Jari;42,23;27,66;2684,46;Am
Norte;TO;1700251;Abreulandia;226,69;26,78;1910,15;Aw
Norte;TO;1700301;Aguiarnopolis;218,41;27,01;1611,62;Aw
Norte;TO;1700350;Alianca do Tocantins;274,66;26,21;1775,53;Aw
Norte;TO;1700400;Almas;462,3;25,07;1554,43;Aw
Norte;TO;1700707;Alvorada;269,73;26,02;1784,41;Aw
Norte;TO;1701002;Ananas;175,77;27,27;1793,3;Aw
Norte;TO;1701051;Angico;296,39;26,63;1737,67;Aw
Norte;TO;1701101;Aparecida do Rio Negro;379,23;25,85;1683,18;Aw
Norte;TO;1701309;Aragominas;220,28;27,03;1953,57;Aw
Norte;TO;1701903;Araguacema;194,6;27,02;1953,17;Aw
Norte;TO;1702000;Araguacu;268,85;25,96;1852,78;Aw
Norte;TO;1702109;Araguaina;239,27;26,91;1905,11;Aw
Norte;TO;1702158;Araguana;194,39;27,17;1928,24;Aw
Norte;TO;1702208;Araguatins;152,34;27,41;1693,84;Aw
Norte;TO;1702307;Arapoema;190,96;27,14;1932,68;Aw
Norte;TO;1702406;Arraias;484,43;24,62;1588,03;Aw
Norte;TO;1702554;Augustinopolis;157,88;27,37;1602,34;Aw
Norte;TO;1702703;Aurora do Tocantins;530,04;24,33;1607,45;Aw
Norte;TO;1702901;Axixa do Tocantins;232,97;26,98;1567,87;Aw
Norte;TO;1703008;Babaculandia;249,48;26,83;1737,02;Aw
Norte;TO;1703057;Bandeirantes do Tocantins;283,55;26,65;1883,53;Aw
Norte;TO;1703073;Barra do Ouro;204,13;27;1676,82;Aw
Norte;TO;1703107;Barrolandia;363,77;26,01;1796,17;Aw
Norte;TO;1703206;Bernardo Sayao;190,72;27,12;1891,46;Aw
Norte;TO;1703305;Bom Jesus do Tocantins;260,91;26,59;1708,5;Aw
Norte;TO;1703602;Brasilandia do Tocantins;264,51;26,69;1834,56;Aw
Norte;TO;1703701;Brejinho de Nazare;278,92;26,23;1728,53;Aw
Norte;TO;1703800;Buriti do Tocantins;131,59;27,52;1667,19;Aw
Norte;TO;1703826;Cachoeirinha;244,52;26,91;1683,97;Aw
Norte;TO;1703842;Campos Lindos;369,34;26,02;1393,86;Aw
Norte;TO;1703867;Cariri do Tocantins;282,18;26,07;1801,07;Aw
Norte;TO;1703883;Carmolandia;240,68;26,91;1893,58;Aw
Norte;TO;1703891;Carrasco Bonito;128,18;27,53;1619,63;Aw
Norte;TO;1703909;Caseara;188,26;27,01;1976,64;Aw
Norte;TO;1704105;Centenario;285,01;26,42;1597,78;Aw
Norte;TO;1704600;Chapada de Areia;252,08;26,55;1812,43;Aw
Norte;TO;1705102;Chapada da Natividade;345,71;25,72;1626,59;Aw
Norte;TO;1705508;Colinas do Tocantins;303,17;26,52;1852,43;Aw
Norte;TO;1705557;Combinado;522,43;24,34;1631,46;Aw
Norte;TO;1705607;Conceicao do Tocantins;360,9;25,45;1526,85;Aw
Norte;TO;1706001;Couto Magalhaes;193,45;27,07;1876,56;Aw
Norte;TO;1706100;Cristalandia;244,65;26,52;1801,95;Aw
Norte;TO;1706258;Crixas do Tocantins;262,73;26,32;1785,32;Aw
Norte;TO;1706506;Darcinopolis;294;26,62;1703,08;Aw
Norte;TO;1707009;Dianopolis;531,04;24,6;1545,62;Aw
Norte;TO;1707108;Divinopolis do Tocantins;225,65;26,76;1896,19;Aw
Norte;TO;1707207;Dois Irmaos do Tocantins;265,77;26,6;1888,82;Aw
Norte;TO;1707306;Duere;243,55;26,38;1814,22;Aw
Norte;TO;1707405;Esperantina;102,2;27,68;1826,22;Aw
Norte;TO;1707553;Fatima;314,61;26,11;1742,17;Aw
Norte;TO;1707652;Figueiropolis;261,12;26,11;1803,25;Aw
Norte;TO;1707702;Filadelfia;218,08;26,96;1737,83;Aw
Norte;TO;1708205;Formoso do Araguaia;205,39;26,49;1831,29;Aw
Norte;TO;1708254;Fortaleza do Tabocao;310,86;26,37;1827,55;Aw
Norte;TO;1708304;Goianorte;248,31;26,74;1882,56;Aw
Norte;TO;1709005;Goiatins;259,42;26,67;1626,14;Aw
Norte;TO;1709302;Guarai;303,46;26,44;1821,67;Aw
Norte;TO;1709500;Gurupi;284,27;26,1;1776,38;Aw
Norte;TO;1709807;Ipueiras;289;26,14;1707,13;Aw
Norte;TO;1710508;Itacaja;267,61;26,59;1678,62;Aw
Norte;TO;1710706;Itaguatins;210,73;27,08;1564,09;Aw
Norte;TO;1710904;Itapiratins;224,13;26,87;1774,59;Aw
Norte;TO;1711100;Itapora do Tocantins;316,24;26,43;1859,29;Aw
Norte;TO;1711506;Jau do Tocantins;383,14;25,33;1696,34;Aw
Norte;TO;1711803;Juarina;184,98;27,14;1871,95;Aw
Norte;TO;1711902;Lagoa da Confusao;187,22;26,77;1845;Aw
Norte;TO;1711951;Lagoa do Tocantins;328,52;26;1588,93;Aw
Norte;TO;1712009;Lajeado;418,91;25,69;1737,59;Aw
Norte;TO;1712157;Lavandeira;559,72;24,13;1615,14;Aw
Norte;TO;1712405;Lizarda;365,52;25,89;1438,21;Aw
Norte;TO;1712454;Luzinopolis;245,64;26,9;1693,57;Aw
Norte;TO;1712504;Marianopolis do Tocantins;196,82;26,91;1929,25;Aw
Norte;TO;1712702;Mateiros;582,57;24,51;1373,03;Aw
Norte;TO;1712801;Maurilandia do Tocantins;203,83;27,11;1618,87;Aw
Norte;TO;1713205;Miracema do Tocantins;276,6;26,45;1780;Aw
Norte;TO;1713304;Miranorte;335,58;26,21;1829,74;Aw
Norte;TO;1713601;Monte do Carmo;403,97;25,59;1656,6;Aw
Norte;TO;1713700;Monte Santo do Tocantins;285,04;26,4;1815,39;Aw
Norte;TO;1713809;Palmeiras do Tocantins;248,77;26,85;1658,24;Aw
Norte;TO;1713957;Muricilandia;190,7;27,19;1980,66;Aw
Norte;TO;1714203;Natividade;382,58;25,46;1570,27;Aw
Norte;TO;1714302;Nazare;265,28;26,79;1689,92;Aw
Norte;TO;1714880;Nova Olinda;268,42;26,73;1849,69;Aw
Norte;TO;1715002;Nova Rosalandia;312,87;26,17;1746,64;Aw
Norte;TO;1715101;Novo Acordo;312,26;26,11;1568,85;Aw
Norte;TO;1715150;Novo Alegre;584,14;24;1638,38;Aw
Norte;TO;1715259;Novo Jardim;626,48;24,04;1536,47;Aw
