data;ppt;t_max;t_med;t_min;ur_med
12/04/2008;0,6;29,4;22,8;18,5;77,9
13/04/2008;0;30,9;23,2;17,1;75,2
14/04/2008;20,8;24,3;21,7;19,7;88,2
15/04/2008;1,8;22,7;19,9;17;82,4
16/04/2008;0;28;21,5;17,3;79,2
17/04/2008;0,2;28,2;22,7;17,9;80,2
18/04/2008;0;26,5;21,6;17,1;74
19/04/2008;0,2;25,3;20,6;17,1;80,3
20/04/2008;4,6;21,3;20;18,9;94,5
21/04/2008;0,2;24,1;20,3;17,7;92,2
22/04/2008;0,4;28;21;18,1;85,8
23/04/2008;0,2;26,9;20,6;15,4;78,2
24/04/2008;0,2;27,5;20,4;13,6;76,6
25/04/2008;0;27,3;20,6;14,5;70,6
26/04/2008;0;27,3;20,6;13,5;70,5
27/04/2008;0;29,2;20,7;13,2;70,6
28/04/2008;0,2;29,6;21,4;14,2;70,4
29/04/2008;32,8;30,2;21,4;16,1;78,8
30/04/2008;3,2;20,8;18,5;15,6;89,4
01/05/2008;1,2;20,7;17,4;15,3;80,2
02/05/2008;25,2;19,2;17,8;16,5;95,6
03/05/2008;0,8;19;16,5;13,2;82
04/05/2008;0;21;15,5;11,1;74,4
05/05/2008;0;21,8;15,7;11,7;79
06/05/2008;0,2;21,9;16,4;11,4;70,6
07/05/2008;0,2;23,4;14,8;7,2;72,2
08/05/2008;0;24,1;15,4;7,4;73,2
09/05/2008;0;23,3;18;14,1;74,7
10/05/2008;0;23,3;17,2;13,3;77,2
11/05/2008;0;23,9;16,9;11,1;77,2
12/05/2008;0;22,7;17,3;12,6;78,1
13/05/2008;0;23,5;17,8;14,3;78,1
14/05/2008;0;23,6;18,7;15,2;79
15/05/2008;0,2;24,9;17,6;12,6;84,3
16/05/2008;0;25,6;18,4;11,7;77,5
17/05/2008;0;24,4;18,6;14,1;69
18/05/2008;0,2;28,2;20,1;13,1;76,9
19/05/2008;0;28,6;20,8;14,2;71
20/05/2008;0,2;28;19,4;12,4;70,7
21/05/2008;0;28;19,1;10,5;69
22/05/2008;0;27,8;19;11,7;72,4
23/05/2008;0,2;27,1;18,2;10,4;75,2
24/05/2008;0,2;26,2;18,5;11,8;75,8
25/05/2008;0;26,5;19,5;12,9;71,6
26/05/2008;0;27,1;19,5;12,8;72,2
27/05/2008;0;27,2;18,9;12,2;71,6
28/05/2008;0;29,1;19,6;11,5;69,3
29/05/2008;25,2;20,5;17,6;14,8;88,3
30/05/2008;5;19,8;17,9;16;94
31/05/2008;0;17,7;14,7;12,6;77,4
01/06/2008;18,4;19,8;15;12,4;84,3
02/06/2008;0;23,2;17;13,1;79,2
03/06/2008;0,2;25,4;16,4;9,7;83
04/06/2008;29,4;23,9;19;16,2;86,2
05/06/2008;0,4;27,2;19,4;13,4;82,4
06/06/2008;0,2;27,4;19,2;12,9;81,1
07/06/2008;0,2;27,4;19,3;13,5;78,2
08/06/2008;0;28,5;20,2;15,1;71,7
09/06/2008;0;26;20,2;15,4;71,6
10/06/2008;0;26;21;16,6;70,2
11/06/2008;0;27,7;19,9;13,4;76,9
12/06/2008;0,6;28,6;20,5;14,2;78,8
13/06/2008;0,2;27,5;20,8;15,2;77,8
14/06/2008;0;28,1;20,5;14,1;72,8
15/06/2008;11;26,5;20,3;14,4;73,3
16/06/2008;0;19,3;15,9;11,9;74
17/06/2008;0,2;19,7;11,1;5,1;83,7
18/06/2008;0,2;24,5;14;5,7;77,5
19/06/2008;0;26,8;16,9;9,7;77,6
20/06/2008;0;27,7;20,5;14,6;68,8
21/06/2008;0;25,5;20,1;15,1;77,2
22/06/2008;0;21,3;19;16,5;79,9
23/06/2008;1;19,9;15,6;13;84,6
24/06/2008;2;16,3;14,4;12,9;88,5
25/06/2008;0,2;19,6;15,2;12,1;86,7
26/06/2008;0,2;24;16;9,4;79,6
27/06/2008;0;25,2;17,3;10,9;76,6
28/06/2008;0,2;25,9;17,8;11,6;73,9
29/06/2008;0;27;17,7;10,8;73,3
30/06/2008;0;26,2;18,7;12,5;72,9
01/07/2008;0,2;27,1;18;11,2;74,1
02/07/2008;0;23,5;17,7;13,6;77,3
03/07/2008;0;26,7;19,7;13,6;68,6
04/07/2008;0;23,7;17,8;12,2;72,9
05/07/2008;0,2;23,8;15,9;8,7;72,4
06/07/2008;0;26,8;15,9;7,3;72,8
07/07/2008;0;25,7;17;9,4;67,4
08/07/2008;0;26,3;16,3;7,9;66
09/07/2008;0;24,7;16,2;8,6;63,1
10/07/2008;0;23,7;15,8;9,2;71
11/07/2008;0,2;23,5;16,6;8,9;70,3
12/07/2008;0;25,6;16,8;8,9;70,2
13/07/2008;0;24,9;16,4;8,6;68,3
14/07/2008;0,2;24,5;16;7,4;65,6
15/07/2008;0;25,5;15,7;6,9;65
16/07/2008;0;25,9;15,6;5,9;63,1
17/07/2008;0;26,1;15,6;6,4;65,7
18/07/2008;0;26,7;16,8;7,7;65,9
19/07/2008;0;26,5;17,3;8,8;65,1
20/07/2008;0;27,5;17,3;8,3;63,2
21/07/2008;0;28,8;17,8;9,2;62,2
22/07/2008;0;29,6;19,5;11,5;60,2
23/07/2008;0;29,6;20,4;13;56,2
24/07/2008;0;24,5;18,5;11,7;69,4
25/07/2008;0;25,6;17,8;10,8;73,1
26/07/2008;0;23,9;17,1;10,4;63,1
27/07/2008;0;28,5;17,3;8,5;68,8
28/07/2008;0;29,6;21,5;14,4;60,1
29/07/2008;0;29;21;13,5;57,1
30/07/2008;0;28,7;19,7;12;56,2
31/07/2008;0;29,4;20;11,6;53,3
01/08/2008;0;29,8;20,6;12,9;58,3
02/08/2008;0;24,6;20,6;14,6;54,9
03/08/2008;17,2;21,6;18,1;14,6;84,1
04/08/2008;0,4;24,5;17,3;12,2;80,2
05/08/2008;0;27,7;18,5;12,9;80,7
06/08/2008;0;27,8;20,7;16,2;76,9
07/08/2008;11,8;31,9;21,1;13,6;72,7
08/08/2008;27,8;18,8;17,6;15,9;95,5
09/08/2008;0;21,7;17,3;14,6;86,1
10/08/2008;13,4;23,3;17,2;14,1;81,2
11/08/2008;0;28,7;18,9;11,3;76,4
12/08/2008;0,2;30,5;21,7;14,1;69,9
13/08/2008;0;26,6;20,6;15,5;72,1
14/08/2008;0;27,8;20,3;16,6;72,8
15/08/2008;0;25,8;19,3;13,6;75,5
16/08/2008;0;29,7;21,5;14,1;60,6
17/08/2008;0;30,7;22,1;12,9;52,3
18/08/2008;0;31;21,6;13,6;58,5
19/08/2008;0;29,7;21,4;13,1;58,5
20/08/2008;0;29,7;21,1;12,6;59,8
21/08/2008;0;29,5;20,9;12,5;58
22/08/2008;0;29,2;20,6;13,9;64,5
23/08/2008;0;25,8;19,6;15,3;73
24/08/2008;0;29;21,2;14,8;65,3
25/08/2008;0;30;21,9;14;62,2
26/08/2008;0;29,9;21,1;13,2;60,8
27/08/2008;0;27,9;19,8;13,3;58,5
28/08/2008;0;30,8;19,3;8;59,1
29/08/2008;0;29,2;21,2;13,2;58,6
30/08/2008;0;20,6;16,5;13,3;71
31/08/2008;0;25,3;17;10,7;64,1
01/09/2008;0;28;18,5;10;63,4
02/09/2008;0;31;20,2;9,6;54,7
03/09/2008;0;32,5;22,1;12,8;50,5
04/09/2008;0;33,9;23,5;13,5;45,6
05/09/2008;0;33,6;23,5;15,9;53,8
06/09/2008;0;30,4;22,8;15,3;54,2
07/09/2008;2,2;22,6;17,8;15,2;82,3
08/09/2008;0,2;25,4;19,3;14,5;80,5
09/09/2008;0;28,8;20,2;13,4;72,8
10/09/2008;0;33,8;24,4;16,7;60,8
11/09/2008;0;35,3;25,7;17;53,3
12/09/2008;0;32,9;26,1;17,8;41,4
13/09/2008;4,8;25,5;20;17,3;79,5
14/09/2008;9,4;24,8;18,9;15;83,6
15/09/2008;0;24,5;17,3;12,5;80,4
16/09/2008;0;24,5;17,3;12,9;76,4
17/09/2008;0;24,3;16,9;10,9;65,4
18/09/2008;0;23,8;16,4;9,9;60,8
19/09/2008;0;26,9;18;11;59,2
20/09/2008;23,6;18,2;15,2;13;86,2
21/09/2008;3,8;21,9;17,6;14,9;84,7
22/09/2008;0,4;22,5;16;10,6;63,8
23/09/2008;0;24,1;16,3;7,7;60,7
24/09/2008;0;24,8;17,2;11,2;68,5
25/09/2008;0;28,1;19,1;12,9;62,9
26/09/2008;4,4;23,9;18,9;15,1;76,5
27/09/2008;0;25,5;18,9;12,8;69,9
28/09/2008;0;25,8;18,2;12,1;67,5
29/09/2008;0;28,4;19,7;12,2;59,1
30/09/2008;0;25,4;19,5;13,4;71
01/10/2008;0,8;33,5;22,6;14,8;69,3
02/10/2008;30,2;25,1;20,5;17,4;83,5
03/10/2008;0;28,7;21,8;15,7;76,5
04/10/2008;0,4;30,1;23;17,8;78,3
05/10/2008;11,4;25,2;21;18;85,2
06/10/2008;10,8;20,3;18,1;16,8;91,5
07/10/2008;1;24,8;19,3;16;84,3
08/10/2008;0;22,2;18,5;15,4;76,6
09/10/2008;0;24,3;18,1;13,9;67,5
10/10/2008;0;28,4;20,2;12,4;66,4
11/10/2008;3,2;28,6;20,8;14,4;72,8
12/10/2008;8,4;28,9;21,8;17,8;77,5
13/10/2008;0;32,8;24,6;17,1;64,2
14/10/2008;0;34,1;26,3;17,6;58,9
15/10/2008;0;34,8;26,8;18,5;53,4
16/10/2008;0;34,5;25,8;19;64,1
17/10/2008;0;29,5;23,1;18,8;70,1
18/10/2008;10,8;26,3;20,7;16,8;82,9
19/10/2008;3,6;23,6;20,2;17,7;84,9
20/10/2008;0;28,9;22,4;17,4;69,4
21/10/2008;0;28,8;22,6;17,4;75,4
22/10/2008;0,8;27,6;22,8;19,9;76,8
23/10/2008;0;31,7;24,4;18,1;68,9
24/10/2008;0;33,4;26,8;20;58,9
25/10/2008;5;35,4;26,8;19,7;62,4
26/10/2008;0;34,8;26,6;18,5;59,3
27/10/2008;0;31,9;26,4;21,1;63,4
28/10/2008;0,2;29,4;23,3;18,4;75,8
29/10/2008;0;34,2;23,9;17,5;72,1
30/10/2008;22,8;28,7;22,8;18,2;77,9
31/10/2008;0;26,8;22,5;19,1;76,5
01/11/2008;0;30,2;22,1;16,1;68,2
02/11/2008;0,2;29,3;23,4;19,4;79
03/11/2008;0,6;29,5;23,7;19,6;74,6
04/11/2008;0;30,4;24,2;17,9;67,5
05/11/2008;0;29,3;23,8;18,9;72,6
06/11/2008;11;27,3;22,1;18,9;85,4
07/11/2008;1;26,3;21,6;19,2;84,3
08/11/2008;0;30;23,5;18,7;77,3
09/11/2008;0;32,2;24,6;17,8;67,5
10/11/2008;0;29,8;24;19,4;72,3
11/11/2008;0;28,6;23,3;19;72,8
12/11/2008;0,4;29,2;22,6;18,7;75
13/11/2008;0;28,7;21,4;16,1;75
14/11/2008;3,6;31;24,2;19,1;71,7
15/11/2008;0;32,7;24,9;17,6;64,2
16/11/2008;0;33,1;25;17,3;60,6
17/11/2008;0;28,3;23,1;19,9;69,5
18/11/2008;0;29,8;22,3;17,3;68,4
19/11/2008;0;28,7;21;15,1;64,3
20/11/2008;0;29,3;20,3;13,7;60,9
21/11/2008;0;29,4;20,7;14,8;62
22/11/2008;0,2;29,9;21,3;16,6;70,9
23/11/2008;3;29,8;21,3;16,8;77,2
24/11/2008;0;29,9;21,7;15,9;73,1
25/11/2008;0;29,7;22,2;16;70,5
26/11/2008;4,8;30,4;21,1;18,4;78,7
27/11/2008;0,2;30,2;22;15,8;75,4
28/11/2008;0;30,8;23,4;17,1;66,2
29/11/2008;0;31,1;23,7;17,3;63,9
30/11/2008;0;32;23,9;17;64,5
01/12/2008;0;34,1;24,4;16,2;62,9
02/12/2008;0,4;33,8;25,5;20,7;63,1
03/12/2008;35,4;27,4;22,1;18,8;75,8
04/12/2008;0;26,8;19,8;13,4;63,6
05/12/2008;0;29,6;21,1;13,5;61,5
06/12/2008;0;31,3;22,7;14,9;59,2
07/12/2008;0;32,6;23,8;15;56,8
08/12/2008;0;33,4;24,9;17,1;58,8
09/12/2008;0;34,7;26,6;18,3;57,1
10/12/2008;13,4;34,3;25,6;19,8;67,5
11/12/2008;14,8;26,6;22,5;20;86
12/12/2008;7,6;24,8;21;18,2;79,6
13/12/2008;0;27,4;21;16,6;69,1
14/12/2008;0;28,5;20,9;15,6;75,5
15/12/2008;0;28,7;21,9;18,5;77,3
16/12/2008;19,8;24,1;21,2;18,9;82,2
17/12/2008;2,8;29,5;22,5;18,3;74,7
18/12/2008;0;28,7;22,6;17,8;75,7
19/12/2008;0;29,8;22,3;16,9;76,5
20/12/2008;20,4;29,7;22,2;18,8;80,3
21/12/2008;0,4;28,9;21,3;17,1;86,1
22/12/2008;2;29,8;21,9;18,9;84,5
23/12/2008;0;30,8;23,9;18,7;76,9
24/12/2008;0,2;31;25;20,7;74,8
25/12/2008;33,4;28;22,3;19,3;86,4
26/12/2008;0,4;27,5;22,6;19,6;81,5
27/12/2008;0;28,9;21,9;17,5;72,2
28/12/2008;0;30,4;23,8;17,4;71,8
29/12/2008;0;33,2;25,2;18,9;70,6
30/12/2008;0;32,4;25,8;18,7;61,9
31/12/2008;0;31;23,9;19,5;76,3
01/01/2009;3,8;28,2;23,4;19,3;81
02/01/2009;5,6;25,9;23,2;20,5;85,8
03/01/2009;0,4;26,2;22,7;20,6;84,5
04/01/2009;3,4;22,6;19,8;17,7;86,2
05/01/2009;0;26,2;20,3;15,8;75,1
06/01/2009;0,2;28;21;15,9;71,7
07/01/2009;0;30,1;22,4;15,8;69,4
08/01/2009;0;32,2;24,4;17,1;64,2
09/01/2009;13,2;33,3;24,8;17,5;66
10/01/2009;18,6;31,3;24,1;19,7;77,8
11/01/2009;1,6;30,7;25;20,1;74,9
12/01/2009;8,6;32,7;24,3;19,5;76,4
13/01/2009;1;33,7;26,4;19,9;68,6
14/01/2009;10,2;32,9;24,1;19,9;77,5
15/01/2009;5,2;28;22,8;18,9;79,8
16/01/2009;1;28,1;23,5;21,1;81
17/01/2009;10,8;28,8;22,1;19,4;89,4
18/01/2009;9,4;27,4;22,1;19,5;87
19/01/2009;0;29,1;23,5;19,1;80,7
20/01/2009;5,4;30;24,5;20,4;81,9
21/01/2009;0;27,5;22,7;20,3;79,2
22/01/2009;0;26,3;21,8;18,3;71,3
23/01/2009;0;27,8;21,8;16,8;71
24/01/2009;0;27,9;22,7;18,5;72,4
25/01/2009;7,2;28,4;22,8;20,2;82,5
26/01/2009;20,2;25,8;21,9;19,9;90,2
27/01/2009;8,2;25,8;22,1;20,2;89,5
28/01/2009;23,6;26,8;22,6;20,4;88,9
29/01/2009;15,4;27;22,3;19,6;88,6
30/01/2009;3,6;29,6;23,6;20,8;84,2
31/01/2009;0,4;31,4;24,6;20;77
01/02/2009;0,2;32,5;25,6;19;69,7
02/02/2009;23,8;30,4;24;19,6;76,4
03/02/2009;1,2;29,9;23,7;19,5;80,6
04/02/2009;23;30,2;22,9;19,4;85,9
05/02/2009;0,4;30,6;23,9;19,3;78
06/02/2009;0;32,1;24,6;18,5;76,6
07/02/2009;0;31,5;24,5;19,8;79,2
08/02/2009;4,4;31,3;23,4;20,4;84
09/02/2009;13;30,2;23,8;20,8;85,9
10/02/2009;0,2;29,3;24,3;21,6;85,5
11/02/2009;11;30,5;23,8;21,2;88,9
12/02/2009;10,4;25,8;22,3;20,1;90,9
13/02/2009;0,4;23,6;20,8;19,3;82,1
14/02/2009;3,2;27,2;21,5;18,3;79,9
15/02/2009;5;28,3;22,3;19,8;89,2
16/02/2009;29,4;28,9;23,3;20;83,5
17/02/2009;0;32;24,5;18,7;74,5
18/02/2009;0;32,7;25,5;19,1;70,2
19/02/2009;0,2;32,1;25,9;20,6;69,5
20/02/2009;0;31,9;25,9;20,1;70,2
21/02/2009;0;33,2;26,5;20,2;69,8
22/02/2009;3,8;32,5;25,5;21,4;76,5
23/02/2009;0;32,6;24,6;21,1;79,4
24/02/2009;17;29,5;23,4;19,8;85,8
25/02/2009;1,8;26,8;21,7;19,9;88,1
26/02/2009;0,2;28,7;22,8;19,2;83,3
27/02/2009;0;29,8;24,5;20,6;77,2
28/02/2009;0;33;25,7;19,7;72,5
01/03/2009;0;34,9;27,1;21,4;71,4
02/03/2009;0;34;26,8;19,9;66,1
03/03/2009;0;33,5;26,8;20,1;65
04/03/2009;0;33,1;27,3;22,2;68,5
05/03/2009;0;33,2;27;21,4;70,8
06/03/2009;0;34,2;27;19,7;66,4
07/03/2009;0;32,8;26,6;21,7;70,5
08/03/2009;0;33,3;25,6;19,6;69,1
09/03/2009;35,6;30;24,5;20;77,5
10/03/2009;11;29,8;23,4;19,8;81,5
11/03/2009;23,2;26,5;22,9;19,7;88
12/03/2009;15,8;30;23,9;20;81,1
13/03/2009;14,8;27,8;23,3;19,6;85,5
14/03/2009;0,2;29;23,9;20,3;79,7
15/03/2009;2,2;29,5;23,2;20,5;82,9
16/03/2009;0,2;30,8;23;16,9;73
17/03/2009;0;30;23,2;18,2;78,4
18/03/2009;0,2;29,7;23,7;19,3;74,2
19/03/2009;0;29,9;24,2;19,8;71,8
20/03/2009;0;27,3;23,1;19,2;73,4
21/03/2009;1;27,1;22,8;19,8;79,6
22/03/2009;0,4;26,2;22,1;19;85,3
23/03/2009;0;29,8;23,5;18,4;75,3
24/03/2009;0;29,6;23,4;17,5;73,7
25/03/2009;0;29,5;22,6;16,1;72
26/03/2009;0;29,7;22,5;16;68,4
27/03/2009;0;30,3;23,5;17,5;73
28/03/2009;20,2;29,8;23,4;20,3;80,7
29/03/2009;0,2;29,1;23,4;19,4;80,4
30/03/2009;0;28,6;23,8;19,8;79
31/03/2009;1,2;29,9;23,8;19;77,5
01/04/2009;0,2;29,5;23,3;17,5;70,7
02/04/2009;0;29,6;22,6;17,1;67,5
03/04/2009;0;30,2;23,2;17,3;68,8
04/04/2009;0;29,4;23;17,3;75,6
05/04/2009;0,2;31,1;24,8;20,9;76,2
06/04/2009;1,4;26,3;23,1;20,4;83,7
07/04/2009;0;28,4;23,3;18,6;77,5
08/04/2009;0,2;29,4;23,2;17,9;74,2
09/04/2009;0;28,9;22,7;17,1;71,2
10/04/2009;0;30,8;23,3;16,9;69,3
11/04/2009;0;30;22,7;16,4;67,4
12/04/2009;0;29,9;22,3;15,7;73,6
13/04/2009;20,6;26,7;21,6;19,1;84,4
14/04/2009;0,6;26,6;21,2;18,5;86,7
15/04/2009;0;27,2;21,9;18,4;78,1
16/04/2009;0;26,5;20,4;15,5;73
17/04/2009;0;27,6;20;14;66,2
18/04/2009;0;28,4;20,3;13,3;70,5
19/04/2009;0;29,4;20,5;12,4;68
20/04/2009;0;28,4;20,5;13,2;68,3
21/04/2009;0;27,4;20,5;14,5;74,4
22/04/2009;0;28,4;20,6;13,6;73,8
23/04/2009;0;27,5;20,4;15,1;77,6
24/04/2009;0,2;25,8;18,7;13,3;82,2
25/04/2009;0;25,8;20,3;16,7;77,4
26/04/2009;0,2;27,4;19,4;12,7;78,1
27/04/2009;0;26,9;19,9;13,6;77,1
28/04/2009;0,2;27,5;20,4;13,8;74
29/04/2009;0;28,2;20,7;13,2;71
30/04/2009;0;28,3;21,1;14,3;64,1
01/05/2009;0;27,1;20,4;14,7;65,5
02/05/2009;0;25,9;19,3;13,1;74,8
03/05/2009;0;27,4;20,2;14;72,7
04/05/2009;1,8;25,1;18,3;15;84,6
05/05/2009;0,2;26,3;19;13,6;74,5
06/05/2009;0,2;27,4;19,1;11,6;72,8
07/05/2009;0;26,8;19,7;13,4;71,8
08/05/2009;0;27,5;20,1;13,8;73,1
09/05/2009;0;29,9;21,3;14,1;71,7
10/05/2009;0;27,7;21,5;16,4;78,5
11/05/2009;0;28,9;20,7;14,1;77,6
12/05/2009;0,2;30,4;22;14,8;71,4
13/05/2009;0;29,7;22;15;71,5
14/05/2009;3,8;30,4;22,3;15,3;68,2
15/05/2009;5,2;23,9;19,4;17,1;87,7
16/05/2009;0;22,7;17,9;14,1;73,4
17/05/2009;0;25,3;16,5;10,5;76,5
18/05/2009;0,2;26,3;17,9;11,1;81,9
19/05/2009;0,2;26,6;18,6;12;79,5
20/05/2009;0;26,1;19,3;13,9;74,2
21/05/2009;0;26,4;18,9;12,3;75,2
22/05/2009;0;26,3;18,7;11,3;70,1
23/05/2009;0,2;26,5;18,3;10,9;71,8
24/05/2009;0;28,7;19,1;11,7;74,1
25/05/2009;0,2;29,2;20;13,3;77,4
26/05/2009;0;29,3;21,5;15,4;78,4
27/05/2009;0,2;26,4;20,9;16,6;81
28/05/2009;0;26,7;21;16,8;85,1
29/05/2009;0;25,1;20,3;17,3;78,6
30/05/2009;0;27,5;19,8;14,4;77,1
31/05/2009;0;28,5;22,1;17,6;73,6
01/06/2009;0;22,2;15,8;11,4;73,6
02/06/2009;0;17,8;12,4;8,7;70,4
03/06/2009;0;19,2;11,1;3,1;69,9
04/06/2009;0,2;23,9;12,6;2,6;66,5
05/06/2009;0;28,9;16,9;7,6;68,2
06/06/2009;0;25,8;19;13;64,4
07/06/2009;0;23,7;16,3;8,3;71,9
08/06/2009;0;21;15,5;11;73,1
09/06/2009;0;27,1;17,8;10,4;72,5
10/06/2009;16,6;22,9;15,8;12,2;89,8
11/06/2009;20,2;23;17,6;14,8;87,6
12/06/2009;1,6;21,2;16,5;14,2;86,8
13/06/2009;0,2;20,9;14;7,8;80,5
14/06/2009;0,2;21,8;13,5;6;77,2
15/06/2009;0,2;23;14,4;6,4;73,7
16/06/2009;0;22,1;14,4;9,3;83,6
17/06/2009;0;23;17,9;14,7;76
18/06/2009;0,2;22,1;14,3;6,1;71,5
19/06/2009;0;22,8;13,9;7,2;75,7
20/06/2009;0,2;25,4;14,9;6,8;77,2
21/06/2009;0,2;25;16;10,7;80,5
22/06/2009;0,4;26,7;16,3;7,2;71,9
23/06/2009;0;26,4;16,6;7,8;66,6
24/06/2009;0;24,2;17,2;11,1;69,3
25/06/2009;8,2;18,8;16,9;15,1;90,4
26/06/2009;0;22,7;18,4;14,5;80,8
27/06/2009;12,6;24,8;17,2;13,3;85,9
28/06/2009;0,2;20,7;16,8;14,6;88,5
29/06/2009;0,2;26,7;17,2;9,7;80,6
30/06/2009;0;28,6;19,6;13,2;75,2
01/07/2009;0;27,1;20,5;14,2;74
02/07/2009;5;20;16,8;14,5;90,6
03/07/2009;0,4;22,2;16,2;12,5;90,9
04/07/2009;0,2;19,8;14,7;11,2;94,6
05/07/2009;0,2;23,5;16,3;9,5;82
06/07/2009;0;26,2;18,3;11,4;76,7
07/07/2009;0;27,1;18,9;12,2;74,8
08/07/2009;0,2;27;18,9;11,9;74,2
09/07/2009;0;28,4;20,1;12,9;67,5
10/07/2009;1,4;22,2;18,4;15,1;82,1
11/07/2009;16,4;22;17,9;14,3;88,2
12/07/2009;0,8;19,1;14,5;10,8;78,6
13/07/2009;0,2;23,3;12,9;5,1;77,4
14/07/2009;0;23,9;15;8;74,7
15/07/2009;0;24,8;17,2;10,6;75,1
16/07/2009;0;26,7;17,5;10,4;78
17/07/2009;0;27,8;19,7;11,3;68,5
18/07/2009;2;27,6;18,9;13,4;76,5
19/07/2009;0,2;21,4;17,4;14,7;87,1
20/07/2009;0;21,5;15,2;8,9;74,1
21/07/2009;0;26,3;16,2;8,4;72,9
22/07/2009;0;30,6;21,8;14,8;62,9
23/07/2009;4,2;26;20;15,9;71,6
24/07/2009;20,4;16,9;15,8;14,3;95,4
25/07/2009;13,6;17;14,6;12,8;95
26/07/2009;1;22;17,2;15,1;94
27/07/2009;0;22,6;19,3;16,5;90,2
28/07/2009;0;29,2;20,9;16,2;83,8
29/07/2009;0,6;24,9;20,2;16,8;89,5
30/07/2009;0,2;23,7;19,2;16,3;88
31/07/2009;0;23,7;17,6;14;83,2
01/08/2009;0;25,8;18,2;12,7;81,7
02/08/2009;0;28,7;21;14,5;67,9
03/08/2009;0,6;22,4;19,1;16;80,6
04/08/2009;0,4;27,6;19,3;13,3;79,8
05/08/2009;0;28,9;19,1;12,3;74,6
06/08/2009;0;30,8;23,5;17,8;60,2
07/08/2009;0;30,8;21,7;15;67,2
08/08/2009;0;30,9;22,5;15,1;59,9
09/08/2009;0;29,4;21;12,9;57,5
10/08/2009;0;23;18,8;15,1;62
11/08/2009;0;22,2;16,2;10,9;68,8
12/08/2009;0;26,7;17;8,6;70,4
13/08/2009;0;28,7;18,4;9,7;69,8
14/08/2009;0;27,9;18,7;9,7;55,1
15/08/2009;0;28,2;18,5;8,8;56,1
16/08/2009;0;29,4;21,3;13,6;54,6
17/08/2009;0;31,3;21,1;12,2;57,6
18/08/2009;15,8;26,1;19,6;16,8;84,4
19/08/2009;23,8;20,3;17,6;16;89,2
20/08/2009;10;20,9;17,8;15,8;91
21/08/2009;3,2;19,4;17,5;13;83,4
22/08/2009;0;22,2;14,4;8,8;74,3
23/08/2009;9,6;15,7;13,5;10,3;93,6
24/08/2009;0,6;20,6;16,8;14,7;91,4
25/08/2009;0;23;18,3;15,4;81,2
26/08/2009;0;26;19,1;14,1;70,5
27/08/2009;0;26,8;19,7;13;70,4
28/08/2009;0;27,8;20;11,9;64,8
29/08/2009;0;29,2;20,8;11,3;55,6
30/08/2009;0;30,2;21,1;11;53,4
31/08/2009;0;30,2;20,6;10,6;55,8
01/09/2009;0;31,5;22,5;13,9;56,1
02/09/2009;0;33,1;23,8;15,2;57
03/09/2009;2;33;23;16,2;67,8
04/09/2009;16,2;23,5;20,1;18,7;90,3
05/09/2009;0;27,4;21,4;17,5;82,9
06/09/2009;3,4;22,8;20,1;18,4;91,1
07/09/2009;0;30,9;22,2;15,5;72,3
08/09/2009;35;29,2;21,7;18,2;81,9
09/09/2009;50;23,3;19,8;18,4;90,6
10/09/2009;0,6;26,4;21,6;18,3;84
11/09/2009;0;28,5;21,9;17,1;72
12/09/2009;0;30,2;22,2;15,7;69
13/09/2009;0;31,1;23,5;16;63,7
14/09/2009;0;27,8;22,3;18,5;75,2
15/09/2009;0;28,2;20,9;14,3;73,9
16/09/2009;0;29,4;21,2;16;70,5
17/09/2009;0;29,7;21,6;15,2;72,5
18/09/2009;0;31,3;21,6;14,7;74,5
19/09/2009;5;25,6;20,6;17,5;82,3
20/09/2009;0,8;26,7;21,5;18,1;83,6
21/09/2009;8,2;23,7;19,7;16,6;84,2
22/09/2009;0,6;24,7;19,9;16,6;88,4
23/09/2009;15,4;22,1;19,9;17,1;90,7
24/09/2009;0;22,9;19,3;15,7;83,7
25/09/2009;0;25;17,7;12;70,7
26/09/2009;0;30,8;20,8;12,4;68,3
27/09/2009;0;32,9;25,5;17,5;61,9
28/09/2009;10;32,2;25,2;19,2;61,4
29/09/2009;0,4;21,1;20;18,4;90,9
30/09/2009;0;21,3;17,6;15,3;73,2
01/10/2009;0;27,2;19,2;13,5;71
02/10/2009;0,2;30,9;22,7;15;71
03/10/2009;0;30,3;23,8;18,8;74,2
04/10/2009;0;29,8;22,7;17,1;74,3
05/10/2009;0;32,5;23,7;16,8;68,4
06/10/2009;4,8;30,7;24,1;20,6;72,3
07/10/2009;;;;;
08/10/2009;0,6;20,9;19,1;16,8;83,5
09/10/2009;0,6;23,5;17,5;14,1;73,1
10/10/2009;0;26,3;18,4;12,8;72,8
11/10/2009;;;;;
12/10/2009;7,6;29,1;21,3;17,1;79,3
13/10/2009;0,4;27,2;20,9;17,2;81,1
14/10/2009;0;31,9;22;14,5;72,9
15/10/2009;11,8;25,5;20,5;17,8;84,9
16/10/2009;7,6;26,7;20,7;16,5;78,8
17/10/2009;0;26,9;20,3;16;79,9
18/10/2009;3;29,5;22,8;18,1;79,2
19/10/2009;1,6;27,1;21,4;17,5;84,9
20/10/2009;0,8;27,6;21,1;16,1;80,2
21/10/2009;0,6;30,5;23,6;17,6;69,5
22/10/2009;10;27,6;22,8;17,8;79,7
23/10/2009;1,2;29;23,1;17,9;70,5
