data;ppt;t_max;t_med;t_min;ur_med
02/08/2017;0;27,8;19,3;12,4;54,4
03/08/2017;0;22,9;19,7;15,9;50,7
04/08/2017;0;23,3;16,2;10,3;71,8
05/08/2017;0;22,7;16,8;13,3;68,5
06/08/2017;0;24,5;16,3;9,7;65
07/08/2017;0;28,5;17,8;8;65,8
08/08/2017;0;30,7;20,5;11,8;59,1
09/08/2017;0;32,3;22,4;13,5;53,2
10/08/2017;0;29;21,2;14,5;59
11/08/2017;0;28;19;12;63,7
12/08/2017;0;31,5;20,1;11,3;67
13/08/2017;0;32,5;22,9;13,3;57,3
14/08/2017;0;27,5;22,6;17,6;64,9
15/08/2017;1,2;22,4;16,7;13,5;85,3
16/08/2017;12,4;18,6;15,9;14,1;
17/08/2017;10;18;16,4;15;99,8
18/08/2017;2,8;19,1;16,9;15,1;99,8
19/08/2017;;;;;
20/08/2017;;;;;
21/08/2017;;;;;
22/08/2017;0;24,8;16,7;11,4;73,6
23/08/2017;0;28;19,2;12,4;73,2
24/08/2017;0;27,4;20,3;12,7;61,1
25/08/2017;0;29;19,4;10,7;64,3
26/08/2017;0;29;20,4;11,5;61,2
27/08/2017;0;30,7;21,1;12,1;56,2
28/08/2017;0;30,6;21,3;12,9;55,3
29/08/2017;0;31;21,2;12,1;60
30/08/2017;0;32,8;22,3;11,3;51,9
31/08/2017;0;27,6;20,8;16,3;64,3
01/09/2017;0;29,3;20,7;15,1;66,8
02/09/2017;0;28,8;20,2;13,5;69,5
03/09/2017;0,2;29,3;19,3;10,1;60,5
04/09/2017;0;29,6;20,3;10,7;51,1
05/09/2017;0;30,4;20,9;10,1;49
06/09/2017;0;30,7;21,7;12,8;48,9
07/09/2017;0;31,4;22,4;12,6;52,7
08/09/2017;0;32,2;22,9;12;43,7
09/09/2017;0;32,7;23,2;13,5;44,2
10/09/2017;;;;;
11/09/2017;0,6;33,3;24,2;14,1;44,9
12/09/2017;0;33,8;24,7;14,2;44,9
13/09/2017;0;33,7;24,2;13,3;49,9
14/09/2017;0;34,1;26,1;15,7;37,7
15/09/2017;;;;;
16/09/2017;;;;;
17/09/2017;;;;;
18/09/2017;;;;;
19/09/2017;;;;;
20/09/2017;;;;;
21/09/2017;;;;;
22/09/2017;;;;;
23/09/2017;;;;;
24/09/2017;;;;;
25/09/2017;;;;;
26/09/2017;;;;;
27/09/2017;;;;;
28/09/2017;;;;;
29/09/2017;;;;;
30/09/2017;;;;;
01/10/2017;;;;;
02/10/2017;10,4;23,6;19,7;16,5;83,9
03/10/2017;0,8;25;20,1;16,9;73,2
04/10/2017;0;28,4;20,7;14,1;57,4
05/10/2017;0;32,9;23,3;14,1;62,5
06/10/2017;0;35,1;26,7;18,8;57,2
07/10/2017;16,2;27,6;21,3;18,1;83,4
08/10/2017;0;27,6;21,8;17,9;81,6
09/10/2017;0,2;30,6;23,7;17,1;75,2
10/10/2017;0;35,4;26,2;18,2;65,5
11/10/2017;0;35,9;26,7;18,5;61,1
12/10/2017;0;36,3;27,5;19,1;57,6
13/10/2017;0,2;36,6;27,7;19,6;57,5
14/10/2017;3,2;35,7;27,9;21,7;55,5
15/10/2017;0;28,7;22,5;18,1;68,2
16/10/2017;0;30;22,1;16,4;65,8
17/10/2017;0;32,2;24,1;17,8;63,5
18/10/2017;0;34,1;26;17,6;58,6
19/10/2017;0;35,2;27,2;18,6;40,7
20/10/2017;0;32;25;20,5;59,7
21/10/2017;0;27,3;23,2;20,4;66,5
22/10/2017;7;23,6;21,2;19,2;90,6
23/10/2017;0,2;23;19,6;17,3;87
24/10/2017;0;30,1;21;14,9;69,6
25/10/2017;0;34,7;23,5;15,1;67,9
26/10/2017;24,2;26,4;20,5;17,6;86,8
27/10/2017;4,8;29,6;21;17,7;87,4
28/10/2017;0,8;30,1;22,8;17,4;77,8
29/10/2017;5,8;25,6;22,7;20;85,2
30/10/2017;3,2;23,2;20,5;18,5;93,3
31/10/2017;0,4;25,1;20,9;17,7;86,2
01/11/2017;0;27,5;20,6;15,3;64,7
02/11/2017;0;30,2;21,5;15;59,6
03/11/2017;0;33;23,7;15,3;63,9
04/11/2017;50,6;30,3;23,8;18,7;78,1
05/11/2017;2,6;23,2;20,1;18,2;92,7
06/11/2017;0;26,3;20,5;16,5;81
07/11/2017;0;27,1;20,8;16,2;69,6
08/11/2017;0;29,1;22;16,7;73,4
09/11/2017;2;28,3;22;17,8;83,3
10/11/2017;0;31,3;24,3;18,8;76,2
11/11/2017;13,6;27,3;22;18,9;
12/11/2017;0,2;28,7;21,6;14,4;66,4
13/11/2017;0;29,6;22,3;13,6;53
14/11/2017;0;31,9;22,8;13,1;47
15/11/2017;0;33,3;24;14,9;55
16/11/2017;0;33,1;25,2;18,6;59,2
17/11/2017;60,6;29,6;22,4;18;76
18/11/2017;8,2;29,5;23;19;84,8
19/11/2017;31;28,6;23,1;20,5;88,6
20/11/2017;0;28,5;22,8;20;84,5
21/11/2017;6;29,4;22,4;19,5;87,7
22/11/2017;26,4;26,8;22,5;18,9;83,7
23/11/2017;0;27,6;21,6;16,5;72,3
24/11/2017;0;31,3;23,1;16;71,6
25/11/2017;0;33,1;25,2;16,4;54,7
26/11/2017;8,6;26,8;23,2;19,7;75,1
27/11/2017;16,6;27,4;22,9;20,3;85,9
28/11/2017;0,2;30,2;23,9;19,4;79
29/11/2017;0;29,2;22,5;16,3;63,4
30/11/2017;1,2;28,7;21,8;16,3;69,4
